fileName,speaker,label,duration,f0globalMean,f0globalRange,f0globalSD,f0globalMedian,sound2silenceRatio,totalPauses,hnrglobalMean,hnrglobalRange,hnrglobalSD,energyRange,energySD,Avg. Word Dur.,Avg. Sil. Dur.,Dynamic Range,Energy,Intensity,ZCR,Root Mean Square,Sound Pressure Level,Consonant Vowel Ratio,SyllPerSecond,Avg. Cons. Dur.,Avg. Voca. Dur.,sonorants_F0,sonorants_F1,sonorants_F2,sonorants_F3,stops_VOT,fricatives_CoG,fricatives_Kur,fricatives_Ske,fricatives_Std,stressedVowels_F0,stressedVowels_F1,stressedVowels_F2,stressedVowels_F3,unstressedVowels_F0,unstressedVowels_F1,unstressedVowels_F2,unstressedVowels_F3
SBep13_d406-N,d,N,1.0208125,115.95401816754573,168.7694917047627,65.79429708565051,108.93707669781715,13.466666666666667,5,7.792963395016616,18.963449959539133,5.197307630120732,0.07870295733409405,0.02235388882941727,-0.7110530657616313,-0.93715754426945,103.62599491001477,25.151530000381175,66.11817077963221,0.0,0.03924182741437559,65.8543845550173,1.4444444444444444,8.816506459315496,-0.4241333597726784,-0.4389588205065961,-0.2536130143427248,0.33711069617586453,-0.024586224481348395,-0.10958324585024809,-0.50392947380208,0.21109541252093597,0.04831135623612006,-0.1502479237631935,0.6182977708905385,-0.36553730820972197,0.1894661658031146,-0.09166182145110796,0.008769161461042386,0.059911479334088136,1.2690421074320934,0.6375706525043382,0.49007382965887714
SBep21_c1453-I,c,I,2.08125,167.81739795354162,380.97497435762426,89.81566659076496,198.25064361861772,18.5,5,11.226310102046304,33.550872315080944,8.2178236372999,0.16932802763183658,0.028525388054066195,0.12405629129071855,-0.8218691354152395,57.89482219224059,53.331884411163635,66.19380681366981,0.0,0.04001947139112827,66.02482704337278,1.6,2.4024024024024024,0.04666340632471279,1.8452800673404688,0.504851561618556,-0.3775428114093665,0.2161006345509875,-0.010466393388574788,0.2525470661721387,-0.6097416363745082,-0.740628482282876,0.6441637034802183,-0.0691274768126574,-0.00037738146727663593,-0.11267742444407051,-0.08339208997789234,-0.027194976202370023,-0.14714233581928748,-0.3672322814720811,0.20483913023777414,0.040325150163567934
SBep15_d52-I,d,I,4.922625,159.9284113565297,311.27238352433136,121.16247289953637,0.0,32.266666666666666,16,8.204639174035215,28.996831965234385,7.443511152142402,0.1430764014721312,0.030590005010666294,-0.3024111503298613,2.5191775209108016,76.8039266882927,120.24862487241627,65.8682032069525,0.0,0.03907344392119252,65.81703391656742,1.7368421052631582,3.859729311089103,-0.20792456983627788,-0.18874377923668426,-0.06176708228122783,0.22033876392435747,0.0698790887485103,0.037052642610046344,-0.3851445126008226,0.08644886424611367,-0.8075433198299757,-0.31317961897000446,0.09636823963759501,-0.18633500745492398,1.058842242319276,0.16882696758938381,0.07094394318604214,-0.17508310821624626,0.28066414375698556,0.02966163020828537,0.07464995349800131
SBep6_d430-I,d,I,1.5135625,155.97477369207732,324.1728752195212,85.35503874330844,154.92161142941356,21.571428571428577,3,9.939193687722524,19.10694152620855,7.5777256279012,0.1218710522238979,0.02441498074647973,-0.06266011710989666,0.9481161276470508,74.64090592871436,37.168287807144225,65.99407818325422,0.0,0.03917654266410831,65.83992222262479,1.4,3.303464508403188,0.015086959044770103,0.6476893587227338,-0.02690580558787077,1.1521895268493283,0.28749986843864234,-0.01315403123160066,-0.07567784992840623,0.1813842214142783,-0.8036392758816745,-0.47063531240461615,0.05660641834002593,-0.007265563824436785,0.11564351958307469,-0.062118711376213505,-0.02778110769505422,-0.1523461174626993,-0.0870828886441131,0.24248083452208477,0.045961134048400486
SBep2_d151-I,d,I,1.181125,127.25817434966689,157.1744746310011,109.56999220746808,0.0,5.225,9,6.746873730251707,15.872850227366314,5.881037676541305,0.13092981457744246,0.032196672028100524,-0.1579828170648224,-0.6857877213472506,281.75749024910664,28.94643987156451,66.06262700982117,0.0,0.039137191415690234,65.83119321401188,2.6666666666666665,2.539951317599746,0.11025136145521737,0.5945380890865168,-0.30410141050010625,-0.17493080143764841,0.05327141287050619,0.08963746186274868,-0.45557947937336696,1.2566800333786639,-0.19420080076172053,-2.9037668575744777,-0.14352738603587362,-0.2557790416949179,-0.0987254649624309,-0.02366214347340552,0.028352473951477303,,,,
SBep2_c123-N,c,N,12.6436875,121.8378591692912,384.5460873722217,83.33186408061279,91.39617071937307,10.198237885462557,71,10.567823248970253,32.483326177944235,7.685205329029375,0.16028517714436696,0.02511435546020228,-0.5675692428532071,-0.7624921805536574,281.73777929611254,309.8560123508796,65.8078839622465,0.0,0.03913660019926952,65.83106200175101,1.4931506849315068,5.773632099021745,-0.30222439578352445,-0.14311339601165454,-0.19359700806907723,-0.04882301490181662,-0.035373415222163675,0.00015663717881695048,-0.38439550789173826,-0.31687406646001726,0.018223930975611,0.18678597330308178,0.050713992517235934,-0.30570884452085645,-0.12979706075376055,-0.06358873185726628,-0.04918967435755366,-0.32995399184226565,-0.1629677091936372,-0.039843305269010656,-0.03951078020810503
SBep23_o1232-N,o,N,1.5266875,245.32829847924674,342.3344517420063,150.02305134988796,206.10632179915612,30.8,5,14.689722562798133,35.002957637453385,11.146174354041165,0.09445122706754874,0.026620292145621945,0.09114386215877256,-0.1388763036487585,80.62168366099135,37.37589336186648,66.00623465059229,0.0,0.03911656629177117,65.82661458265846,2.0,2.6200515822655257,-0.0505807962759435,0.8428290061855971,0.47887477925481203,-0.14957040249531026,0.05124114171067393,-0.03293247101946866,-0.2596513371868689,-0.5758828925876092,-0.4257346160936345,1.0939232303750834,-0.03116401802818978,0.528335406848986,0.16142931263372648,0.1659365857253404,0.043985523231090735,0.27251222365395994,0.10967289848585995,0.20627857681256984,0.044160470272119376
SBep21_s505-I,s,I,2.2285,211.0605199596601,253.71311588114798,145.93790975453248,185.6863022123385,18.125,9,12.1472018822015,36.27281763559738,10.239133803471633,0.1197057158445727,0.02960455479948614,-0.3608534700731949,0.04201101928374616,69.15629782303793,54.50217998586596,65.94153532985159,0.0,0.03909674721012816,65.82221261189784,1.2,2.2436616558223017,0.18132032514598695,0.9005285427673069,0.0420160099697551,0.062494660710519095,-0.00898292182241701,-0.0184568752800524,-0.2170163081127925,-0.6185089110699107,1.557699483820535,1.1644739804662008,-0.6427067082101816,-0.16275920611501754,0.24938903278429378,-0.02791672240659071,0.08313511522535684,,,,
SBep27_c155-I,c,I,2.207625,179.70093222885617,371.64930585082743,71.51359207780476,204.63237946920987,17.958333333333332,9,11.87835670530581,38.42118168139664,7.979202666917171,0.1058274577648547,0.023056436812858704,-0.5610492225680669,-0.9406230451384135,87.70366116246096,53.97281972691417,65.93007779702913,0.0,0.039089931622947126,65.82069830181058,1.6923076923076923,5.8886812751259825,-0.21235935584655452,-0.4235927050895704,0.05055204489881129,0.021536336239400676,-0.0941764298420377,-0.07578726765229815,-0.30172953538646047,-0.5646620546808496,0.5218668179061221,0.6901733350746706,-0.15485795559071805,0.059511865009773235,-0.16630586121095714,-0.07822149569813888,-0.05547446697615068,-0.23698299973573075,-0.2522147116952135,-0.06745754886039243,-0.06305031946839201
SBep14_c311-I,c,I,1.773125,174.1161934701064,363.1556124281116,100.0915974515186,162.05404589310115,17.4,6,11.489020949958633,36.92930753488265,8.104098344251772,0.09846508921385748,0.02246158336177079,-0.4204373145069201,-0.4656074062457234,77.93572485279573,43.38284675125033,65.97213057866672,0.0,0.0391047357466633,65.82398719581445,1.3333333333333333,3.38385618611209,0.2647182826423613,0.2669822182813795,-0.01984580973993369,-0.4487687604164351,-0.2510734312615279,-0.12739858388042202,0.5880534456380893,-0.382485908592785,0.09588591221028409,0.2593907422654945,-0.2928284477641789,0.021967054865835868,-0.03239553590374186,0.027509263473202407,-0.04230253870022465,-0.16507670558373586,-0.29428771057076175,-0.045418994483618975,-0.08014698489580076
SBep23_c1033-N,c,N,1.9175,192.5911438714999,370.4160441731057,82.880715901586,198.5580564433872,32.0,4,12.822736126015124,28.98478238297645,7.7412873525859025,0.10550974062155448,0.021863620552175368,-0.4739638045683831,,69.30758025828523,46.89792125113309,65.99595284772064,0.0,0.03909751175452822,65.82238246447706,1.5555555555555556,4.69361147327249,0.1878798976542371,-0.4328746261026205,0.10139769221640717,-0.34773696003821725,-0.04751493993062996,-0.012255514362490188,0.4941942580169508,-0.4743133040252537,0.9154078579708722,0.6322549598240087,-0.36549287270455233,-0.04086243882482716,-0.24623202326080018,-0.04168259444035832,-0.07313071550849928,0.16285034493001294,-0.19121096229799311,-0.12398451978800887,-0.22778249295167657
SBep6_d253-N,d,N,1.41875,132.63350514265989,389.1912422729509,85.10451513868338,99.02662257272482,18.8,4,14.727724273101563,36.34511036538859,8.159760814563596,0.09095654844356016,0.0215238750883966,-0.046773000450742265,2.142122786527501,57.510031563850205,35.585492831654854,66.1102625008355,0.0,0.03959346986587608,65.93187136327431,2.0,0.7048458149779736,0.6495163084477514,0.8602944372676032,1.1444792558279464,-0.2581197189902095,-0.4948205587975172,-0.07478029357878498,,-0.3766249860214423,0.17602831798928667,0.04899860388928032,-0.6782750270720818,1.1762909493857518,-0.3413188723182471,0.009047085670369598,0.019675688150026006,,,,
SBep4_c854-N,c,N,6.8178125,147.4766515038749,380.6576509265786,101.39639370155813,126.30988431830843,9.276119402985074,39,11.29934026117426,28.05183839209895,9.233522894710973,0.2321485380839947,0.0291660268297744,-0.3979528327883121,-0.026217940269983718,284.992219877355,166.49112372472882,65.85319202583422,0.0,0.03906726642713941,65.81566057272508,1.72,3.666865288536463,-0.1805193485364655,0.2814620150617385,-0.09147385437771605,-0.08049541262948812,-0.026809236689042133,-0.043911687689675814,-0.39213334800550737,0.8529538159426959,-0.8331290588127125,-0.8416421307896803,0.23759956673808733,-0.14335878954773534,-0.0015687697243942683,-0.020479832577748287,0.018579191089406717,-0.03830778590355072,-0.21576112466186403,0.015067872325148295,-0.020548170620600836
SBep23_c1125-N,c,N,3.239375,165.880287210246,362.74136056042056,78.6497929388816,0.0,20.322580645161292,11,12.399520408501479,28.014641234866644,8.561271750176795,0.12378049186792127,0.0262496986909523,-0.4462776890193504,-0.5645689976816999,59.75344970292552,79.16555616166444,65.9191663829539,0.0,0.03908206738097497,65.81895066994859,1.4375,4.9392243874204125,-0.1100832873760896,-0.15836181214165518,0.04604613441813697,-0.15256413236636343,-0.14186357019436677,-0.024784282482642774,-0.1119523627462531,-0.26013481608645106,-0.2888267917134236,0.6587566049328134,-0.030121300237698823,0.0558757126336044,0.10133901512793372,-0.043264766324813526,-0.006274321708693293,-0.06408965754107723,-0.1824128427548929,0.009139869519301833,-0.022344811821161832
SBep21_s879-N,s,N,6.76575,226.78234306807354,417.48501326441095,148.10379571198368,208.63141830724842,15.070588235294116,31,13.853296318375056,34.49873370261402,11.175317662271974,0.15209899415490136,0.02848867956079769,-0.2755145776553302,0.3025137741046824,91.16939138269272,165.34325057640672,65.85813401264403,0.0,0.039081864194722975,65.81890551220576,1.6363636363636365,3.251672024535344,0.0003115656478117335,0.38599983638375,0.38967859056131693,-0.047911334504308144,-0.0927845043049892,0.012646120042406877,-0.20276532759602112,-0.2079346979166527,0.13140217422457523,0.43860338236481133,-0.03402600104333407,0.3915463528066009,0.0379318696500803,0.10007173613276064,0.060410794893860156,-0.06244202709848484,-0.14571464908130988,-0.014466238176028656,0.10666708529930594
SBep23_c844-N,c,N,3.5393125,193.0044891900169,322.28987073525036,89.71690554852916,198.2493615394993,39.05555555555557,5,14.68520431964125,27.82722680915805,9.580958459425618,0.0809158710094237,0.024774195689175414,-0.38989869008313893,0.4547353941088654,67.50178217088799,86.48134448379278,65.89255140161521,0.0,0.0390788495626601,65.81823548860561,1.4285714285714286,3.9555704674283496,-0.09289171451858252,0.14028399645324166,0.23086587556765037,-0.11483428810833934,-0.07273601327255808,-0.11684216560914167,-0.23025950388940117,-0.45254606420275767,0.44434723237935037,0.6298706891880441,-0.3316664303569022,0.17203705059087918,-0.11628964450904067,-0.12578355047570067,-0.12888161867620285,0.30071740681048464,-0.17254272582335312,-0.04588923078978789,-0.01173214502187198
SBep2_c447-I,c,I,0.426625,157.09092732209592,168.9874328591001,69.17607886683004,166.16819147461598,7.166666666666668,2,10.463231072138324,21.896151414637608,7.084484885719296,0.09210032894721468,0.024569487828630474,-0.31338433438399466,-0.4062304513841367,80.17411322543593,11.38499387446791,66.79019545266782,0.0,0.04083976728178338,66.20106526014747,1.0,2.3439789041898624,0.8607349445772671,0.6289771377903448,0.0239973598906128,-0.22832600734379677,-0.0907963362779596,-0.11355049293690612,,,,,,-0.048766939620911554,-0.07914415832215708,0.0003041950899306119,-0.036296756472833834,,,,
SBep13_d783-N,d,N,3.8336875,153.9602258476092,385.7115710536469,109.21462870100969,0.0,32.91304347826087,6,8.74693125407469,30.67173592893177,7.492101363778683,0.12239533542277145,0.02520754662658864,-0.477214567434704,-0.05736316404174883,56.4070263855958,93.66533767990768,65.87621633251493,0.0,0.03907699018895994,65.81782220369152,1.7,5.216909307292262,-0.15658215902897712,-0.16951141193410724,-0.2790483757461302,-0.0794107329634946,0.13706364078579214,-0.013896182366026126,-0.2552376771572316,1.04598849560034,-0.8551590659299936,-0.6998020338295056,0.3954302178267417,0.14557078546065982,-0.20234861999622952,0.028415433870126842,0.020946269975269834,-0.2497373769536031,0.22078020855157177,-0.07385524639171577,0.05271345409177061
