filename,speaker,label,time,f0
p12,p,n,0.006060606060606061,65.040649
p12,p,n,0.01818181818181818,65.040649
p12,p,n,0.030303030303030307,73.39449300000001
p12,p,n,0.048484848484848485,72.727272
p12,p,n,0.060606060606060615,72.398193
p12,p,n,0.07272727272727272,72.398193
p12,p,n,0.08484848484848485,57.14285699999999
p12,p,n,0.10303030303030304,46.647232
p12,p,n,0.11515151515151514,43.835617
p12,p,n,0.12727272727272726,42.666668
p12,p,n,0.1393939393939394,41.775455
p12,p,n,0.15151515151515152,41.884815
p12,p,n,0.1696969696969697,40.506329
p12,p,n,0.18181818181818185,42.78075
p12,p,n,0.19393939393939394,66.1157
p12,p,n,0.20606060606060608,66.666664
p12,p,n,0.21818181818181814,66.666664
p12,p,n,0.2363636363636364,119.40298500000002
p12,p,n,0.2484848484848485,119.40298500000002
p12,p,n,0.2606060606060606,117.647057
p12,p,n,0.2727272727272727,97.560974
p12,p,n,0.2909090909090909,96.969696
p12,p,n,0.30303030303030304,82.901558
p12,p,n,0.3151515151515151,82.901558
p12,p,n,0.3272727272727273,195.121948
p12,p,n,0.3393939393939394,290.909088
p12,p,n,0.3575757575757576,271.18643199999997
p12,p,n,0.3696969696969697,271.18643199999997
p12,p,n,0.3818181818181817,276.4973049473684
p12,p,n,0.3939393939393939,281.80817789473684
p12,p,n,0.4060606060606061,287.11905084210525
p12,p,n,0.42424242424242425,292.42992378947366
p12,p,n,0.4363636363636363,297.74079673684207
p12,p,n,0.4484848484848485,303.05166968421054
p12,p,n,0.4606060606060606,308.36254263157895
p12,p,n,0.4787878787878788,313.67341557894736
p12,p,n,0.4909090909090909,318.98428852631577
p12,p,n,0.5030303030303029,324.29516147368423
p12,p,n,0.5151515151515151,329.60603442105264
p12,p,n,0.5272727272727272,334.91690736842105
p12,p,n,0.5454545454545454,340.22778031578946
p12,p,n,0.5575757575757576,345.5386532631579
p12,p,n,0.5696969696969697,350.84952621052634
p12,p,n,0.5818181818181818,356.16039915789474
p12,p,n,0.6,361.4712721052632
p12,p,n,0.6121212121212121,366.7821450526316
p12,p,n,0.6242424242424243,372.09301800000003
p12,p,n,0.6363636363636364,363.636353
p12,p,n,0.6484848484848484,347.82608
p12,p,n,0.6666666666666666,340.425537
p12,p,n,0.6787878787878788,333.333344
p12,p,n,0.6909090909090909,333.333344
p12,p,n,0.703030303030303,326.53060899999997
p12,p,n,0.7151515151515152,326.53060899999997
p12,p,n,0.7333333333333333,326.53060899999997
p12,p,n,0.7454545454545455,326.53060899999997
p12,p,n,0.7575757575757576,326.53060899999997
p12,p,n,0.7696969696969697,326.53060899999997
p12,p,n,0.7878787878787878,326.53060899999997
p12,p,n,0.8,320.0
p12,p,n,0.8121212121212121,313.72549399999997
p12,p,n,0.8242424242424242,313.72549399999997
p12,p,n,0.8363636363636363,320.0
p12,p,n,0.8545454545454545,313.72549399999997
p12,p,n,0.8666666666666667,320.0
p12,p,n,0.8787878787878788,313.72549399999997
p12,p,n,0.8909090909090909,78.04878199999999
p12,p,n,0.9030303030303032,78.431374
p12,p,n,0.9212121212121211,71.111115
p12,p,n,0.9333333333333332,60.60606
p12,p,n,0.9454545454545454,60.60606
p12,p,n,0.9575757575757576,60.60606
p12,p,n,0.9757575757575756,60.60606
p12,p,n,0.987878787878788,60.60606
p12,p,n,1.0,60.60606
b40,b,n,0.006329113924050633,121.21212
b40,b,n,0.0189873417721519,121.21212
b40,b,n,0.03164556962025317,121.21212
b40,b,n,0.04430379746835443,121.21212
b40,b,n,0.0569620253164557,125.0
b40,b,n,0.0759493670886076,115.94203200000001
b40,b,n,0.08860759493670886,113.475174
b40,b,n,0.10126582278481013,115.94203200000001
b40,b,n,0.1139240506329114,121.21212
b40,b,n,0.12658227848101267,123.07692
b40,b,n,0.13924050632911392,120.300751
b40,b,n,0.1518987341772152,124.031006
b40,b,n,0.16455696202531644,146.78898600000002
b40,b,n,0.1835443037974684,166.666672
b40,b,n,0.1962025316455696,105.26316100000001
b40,b,n,0.2088607594936709,69.868996
b40,b,n,0.2215189873417721,58.394161
b40,b,n,0.23417721518987344,61.30268100000001
b40,b,n,0.2468354430379747,51.948051
b40,b,n,0.25949367088607594,50.793652
b40,b,n,0.2721518987341772,56.737587
b40,b,n,0.2911392405063291,55.55555699999999
b40,b,n,0.3037974683544304,54.60751
b40,b,n,0.3164556962025317,52.287582
b40,b,n,0.3291139240506329,57.347671999999996
b40,b,n,0.34177215189873417,56.338028
b40,b,n,0.35443037974683544,50.156738
b40,b,n,0.3670886075949367,57.761734
b40,b,n,0.37974683544303794,59.925095
b40,b,n,0.3987341772151899,40.201004
b40,b,n,0.4113924050632912,40.201004
b40,b,n,0.4240506329113924,40.609138
b40,b,n,0.4367088607594937,41.34367
b40,b,n,0.4493670886075949,41.237114
b40,b,n,0.4620253164556962,40.201004
b40,b,n,0.4746835443037974,40.201004
b40,b,n,0.4873417721518987,51.446945
b40,b,n,0.5,96.385544
b40,b,n,0.5189873417721519,89.887642
b40,b,n,0.5316455696202531,89.385475
b40,b,n,0.5443037974683544,89.385475
b40,b,n,0.5569620253164557,88.888885
b40,b,n,0.569620253164557,71.428574
b40,b,n,0.5822784810126582,88.888885
b40,b,n,0.5949367088607594,66.94561
b40,b,n,0.6075949367088608,80.0
b40,b,n,0.6265822784810127,105.96026599999999
b40,b,n,0.6392405063291139,102.564102
b40,b,n,0.6518987341772152,103.896103
b40,b,n,0.6645569620253164,107.382553
b40,b,n,0.6772151898734177,112.676056
b40,b,n,0.689873417721519,115.94203200000001
b40,b,n,0.7025316455696202,122.137405
b40,b,n,0.7151898734177216,125.0
b40,b,n,0.7341772151898734,131.147537
b40,b,n,0.7468354430379747,135.59321599999998
b40,b,n,0.7594936708860759,137.93103
b40,b,n,0.7721518987341772,163.265305
b40,b,n,0.7848101265822784,137.93103
b40,b,n,0.7974683544303798,127.26104114285714
b40,b,n,0.810126582278481,116.59105228571428
b40,b,n,0.8227848101265823,105.92106342857141
b40,b,n,0.8417721518987342,95.25107457142857
b40,b,n,0.8544303797468354,84.5810857142857
b40,b,n,0.8670886075949367,73.91109685714285
b40,b,n,0.8797468354430379,63.241108
b40,b,n,0.8924050632911392,67.22689100000001
b40,b,n,0.9050632911392406,60.377356999999996
b40,b,n,0.9177215189873418,62.256809
b40,b,n,0.9303797468354429,67.22689100000001
b40,b,n,0.9493670886075948,65.84362
b40,b,n,0.9620253164556962,57.761734
b40,b,n,0.9746835443037974,60.60606
b40,b,n,0.9873417721518988,59.259257999999996
b40,b,n,1.0,65.306122
r11,r,n,0.005,250.0
r11,r,n,0.02,250.0
r11,r,n,0.03,250.0
r11,r,n,0.045,250.0
r11,r,n,0.06,250.0
r11,r,n,0.07,250.0
r11,r,n,0.085,275.862061
r11,r,n,0.1,280.701752
r11,r,n,0.115,296.29629500000004
r11,r,n,0.125,296.29629500000004
r11,r,n,0.14,301.88678
r11,r,n,0.155,296.29629500000004
r11,r,n,0.165,296.29629500000004
r11,r,n,0.18,296.29629500000004
r11,r,n,0.195,290.909088
r11,r,n,0.205,285.714294
r11,r,n,0.22,285.714294
r11,r,n,0.235,280.701752
r11,r,n,0.245,280.701752
r11,r,n,0.26,280.701752
r11,r,n,0.275,275.862061
r11,r,n,0.285,275.862061
r11,r,n,0.3,290.909088
r11,r,n,0.315,285.714294
r11,r,n,0.33,284.850238375
r11,r,n,0.34,283.98618275
r11,r,n,0.355,283.122127125
r11,r,n,0.37,282.2580715
r11,r,n,0.38,281.394015875
r11,r,n,0.395,280.52996025
r11,r,n,0.41,279.665904625
r11,r,n,0.42,278.801849
r11,r,n,0.435,277.937793375
r11,r,n,0.45,277.07373775
r11,r,n,0.46,276.20968212500003
r11,r,n,0.475,275.3456265
r11,r,n,0.49,274.481570875
r11,r,n,0.505,273.61751525
r11,r,n,0.515,272.753459625
r11,r,n,0.53,271.889404
r11,r,n,0.545,271.025348375
r11,r,n,0.555,270.16129275000003
r11,r,n,0.57,269.29723712500004
r11,r,n,0.585,268.43318150000005
r11,r,n,0.595,267.569125875
r11,r,n,0.61,266.70507025
r11,r,n,0.625,265.841014625
r11,r,n,0.635,264.976959
r11,r,n,0.65,264.11290337500003
r11,r,n,0.665,263.24884775000004
r11,r,n,0.675,262.38479212500005
r11,r,n,0.69,261.5207365
r11,r,n,0.705,260.656680875
r11,r,n,0.72,259.79262525
r11,r,n,0.73,258.928569625
r11,r,n,0.745,258.06451400000003
r11,r,n,0.76,271.18643199999997
