filename,speaker,label,time,f0
b103,b,n,0.006211180124223602,0.0
b103,b,n,0.012422360248447204,0.0
b103,b,n,0.018633540372670808,0.0
b103,b,n,0.024844720496894408,0.0
b103,b,n,0.031055900621118012,0.0
b103,b,n,0.037267080745341616,0.0
b103,b,n,0.043478260869565216,0.0
b103,b,n,0.049689440993788817,0.0
b103,b,n,0.055900621118012424,179.775284
b103,b,n,0.062111801242236024,163.265305
b103,b,n,0.06832298136645963,144.14415
b103,b,n,0.07453416149068323,146.788986
b103,b,n,0.08074534161490683,153.846161
b103,b,n,0.08695652173913043,156.862747
b103,b,n,0.09316770186335403,160.0
b103,b,n,0.09937888198757763,183.908051
b103,b,n,0.10559006211180125,166.666672
b103,b,n,0.11180124223602485,158.415848
b103,b,n,0.11801242236024845,163.265305
b103,b,n,0.12422360248447205,150.94339
b103,b,n,0.13043478260869565,146.788986
b103,b,n,0.13664596273291926,156.862747
b103,b,n,0.14285714285714285,161.616165
b103,b,n,0.14906832298136646,158.415848
b103,b,n,0.15527950310559005,153.846161
b103,b,n,0.16149068322981366,148.148148
b103,b,n,0.16770186335403728,146.788986
b103,b,n,0.17391304347826086,105.263161
b103,b,n,0.18012422360248448,66.666664
b103,b,n,0.18633540372670807,62.015503
b103,b,n,0.19254658385093168,62.015503
b103,b,n,0.19875776397515527,71.111115
b103,b,n,0.20496894409937888,59.040592
b103,b,n,0.2111801242236025,59.040592
b103,b,n,0.21739130434782608,50.793652
b103,b,n,0.2236024844720497,50.793652
b103,b,n,0.22981366459627328,65.040649
b103,b,n,0.2360248447204969,79.60199
b103,b,n,0.2422360248447205,79.60199
b103,b,n,0.2484472049689441,137.93103
b103,b,n,0.2546583850931677,141.592926
b103,b,n,0.2608695652173913,135.593216
b103,b,n,0.2670807453416149,134.453781
b103,b,n,0.2732919254658385,86.021507
b103,b,n,0.2795031055900621,78.048782
b103,b,n,0.2857142857142857,74.074074
b103,b,n,0.2919254658385093,74.074074
b103,b,n,0.2981366459627329,81.632652
b103,b,n,0.30434782608695654,74.074074
b103,b,n,0.3105590062111801,74.418602
b103,b,n,0.3167701863354037,74.418602
b103,b,n,0.32298136645962733,75.471695
b103,b,n,0.32919254658385094,117.647057
b103,b,n,0.33540372670807456,118.518517
b103,b,n,0.3416149068322981,118.518517
b103,b,n,0.34782608695652173,115.942032
b103,b,n,0.35403726708074534,115.10791
b103,b,n,0.36024844720496896,115.942032
b103,b,n,0.36645962732919257,115.10791
b103,b,n,0.37267080745341613,115.10791
b103,b,n,0.37888198757763975,115.942032
b103,b,n,0.38509316770186336,115.942032
b103,b,n,0.391304347826087,115.942032
b103,b,n,0.39751552795031053,116.788322
b103,b,n,0.40372670807453415,116.788322
b103,b,n,0.40993788819875776,116.788322
b103,b,n,0.4161490683229814,116.788322
b103,b,n,0.422360248447205,115.942032
b103,b,n,0.42857142857142855,112.676056
b103,b,n,0.43478260869565216,115.942032
b103,b,n,0.4409937888198758,115.942032
b103,b,n,0.4472049689440994,124.031006
b103,b,n,0.453416149068323,116.788322
b103,b,n,0.45962732919254656,111.888115
b103,b,n,0.4658385093167702,0.0
b103,b,n,0.4720496894409938,0.0
b103,b,n,0.4782608695652174,0.0
b103,b,n,0.484472049689441,0.0
b103,b,n,0.4906832298136646,0.0
b103,b,n,0.4968944099378882,0.0
b103,b,n,0.5031055900621118,132.2314
b103,b,n,0.5093167701863354,130.081299
b103,b,n,0.515527950310559,126.984123
b103,b,n,0.5217391304347826,115.942032
b103,b,n,0.5279503105590062,110.344826
b103,b,n,0.5341614906832298,105.263161
b103,b,n,0.5403726708074534,100.628929
b103,b,n,0.546583850931677,97.560974
b103,b,n,0.5527950310559007,95.238098
b103,b,n,0.5590062111801242,94.674553
b103,b,n,0.5652173913043478,95.238098
b103,b,n,0.5714285714285714,96.385544
b103,b,n,0.577639751552795,97.560974
b103,b,n,0.5838509316770186,97.560974
b103,b,n,0.5900621118012422,97.560974
b103,b,n,0.5962732919254659,98.159508
b103,b,n,0.6024844720496895,97.560974
b103,b,n,0.6086956521739131,96.969696
b103,b,n,0.6149068322981367,96.385544
b103,b,n,0.6211180124223602,94.117645
b103,b,n,0.6273291925465838,93.023254
b103,b,n,0.6335403726708074,92.48555
b103,b,n,0.639751552795031,92.48555
b103,b,n,0.6459627329192547,93.023254
b103,b,n,0.6521739130434783,94.674553
b103,b,n,0.6583850931677019,97.560974
b103,b,n,0.6645962732919255,99.378883
b103,b,n,0.6708074534161491,99.378883
b103,b,n,0.6770186335403726,97.560974
b103,b,n,0.6832298136645962,100.628929
b103,b,n,0.6894409937888198,99.378883
b103,b,n,0.6956521739130435,99.378883
b103,b,n,0.7018633540372671,99.378883
b103,b,n,0.7080745341614907,99.378883
b103,b,n,0.7142857142857143,100.0
b103,b,n,0.7204968944099379,98.765434
b103,b,n,0.7267080745341615,97.560974
b103,b,n,0.7329192546583851,96.385544
b103,b,n,0.7391304347826086,95.80838
b103,b,n,0.7453416149068323,94.674553
b103,b,n,0.7515527950310559,95.238098
b103,b,n,0.7577639751552795,94.674553
b103,b,n,0.7639751552795031,95.238098
b103,b,n,0.7701863354037267,95.80838
b103,b,n,0.7763975155279503,96.385544
b103,b,n,0.782608695652174,96.385544
b103,b,n,0.7888198757763976,96.385544
b103,b,n,0.7950310559006211,95.238098
b103,b,n,0.8012422360248447,94.674553
b103,b,n,0.8074534161490683,93.567253
b103,b,n,0.8136645962732919,92.48555
b103,b,n,0.8198757763975155,91.954025
b103,b,n,0.8260869565217391,91.428574
b103,b,n,0.8322981366459627,90.909088
b103,b,n,0.8385093167701864,91.428574
b103,b,n,0.84472049689441,91.954025
b103,b,n,0.8509316770186336,93.023254
b103,b,n,0.8571428571428571,94.117645
b103,b,n,0.8633540372670807,95.238098
b103,b,n,0.8695652173913043,95.238098
b103,b,n,0.8757763975155279,97.560974
b103,b,n,0.8819875776397516,98.765434
b103,b,n,0.8881987577639752,100.628929
b103,b,n,0.8944099378881988,101.910828
b103,b,n,0.9006211180124224,107.382553
b103,b,n,0.906832298136646,107.382553
b103,b,n,0.9130434782608695,81.632652
b103,b,n,0.9192546583850931,81.632652
b103,b,n,0.9254658385093167,86.021507
b103,b,n,0.9316770186335404,0.0
b103,b,n,0.937888198757764,0.0
b103,b,n,0.9440993788819876,0.0
b103,b,n,0.9503105590062112,0.0
b103,b,n,0.9565217391304348,0.0
b103,b,n,0.9627329192546584,0.0
b103,b,n,0.968944099378882,0.0
b103,b,n,0.9751552795031055,0.0
b103,b,n,0.9813664596273292,0.0
b103,b,n,0.9875776397515528,0.0
b103,b,n,0.9937888198757764,0.0
b103,b,n,1.0,0.0
b107,b,n,0.005847953216374269,0.0
b107,b,n,0.011695906432748537,0.0
b107,b,n,0.017543859649122806,0.0
b107,b,n,0.023391812865497075,0.0
b107,b,n,0.029239766081871343,0.0
b107,b,n,0.03508771929824561,0.0
b107,b,n,0.04093567251461988,0.0
b107,b,n,0.04678362573099415,41.994751
b107,b,n,0.05263157894736842,41.994751
b107,b,n,0.05847953216374269,48.632217
b107,b,n,0.06432748538011696,48.632217
b107,b,n,0.07017543859649122,47.619049
b107,b,n,0.07602339181286549,47.619049
b107,b,n,0.08187134502923976,47.761192
b107,b,n,0.08771929824561403,47.761192
b107,b,n,0.0935672514619883,44.444443
b107,b,n,0.09941520467836257,44.444443
b107,b,n,0.10526315789473684,44.444443
b107,b,n,0.1111111111111111,43.243244
b107,b,n,0.11695906432748537,43.243244
b107,b,n,0.12280701754385964,42.895443
b107,b,n,0.1286549707602339,42.895443
b107,b,n,0.13450292397660818,45.070423
b107,b,n,0.14035087719298245,45.070423
b107,b,n,0.14619883040935672,45.070423
b107,b,n,0.15204678362573099,0.0
b107,b,n,0.15789473684210525,0.0
b107,b,n,0.16374269005847952,0.0
b107,b,n,0.1695906432748538,0.0
b107,b,n,0.17543859649122806,0.0
b107,b,n,0.18128654970760233,0.0
b107,b,n,0.1871345029239766,0.0
b107,b,n,0.19298245614035087,0.0
