fileName,speaker,label,f0globalMean,f0globalRange,f0globalSD,f0globalMedian,energyRange,energySD,hnrglobalMean,hnrglobalRange,hnrglobalSD,duration,sound2silenceRatio,totalPauses,Avg. Word Dur.,Avg. Sil. Dur.,SyllPerSecond
SBep3_c1219-N,c,N,112.32714342604496,135.2079244022984,48.97649848980315,102.94641207189652,0.09591711930276392,0.0229208373173942,14.094796549731875,26.775590483688106,8.224143658669872,1.23275,13.444444444444445,3,-0.5455429892619836,-0.4789916129142083,4.055972419387548
SBep4_c173-I,c,I,167.66072673039798,280.97774099738393,102.16290030295515,157.2316576735457,0.2205647761910036,0.033855198835291436,10.73266062123522,27.63578322488916,9.163694194691764,2.4759375,28.882352941176467,7,0.5585544919540946,-0.01927833019145048,2.0194370819134164
SBep13_d406-N,d,N,115.95423946240824,168.7705037869366,65.79444025872994,108.93701259402441,0.08779673674847438,0.02493577475257677,7.793377700231166,18.959432839168656,5.197434452547647,1.0208125,14.5,4,-0.7132711234043637,-0.935631991120888,8.816506459315496
SBep21_c1453-I,c,I,170.05309236618814,380.99751637700456,90.66732184126379,198.250604476264,0.18888819385321348,0.03182028885775922,11.226262998952592,33.53947156553824,8.217767821153586,2.08125,18.5,5,0.10883140841126596,-0.8161146869108954,2.4024024024024024
SBep15_d52-I,d,I,159.92848466863862,311.26606569653774,121.16255781629864,0.0,0.1596014916055216,0.034123218535995675,8.20461183662602,29.005170856638365,7.443517845159158,4.922625,28.35294117647059,15,-0.30776608611962564,2.6046084972302674,3.859729311089103
SBep3_d679-N,d,N,136.06801206498122,287.19222468704083,105.55845854648182,0.0,0.09740267619425877,0.025972274044530067,6.692426811665487,17.772288105009302,5.2303911834391625,1.0665,10.894736842105265,5,-0.37924676200944696,,3.750586029067042
SBep6_d430-I,d,I,155.97490502997644,324.1788971815617,85.35517040672595,154.92158012869325,0.13594513679180226,0.02723499897384815,9.939240635127703,19.10851201992501,7.577790792679819,1.5135625,21.571428571428577,3,-0.06985546561415555,0.9954082752524688,3.303464508403188
SBep2_d151-I,d,I,126.50812911545029,155.01243199593287,108.75338747204864,0.0,0.14605472955079876,0.03599494291047228,7.331780675161745,17.14120809104093,6.270323666865004,1.176125,4.636363636363637,8,-0.16444643521271596,-0.6781599556044413,2.5507492826017644
SBep2_c123-N,c,N,122.0687302437942,384.5472127976435,83.84592545949202,91.39630828235278,0.1787837941477247,0.02801436226621645,10.567912467909569,32.49011843327071,7.685315074366307,12.6436875,10.348214285714286,68,-0.5734263406534187,-0.7548195825478654,5.773632099021745
SBep23_o1232-N,o,N,243.81560625065015,340.7415503882172,151.49962537021372,206.09253107067792,0.10535602443925147,0.02969491856161517,14.693276940466356,35.077839575966635,11.146802232322123,1.5266875,27.90909090909091,6,0.09114386215877256,-0.1388763036487585,2.6200515822655257
SBep3_d988-I,d,I,205.9280324545488,397.7830569047934,89.97256694295055,138.48095395640573,0.15231022778839434,0.02353212028869249,10.872107553729894,34.02759199480556,7.896715992971315,3.1114375,56.72727272727273,2,-0.3094859219305087,0.0942561509449024,3.2139485366490566
SBep21_s505-I,s,I,211.00223767889233,253.71774310716592,145.8967557246009,185.68890921051238,0.13353916174758435,0.03302413001560193,12.148406759633785,36.11656923534021,10.238387937873961,2.2285,18.125,9,-0.3608534700731949,0.04201101928374616,2.2436616558223017
SBep3_f113-I,f,I,224.5546226516783,279.61831558426684,85.26642376987559,232.2790244117331,0.07927067656078472,0.022231809388112082,15.862516396581304,29.810703044271477,8.099955340386796,0.9578125,13.642857142857142,3,-0.3545226498889552,0.5166520580385097,3.1321370309951067
SBep27_c155-I,c,I,179.70264615419623,371.6377182154457,71.51732655041667,204.63248857207543,0.11804821095573327,0.025719367878040567,11.878181555446286,38.43499401758882,7.97911433926357,2.207625,17.958333333333332,9,-0.5669946313772396,-0.9387048956369656,5.8886812751259825
SBep14_c311-I,c,I,174.1160859874786,363.15415016612656,100.09155010337082,162.05424562462758,0.10983589909015368,0.02505622376353225,11.488599272786965,36.922149447483385,8.104106463570124,1.773125,17.4,6,-0.4282872541196429,-0.44834406073269134,3.38385618611209
SBep23_c1033-N,c,N,191.76621423143436,378.2631935752181,83.22197746365367,198.5572881958101,0.11769575980708827,0.02438895158395305,12.822964631977339,28.97773123891204,7.7414918463771025,1.9175,32.0,4,-0.4810887497582746,,4.69361147327249
SBep16_c303-I,c,I,199.20526628530328,388.61077148797654,104.39019988105106,207.1783969986272,0.09828103359854018,0.02708802905429741,13.357118709515927,30.46685547129868,9.034770929625981,1.0871875,10.5,5,-0.2862694382640128,-0.4483440607326909,3.679218166139696
SBep6_d253-N,d,N,132.63421130131985,389.1914747225181,85.10665272410682,99.02680778156687,0.1014585245765404,0.024009676521392874,14.728644628260502,36.34108700310754,8.160201142052712,1.41875,18.8,4,-0.054090304014395366,2.2184004439555953,0.7048458149779736
SBep4_c854-N,c,N,147.56244160437592,383.7214909907837,101.48902509489372,126.31059944296726,0.2589661699891052,0.032535412690479465,11.299151307422367,28.04890332774085,9.233424314589737,6.8178125,8.0,37,-0.4061073155128197,0.005239711553763628,3.666865288536463
SBep23_c1125-N,c,N,165.8804044444269,362.7486454730378,78.6501979091409,0.0,0.138074677221319,0.02928176459707141,12.436889940228705,28.002852524545432,8.56343523247978,3.239375,19.03030303030303,10,-0.4537776313244995,-0.5505025680044147,4.9392243874204125
SBep21_s879-N,s,N,226.1915834830536,417.4057188002314,147.9530363205129,208.63122821775318,0.16966346288396333,0.03177936680250318,13.853055081176336,34.49776656501665,11.175144418818725,6.76575,14.522727272727273,31,-0.2755145776553302,0.3025137741046824,3.251672024535344
SBep23_c844-N,c,N,193.00436672218913,322.2953623022613,89.71679437336823,198.2491871184024,0.09026368925150932,0.027635787032510482,14.685346599232476,27.854023511995173,9.581256260628813,3.5393125,41.411764705882355,4,-0.3981622628775396,0.5017300568943417,3.9555704674283496
SBep2_c447-I,c,I,157.0854141498505,168.98753260747273,69.17482628571351,166.16828506626481,0.10273537391345312,0.027406922738001,10.463364930935924,21.900228876544556,7.084815010921157,0.426625,7.166666666666668,2,-0.3226842628423795,-0.3870489563696566,2.3439789041898624
SBep13_d783-N,d,N,153.96057396649024,385.6925189747535,109.21482173425579,0.0,0.13653324353619314,0.02811933925851824,8.746990763417799,30.67088170257628,7.492169238801504,3.8336875,32.91304347826087,6,-0.481227651107895,-0.034479866813320624,5.216909307292262
SBep28_c375-N,c,N,142.9103127137669,387.5353198904813,112.06558504115007,117.19605495245837,0.1384564022560182,0.028510197755433293,10.48697071670512,43.622719350026856,8.422172156634819,3.6225,7.773809523809524,23,-0.2789864733483394,-0.3870489563696564,4.140786749482402
SBep21_c168-I,c,I,130.8279342407142,385.00102798151534,104.11743082621098,101.94107156855377,0.13156344253493224,0.02970624108233512,9.863472471937527,29.887773884828682,8.039622162561072,2.698375,6.472972972972973,24,-0.4483154076377446,1.0227384439801348,4.076527539722981
SBep2_d191-N,d,N,110.15397556331459,395.7151326531362,76.19418501444058,99.52674408733424,0.18624973504703973,0.03296128315215438,11.300721860241715,23.87878667622373,9.063121371932226,2.4216875,8.377358490566039,19,-0.4963030868876656,-0.13103188013198927,4.955222339794049
SBep4_h931-N,h,N,121.5036771242663,196.577274001784,64.31029415095199,144.0874351129836,0.18587844940417086,0.03510587394595807,12.048843992373069,30.988057843841148,10.294040665981248,8.6796875,14.208695652173915,49,-0.16969236891651948,0.6882697355138311,4.2628262826282635
SBep13_c600-N,c,N,176.97404624649582,353.0923549100652,121.13727188560074,118.79349891810888,0.11818867134673078,0.027134164438866296,8.305283393377772,41.18987138200259,7.881019589654291,3.13025,16.75,11,-0.38227215760697947,,4.472486223145116
SBep6_d752-I,d,I,178.31222026824898,397.291184847809,105.2625762706871,136.35105158587123,0.11239166152962488,0.02725093464152564,8.313643772133544,24.470652879722643,6.269397692488308,2.6133125,18.85185185185185,7,-0.4419132793684933,-0.5065119319268088,4.591873340827014
SBep3_d1043-I,d,I,156.80116899950534,179.22522653150776,76.5679827151252,150.41336788067343,0.09778277879325102,0.023169950175903727,8.275593132405085,26.25913524820464,5.881893169825458,0.779125,9.5625,4,-0.1486812736129559,-0.7425279644835523,2.566982191561046
SBep4_d919-N,d,N,97.93038400834342,109.2855131674257,67.11423970593779,106.76473339803616,0.1116397089548746,0.035141611443815064,8.554197554283013,15.692754465595765,6.787770018529807,0.586875,4.416666666666667,8,-0.006794819215115367,-0.5172399334066609,1.7039403620873268
SBep3_f128-N,f,N,167.36851864409454,265.1162830180459,112.63342927104692,0.0,0.11888599746452225,0.029613097475970362,10.643122304098977,28.71142556350109,8.775097603868568,2.54075,12.025,14,-0.09349444676712604,3.0792710526553018,3.1486765718783825
SBep19_c279-I,c,I,182.70153307879207,326.8484264317425,121.12716179710564,273.20604385102274,0.09855198909662716,0.03049850924575216,18.217697125422074,39.51806482867021,13.495900075805526,2.3515625,27.411764705882355,7,-0.2265491259554915,0.7162629221649628,2.12624584717608
SBep2_d2-N,d,N,107.20202510681149,149.59302372382817,81.90507639839123,82.22313095227906,0.14144439113725615,0.03656944428052202,13.111180165113645,36.629893240625584,11.351816189329426,2.2114375,2.5546875,18,-0.035172110094683136,-0.6781599556044413,2.713167340248141
SBep16_d479-N,d,N,174.1018573254689,377.7776741741617,121.93971830906136,0.0,0.1760727233257746,0.0321956000163447,8.655249193578202,33.04759993103673,7.5856451455971055,9.001875,13.388888888888893,54,-0.36077196325972827,0.06207214650534945,4.8878705825175315
SBep6_d197-I,d,I,117.60206446455828,395.6126283891713,79.91909145431896,76.62608756457509,0.1429740200914677,0.02834508916591677,9.066494607382703,27.921977062584446,7.527419499212615,4.5466875,28.741935483870968,12,-0.06483927783241368,-0.4206879200879931,3.519045458919268
SBep4_d691-N,d,N,107.86778242995474,388.31162881736014,73.91919598841719,116.16946104880421,0.17176126261374108,0.034218170630664006,9.430719622303512,25.41534574161816,7.70169775273159,7.746125,12.016666666666667,46,-0.4368333939641261,1.7892803847615169,4.5183882263712505
SBep14_d364-I,d,I,219.58933774866452,387.09605141698313,150.23658100484357,247.30098356534882,0.12085178953185713,0.02355129262765019,7.128138885035744,28.418097045503497,6.186913724153504,2.0816875,20.45,5,-0.4383661180085473,0.029888142065792763,3.8430359984387663
SBep21_d762-I,d,I,136.64634283006492,367.9177882004743,67.03622741119557,121.92955469662272,0.0997757342295794,0.02179733403643697,11.154384980280108,29.92723377172141,6.820752181079056,2.849125,22.32,8,-0.5601519913666938,-0.8712639822417768,7.019699030404071
SBep16_c95-N,c,N,115.00876236473096,387.2903760488536,86.85859896926195,0.0,0.1067066278910738,0.028228351925220576,9.064152419743989,26.981286376770143,7.555782377483251,2.7446875,27.1,7,0.5585544919540948,0.18503868435199766,2.1860412159854263
SBep27_t217-N,t,N,119.71486789307457,194.51003243988808,71.26157766933345,0.0,0.14738164789510574,0.029031207557806686,8.716794940357321,26.33204209255577,6.744636221471232,1.8474375,12.642857142857142,5,-0.35466643761806915,-0.7063351095322674,6.49548360905308
SBep3_d1226-N,d,N,89.80006356306394,151.2143686831999,77.2323193873019,75.49058792878931,0.0796570317891443,0.016949185935665818,1.6858464899119745,30.73778410454469,5.156504631031578,0.76225,14.0,2,-0.1250335312133158,,2.6238110856018366
SBep21_c1663-N,c,N,124.0144762715614,382.9702126832628,82.56329609585595,129.1786828227607,0.14267354831105392,0.031082803127678763,13.320978631478994,37.230928150986884,9.760196369394855,7.996,14.065420560747665,42,-0.3185225686048519,1.191299980978479,2.7513756878439217
SBep16_c468-I,c,I,205.46078212869588,387.1622378966954,122.09166752456552,0.0,0.11146783838690408,0.027646412725754875,10.506130505633607,30.08281628391564,7.60859964139426,2.5245625,38.846153846153854,4,-0.3476544282675452,0.2565496394422039,4.357190602332087
SBep3_d1208-I,d,I,140.5239677430536,267.61160760285327,123.34631970523716,0.0,0.15576531600102436,0.030235673703147864,6.871320243882414,33.63057054493612,7.984078731847654,0.8151875,6.6521739130434785,8,-0.3378632128100769,-0.2275838934506569,2.4534232921873804
SBep23_c494-N,c,N,214.15599518465004,347.5649517443185,122.56308478092657,241.65134074761696,0.19231331060840265,0.03233806018614207,10.500042081918648,22.528474065501022,8.506625561403354,2.433875,11.195121951219509,12,-0.4367840465212617,-0.44834406073268895,3.6978069950182317
SBep23_c1336-N,c,N,149.22395238016497,219.90396372611863,92.7358230699297,0.0,0.08843409808446086,0.028268974419225906,21.647448679085088,32.562109921259825,14.025562559292414,1.882375,6.480769230769233,10,-0.13696865749270945,2.279288083422339,1.0624875489740355
SBep4_c1257-N,c,N,89.86768912045082,109.65645737252231,79.9017478502158,88.70521979861954,0.10686084370460876,0.03751697789081957,7.484648575353947,18.51563070558069,6.874713831803769,0.5775625,8.923076923076922,2,-0.3445331575893996,-0.20316364328055336,3.4628286981928365
SBep3_f1108-I,f,I,191.05193360172328,349.0742530889671,129.1760049474563,161.50976277044015,0.15595822729878558,0.026375080397913208,12.153261417414301,31.02562915717865,8.956554798849114,2.2480625,14.965517241379313,6,-0.08923855215100937,-0.5293148785397729,4.448274903389028
SBep13_c252-N,c,N,174.20996003633687,295.2066809433268,93.00849497953276,157.31175337559216,0.09931477004007702,0.02570779165684509,14.027855906497484,25.52295011542379,9.273467946911143,1.20175,20.08333333333333,2,-0.07142197325164934,0.011369221990066559,1.6642396505096733
SBep27_d87-I,d,I,212.05287919904168,236.62964901419042,118.85358873286705,206.94637576606624,0.08053001248399756,0.027870654885929262,19.340314412406226,29.580779953268767,12.839612397349727,1.0131875,5.96774193548387,7,-0.34574579360995683,-0.4850559289671049,3.9479365862685833
SBep3_f831-N,f,N,172.99124866682774,180.74339856804968,64.64826783458378,169.52587483049555,0.06185952891048298,0.014653108830174209,13.13343551778356,19.838891283608035,5.670602573897117,0.362375,8.444444444444445,2,-0.6822265353299471,-0.7908066126843434,5.519144532597449
SBep19_d304-N,d,N,138.43887759542915,302.20331092039686,72.59217883136574,100.6598153839578,0.10532382463899648,0.02812353187355741,11.636143602770755,26.553265208625568,8.217420876762379,2.62875,30.70588235294117,8,-0.2876117602108415,0.2873601775822363,3.4236804564907275
SBep3_d908-N,d,N,162.72900004821932,397.1611472416362,123.45923164476663,0.0,0.16706083287535534,0.030885829133222745,10.070319674224855,27.69006375852896,8.504690818235325,5.4189375,7.3740458015267185,52,-0.5187684421673237,1.140236295230472,4.428912494377356
SBep21_c883-N,c,N,131.03256173661438,379.6724675341158,86.52001888585433,148.66451109264085,0.14629376656617385,0.02976444032826778,11.279755569661837,28.428597699151357,8.394477114111751,2.9461875,19.758620689655174,14,-0.5529379997917442,-0.17251609109903548,4.751903943655996
SBep4_d1131-N,d,N,109.53644832858365,396.3137746298391,71.71534796635571,94.63477828896252,0.13927335388371748,0.029830277949892407,7.1502759905772875,20.697258629796067,5.777849746826384,1.748125,7.853658536585367,12,-0.0363544972146654,-0.6781599556044404,4.004290311047551
SBep23_o1160-N,o,N,194.5208423970953,289.09243357800096,110.22044439631956,184.18966272385398,0.16407288391734914,0.030508929216626717,15.162183963150115,30.3975296169136,11.361727651918619,3.078875,10.867924528301888,15,-0.4308855653280698,-0.4259175357658386,5.196703341317852
SBep21_d1480-N,d,N,153.38214948831074,378.0813168851905,106.07252806171014,101.26700351498407,0.14177881816187973,0.0260380275937634,8.02699140063781,32.901443105798364,6.587659050574964,2.975625,21.51851851851852,9,-0.6111260138725848,,7.057340894770007
SBep3_f537-N,f,N,242.4239581494745,327.04546781990643,117.87126179283777,247.9142790236181,0.1809007085319903,0.032543558968405266,17.336839139117355,31.391720777508425,12.515142906912248,3.8608125,9.328947368421053,18,-0.2147874433264544,-0.2155247975662873,3.6261797225324983
SBep16_c4-I,c,I,180.60538512459442,334.5286255778133,98.68201934655883,171.46673114478295,0.0933904368515967,0.028343639636602382,12.879364751629119,32.8043736651823,8.985796057334706,3.078125,30.45,7,-0.5511045261066797,0.6345361163475838,5.522842639593909
SBep13_d763-I,d,I,180.99320702359446,389.6948642702737,101.07510393904123,126.40480072850708,0.1480166343597019,0.02793613813713793,8.458388897813402,24.921375442223386,6.447266766907419,3.71075,46.1875,3,-0.3679603395005277,0.6092002219777976,3.7728222057535534
SBep23_c1461-N,c,N,126.98272764396565,355.5202573481871,72.78486353999587,108.11142463171929,0.19084987900643213,0.031519894740005765,13.840868467426471,30.205370673527245,9.13101191520683,2.248625,14.433333333333335,8,-0.5236940945149636,-0.6935244781848282,5.781310801045081
SBep3_c118-N,c,N,161.2311753746898,385.0488665320144,115.06026859514186,264.92933190597046,0.1859481580139482,0.02778165297216072,8.21826275955274,25.302379756190014,6.103925142951517,3.0021875,22.57692307692308,9,-0.5599008343814539,-0.019278330191450817,5.995628187779745
SBep15_c15-N,c,N,174.00538089880206,387.6210117220389,110.70628232649122,101.13288312128384,0.16782771581931108,0.028668212438947262,11.774117210772046,38.60851422859263,8.489535379859692,4.6858125,14.079365079365079,17,-0.3008353680953595,-0.2184874193713118,4.695023541808385
SBep16_c253-N,c,N,154.79694837440985,163.79288749991824,147.76475059327328,0.0,0.1670137342254185,0.039704663083430534,6.319830408961232,15.905033302448027,6.052255713364241,0.9006875,12.785714285714285,4,-0.3882309470834397,0.8388531308910305,1.1102629935465964
SBep23_o143-I,o,I,185.95057996037426,243.33952401051232,99.1109490613628,158.6359791285281,0.1499593246722941,0.032442482587709195,12.225370457344296,34.87194645515025,8.990340832692793,1.8923125,15.291666666666664,8,-0.4677347013859646,-0.4464204809170586,5.8129933612973534
SBep4_c550-N,c,N,137.9380292251407,279.13332665291244,80.70070978013665,126.2786029545313,0.2381137994283597,0.031571359811665346,11.911323150400984,27.105971041479826,9.689258068483856,9.2298125,13.5234375,47,-0.3902792809659727,-0.656747415567006,5.200539014199911
SBep21_d1432-I,d,I,164.29614058971484,382.17249181968316,113.85720138991594,0.0,0.13263708958141954,0.026653061749554282,7.030797514906893,21.011138065347303,5.517992335664814,1.463,18.125,5,-0.4521606344083375,-0.6781599556044402,6.151742993848258
SBep3_c16-I,c,I,155.69651640697788,377.26027880791526,115.23575165846212,0.0,0.15391796839304925,0.033832299926159416,10.774711518823674,22.736507149620472,8.658329965585143,2.4613125,9.74468085106383,16,0.3983292638092811,2.187345426877788,1.2188618877123485
SBep21_s1045-N,s,N,242.6251941600735,294.0605632987341,167.9549698026114,284.20887349682084,0.09490034702256174,0.03007953620907657,14.096891277985373,27.31784348841138,10.008770395962491,0.5216875,8.75,2,-0.04754634756005525,-0.5402892561983473,1.916856355576854
SBep28_d454-I,d,I,145.91270994410468,328.15315293494916,95.19488861431593,106.76950626328009,0.1668056847163841,0.02742590659827907,8.515005998856608,35.490705453525294,6.898635031054449,1.8873125,31.5,3,-0.4472340214084123,,4.768685631022949
SBep2_c272-I,c,I,134.32273105749059,360.7666956458046,72.10005139505213,111.46441090121256,0.13063565460014387,0.025168534774505747,9.116764765225957,17.625943573521372,5.9896054411692266,1.3001875,12.0,2,-0.5368034313631757,-0.3257538520066223,5.383838869393838
SBep2_d50-N,d,N,115.48188812436486,238.0741841171259,73.80316910778323,0.0,0.16019135932971773,0.033741346422317284,10.147651085802247,28.265502728927487,7.897959610186647,2.99725,5.8,24,-0.5301981843271497,,7.00642255400784
SBep15_c396-N,c,N,147.29021719993474,323.53163057677034,90.36507037136141,0.0,0.26241610206067684,0.033890668967290975,13.572632882213073,30.355656051204,11.430684864753768,11.3329375,8.661016949152541,67,-0.5499127682113878,0.2504201290059002,4.235442046689132
SBep3_d801-I,d,I,138.0635937078797,359.7751112782268,102.42207508586996,0.0,0.15468274041278166,0.028975117824070997,8.43044858446803,33.431562746185946,7.294192564235373,6.495625,16.972602739726028,32,-0.3862847805807684,0.32598098290970545,4.464543442701818
SBep3_f573-I,f,I,259.18709414657366,349.31533024382867,142.14562259090567,225.3310734593505,0.08745479451166029,0.025797942723342567,11.894374965754226,30.164959664000676,8.529271375435975,2.2231875,37.16666666666666,3,-0.4414138316346726,2.6608842780239894,4.048241545078857
SBep6_j180-I,j,I,253.3909286910125,297.7548509464554,81.91108152464597,281.5039515002781,0.07408971543578992,0.01854258581653579,20.191552397585717,30.16162202629085,7.093681814022981,1.0519375,13.866666666666667,3,-0.2353056162309214,0.8645760369413812,1.9012536391182937
SBep21_d1422-N,d,N,162.5948209828351,384.0044622100554,138.3082584605496,0.0,0.14481148591903187,0.033411410097469375,9.797640276286307,29.5486724935854,8.905599840983706,2.297125,2.5223880597014925,18,0.2927432511803265,3.119552568263161,2.6119606029275726
SBep2_d91-N,d,N,150.2336282251376,192.35335837695058,100.91232415054466,0.0,0.16756192314384571,0.03497830921194585,12.667156394510727,27.39114443190267,11.063599622512898,1.22575,3.7777777777777777,12,-0.4655610217681335,-0.7425279644835522,4.894962267999183
SBep23_c1398-N,c,N,136.11002780598838,385.3682422678592,85.5605462987565,111.8312715742718,0.2547342635879947,0.02832895864389803,13.120043921293911,35.985525528439815,9.815041305304922,11.9453125,9.918181818181818,75,-0.35060229501912743,0.050773217652018365,4.60431654676259
SBep3_d626-N,d,N,121.13486806873392,195.7174293224976,48.06744743681325,112.694957880364,0.07634029431087054,0.02165904927654046,9.887986166778157,25.046020618308805,6.989840133405818,1.0074375,18.454545454545453,2,-0.5885292822462621,-0.6137919467253287,4.963087040138967
SBep14_d24-I,d,I,144.95715850561712,373.2420145266359,117.26984926295492,224.59622267598456,0.2168343413838912,0.04084123836471815,9.40014266258943,20.308611170086017,7.8934505955052146,1.199125,8.37037037037037,10,-0.6039003148060281,0.6092002219777972,3.335765662462212
