0,1,2,3,4,5
pcm,fftMag,spectralSlope,sma,de,segLenStddev
pcm,fftMag,spectralSlope,sma,de,upleveltime25
pcm,fftMag,spectralSlope,sma,de,upleveltime50
pcm,fftMag,spectralSlope,sma,de,upleveltime75
pcm,fftMag,spectralSlope,sma,de,upleveltime90
pcm,fftMag,spectralSlope,sma,de,risetime
pcm,fftMag,spectralSlope,sma,de,leftctime
pcm,fftMag,spectralSlope,sma,de,lpgain
pcm,fftMag,spectralSlope,sma,de,lpc0
pcm,fftMag,spectralSlope,sma,de,lpc1
pcm,fftMag,spectralSlope,sma,de,lpc2
pcm,fftMag,spectralSlope,sma,de,lpc3
pcm,fftMag,spectralSlope,sma,de,lpc4
pcm,fftMag,psySharpness,sma,de,range
pcm,fftMag,psySharpness,sma,de,maxPos
pcm,fftMag,psySharpness,sma,de,minPos
pcm,fftMag,psySharpness,sma,de,quartile1
pcm,fftMag,psySharpness,sma,de,quartile2
pcm,fftMag,psySharpness,sma,de,quartile3
pcm,fftMag,psySharpness,sma,de,iqr1-2
pcm,fftMag,psySharpness,sma,de,iqr2-3
pcm,fftMag,psySharpness,sma,de,iqr1-3
pcm,fftMag,psySharpness,sma,de,percentile1.0
pcm,fftMag,psySharpness,sma,de,percentile99.0
pcm,fftMag,psySharpness,sma,de,pctlrange0-1
pcm,fftMag,psySharpness,sma,de,stddev
pcm,fftMag,psySharpness,sma,de,skewness
pcm,fftMag,psySharpness,sma,de,kurtosis
pcm,fftMag,psySharpness,sma,de,meanSegLen
pcm,fftMag,psySharpness,sma,de,maxSegLen
pcm,fftMag,psySharpness,sma,de,minSegLen
pcm,fftMag,psySharpness,sma,de,segLenStddev
pcm,fftMag,psySharpness,sma,de,upleveltime25
pcm,fftMag,psySharpness,sma,de,upleveltime50
pcm,fftMag,psySharpness,sma,de,upleveltime75
pcm,fftMag,psySharpness,sma,de,upleveltime90
pcm,fftMag,psySharpness,sma,de,risetime
pcm,fftMag,psySharpness,sma,de,leftctime
pcm,fftMag,psySharpness,sma,de,lpgain
pcm,fftMag,psySharpness,sma,de,lpc0
pcm,fftMag,psySharpness,sma,de,lpc1
pcm,fftMag,psySharpness,sma,de,lpc2
pcm,fftMag,psySharpness,sma,de,lpc3
pcm,fftMag,psySharpness,sma,de,lpc4
pcm,fftMag,spectralHarmonicity,sma,de,range
pcm,fftMag,spectralHarmonicity,sma,de,maxPos
pcm,fftMag,spectralHarmonicity,sma,de,minPos
pcm,fftMag,spectralHarmonicity,sma,de,quartile1
pcm,fftMag,spectralHarmonicity,sma,de,quartile2
pcm,fftMag,spectralHarmonicity,sma,de,quartile3
pcm,fftMag,spectralHarmonicity,sma,de,iqr1-2
pcm,fftMag,spectralHarmonicity,sma,de,iqr2-3
pcm,fftMag,spectralHarmonicity,sma,de,iqr1-3
pcm,fftMag,spectralHarmonicity,sma,de,percentile1.0
pcm,fftMag,spectralHarmonicity,sma,de,percentile99.0
pcm,fftMag,spectralHarmonicity,sma,de,pctlrange0-1
pcm,fftMag,spectralHarmonicity,sma,de,stddev
pcm,fftMag,spectralHarmonicity,sma,de,skewness
pcm,fftMag,spectralHarmonicity,sma,de,kurtosis
pcm,fftMag,spectralHarmonicity,sma,de,meanSegLen
pcm,fftMag,spectralHarmonicity,sma,de,maxSegLen
pcm,fftMag,spectralHarmonicity,sma,de,minSegLen
pcm,fftMag,spectralHarmonicity,sma,de,segLenStddev
pcm,fftMag,spectralHarmonicity,sma,de,upleveltime25
pcm,fftMag,spectralHarmonicity,sma,de,upleveltime50
pcm,fftMag,spectralHarmonicity,sma,de,upleveltime75
pcm,fftMag,spectralHarmonicity,sma,de,upleveltime90
pcm,fftMag,spectralHarmonicity,sma,de,risetime
pcm,fftMag,spectralHarmonicity,sma,de,leftctime
pcm,fftMag,spectralHarmonicity,sma,de,lpgain
pcm,fftMag,spectralHarmonicity,sma,de,lpc0
pcm,fftMag,spectralHarmonicity,sma,de,lpc1
pcm,fftMag,spectralHarmonicity,sma,de,lpc2
pcm,fftMag,spectralHarmonicity,sma,de,lpc3
pcm,fftMag,spectralHarmonicity,sma,de,lpc4
mfcc,sma,de[1],range,pad,pad
mfcc,sma,de[1],maxPos,pad,pad
mfcc,sma,de[1],minPos,pad,pad
mfcc,sma,de[1],quartile1,pad,pad
mfcc,sma,de[1],quartile2,pad,pad
mfcc,sma,de[1],quartile3,pad,pad
mfcc,sma,de[1],iqr1-2,pad,pad
mfcc,sma,de[1],iqr2-3,pad,pad
mfcc,sma,de[1],iqr1-3,pad,pad
mfcc,sma,de[1],percentile1.0,pad,pad
mfcc,sma,de[1],percentile99.0,pad,pad
mfcc,sma,de[1],pctlrange0-1,pad,pad
mfcc,sma,de[1],stddev,pad,pad
mfcc,sma,de[1],skewness,pad,pad
mfcc,sma,de[1],kurtosis,pad,pad
mfcc,sma,de[1],meanSegLen,pad,pad
mfcc,sma,de[1],maxSegLen,pad,pad
mfcc,sma,de[1],minSegLen,pad,pad
mfcc,sma,de[1],segLenStddev,pad,pad
mfcc,sma,de[1],upleveltime25,pad,pad
mfcc,sma,de[1],upleveltime50,pad,pad
mfcc,sma,de[1],upleveltime75,pad,pad
mfcc,sma,de[1],upleveltime90,pad,pad
mfcc,sma,de[1],risetime,pad,pad
mfcc,sma,de[1],leftctime,pad,pad
mfcc,sma,de[1],lpgain,pad,pad
mfcc,sma,de[1],lpc0,pad,pad
mfcc,sma,de[1],lpc1,pad,pad
mfcc,sma,de[1],lpc2,pad,pad
mfcc,sma,de[1],lpc3,pad,pad
mfcc,sma,de[1],lpc4,pad,pad
mfcc,sma,de[2],range,pad,pad
mfcc,sma,de[2],maxPos,pad,pad
mfcc,sma,de[2],minPos,pad,pad
mfcc,sma,de[2],quartile1,pad,pad
mfcc,sma,de[2],quartile2,pad,pad
mfcc,sma,de[2],quartile3,pad,pad
mfcc,sma,de[2],iqr1-2,pad,pad
mfcc,sma,de[2],iqr2-3,pad,pad
mfcc,sma,de[2],iqr1-3,pad,pad
mfcc,sma,de[2],percentile1.0,pad,pad
mfcc,sma,de[2],percentile99.0,pad,pad
mfcc,sma,de[2],pctlrange0-1,pad,pad
mfcc,sma,de[2],stddev,pad,pad
mfcc,sma,de[2],skewness,pad,pad
mfcc,sma,de[2],kurtosis,pad,pad
mfcc,sma,de[2],meanSegLen,pad,pad
mfcc,sma,de[2],maxSegLen,pad,pad
mfcc,sma,de[2],minSegLen,pad,pad
mfcc,sma,de[2],segLenStddev,pad,pad
mfcc,sma,de[2],upleveltime25,pad,pad
mfcc,sma,de[2],upleveltime50,pad,pad
mfcc,sma,de[2],upleveltime75,pad,pad
mfcc,sma,de[2],upleveltime90,pad,pad
mfcc,sma,de[2],risetime,pad,pad
mfcc,sma,de[2],leftctime,pad,pad
mfcc,sma,de[2],lpgain,pad,pad
mfcc,sma,de[2],lpc0,pad,pad
mfcc,sma,de[2],lpc1,pad,pad
mfcc,sma,de[2],lpc2,pad,pad
mfcc,sma,de[2],lpc3,pad,pad
mfcc,sma,de[2],lpc4,pad,pad
mfcc,sma,de[3],range,pad,pad
mfcc,sma,de[3],maxPos,pad,pad
mfcc,sma,de[3],minPos,pad,pad
mfcc,sma,de[3],quartile1,pad,pad
mfcc,sma,de[3],quartile2,pad,pad
mfcc,sma,de[3],quartile3,pad,pad
mfcc,sma,de[3],iqr1-2,pad,pad
mfcc,sma,de[3],iqr2-3,pad,pad
mfcc,sma,de[3],iqr1-3,pad,pad
mfcc,sma,de[3],percentile1.0,pad,pad
mfcc,sma,de[3],percentile99.0,pad,pad
mfcc,sma,de[3],pctlrange0-1,pad,pad
mfcc,sma,de[3],stddev,pad,pad
mfcc,sma,de[3],skewness,pad,pad
mfcc,sma,de[3],kurtosis,pad,pad
mfcc,sma,de[3],meanSegLen,pad,pad
mfcc,sma,de[3],maxSegLen,pad,pad
mfcc,sma,de[3],minSegLen,pad,pad
mfcc,sma,de[3],segLenStddev,pad,pad
mfcc,sma,de[3],upleveltime25,pad,pad
mfcc,sma,de[3],upleveltime50,pad,pad
mfcc,sma,de[3],upleveltime75,pad,pad
mfcc,sma,de[3],upleveltime90,pad,pad
mfcc,sma,de[3],risetime,pad,pad
mfcc,sma,de[3],leftctime,pad,pad
mfcc,sma,de[3],lpgain,pad,pad
mfcc,sma,de[3],lpc0,pad,pad
mfcc,sma,de[3],lpc1,pad,pad
mfcc,sma,de[3],lpc2,pad,pad
mfcc,sma,de[3],lpc3,pad,pad
mfcc,sma,de[3],lpc4,pad,pad
mfcc,sma,de[4],range,pad,pad
mfcc,sma,de[4],maxPos,pad,pad
mfcc,sma,de[4],minPos,pad,pad
mfcc,sma,de[4],quartile1,pad,pad
mfcc,sma,de[4],quartile2,pad,pad
mfcc,sma,de[4],quartile3,pad,pad
mfcc,sma,de[4],iqr1-2,pad,pad
mfcc,sma,de[4],iqr2-3,pad,pad
mfcc,sma,de[4],iqr1-3,pad,pad
mfcc,sma,de[4],percentile1.0,pad,pad
mfcc,sma,de[4],percentile99.0,pad,pad
mfcc,sma,de[4],pctlrange0-1,pad,pad
mfcc,sma,de[4],stddev,pad,pad
mfcc,sma,de[4],skewness,pad,pad
mfcc,sma,de[4],kurtosis,pad,pad
mfcc,sma,de[4],meanSegLen,pad,pad
mfcc,sma,de[4],maxSegLen,pad,pad
mfcc,sma,de[4],minSegLen,pad,pad
mfcc,sma,de[4],segLenStddev,pad,pad
mfcc,sma,de[4],upleveltime25,pad,pad
mfcc,sma,de[4],upleveltime50,pad,pad
mfcc,sma,de[4],upleveltime75,pad,pad
mfcc,sma,de[4],upleveltime90,pad,pad
mfcc,sma,de[4],risetime,pad,pad
mfcc,sma,de[4],leftctime,pad,pad
mfcc,sma,de[4],lpgain,pad,pad
mfcc,sma,de[4],lpc0,pad,pad
mfcc,sma,de[4],lpc1,pad,pad
mfcc,sma,de[4],lpc2,pad,pad
mfcc,sma,de[4],lpc3,pad,pad
mfcc,sma,de[4],lpc4,pad,pad
mfcc,sma,de[5],range,pad,pad
mfcc,sma,de[5],maxPos,pad,pad
mfcc,sma,de[5],minPos,pad,pad
mfcc,sma,de[5],quartile1,pad,pad
mfcc,sma,de[5],quartile2,pad,pad
mfcc,sma,de[5],quartile3,pad,pad
mfcc,sma,de[5],iqr1-2,pad,pad
mfcc,sma,de[5],iqr2-3,pad,pad
mfcc,sma,de[5],iqr1-3,pad,pad
mfcc,sma,de[5],percentile1.0,pad,pad
mfcc,sma,de[5],percentile99.0,pad,pad
mfcc,sma,de[5],pctlrange0-1,pad,pad
mfcc,sma,de[5],stddev,pad,pad
mfcc,sma,de[5],skewness,pad,pad
mfcc,sma,de[5],kurtosis,pad,pad
mfcc,sma,de[5],meanSegLen,pad,pad
mfcc,sma,de[5],maxSegLen,pad,pad
mfcc,sma,de[5],minSegLen,pad,pad
mfcc,sma,de[5],segLenStddev,pad,pad
mfcc,sma,de[5],upleveltime25,pad,pad
mfcc,sma,de[5],upleveltime50,pad,pad
mfcc,sma,de[5],upleveltime75,pad,pad
mfcc,sma,de[5],upleveltime90,pad,pad
mfcc,sma,de[5],risetime,pad,pad
mfcc,sma,de[5],leftctime,pad,pad
mfcc,sma,de[5],lpgain,pad,pad
mfcc,sma,de[5],lpc0,pad,pad
mfcc,sma,de[5],lpc1,pad,pad
mfcc,sma,de[5],lpc2,pad,pad
mfcc,sma,de[5],lpc3,pad,pad
mfcc,sma,de[5],lpc4,pad,pad
mfcc,sma,de[6],range,pad,pad
mfcc,sma,de[6],maxPos,pad,pad
mfcc,sma,de[6],minPos,pad,pad
mfcc,sma,de[6],quartile1,pad,pad
mfcc,sma,de[6],quartile2,pad,pad
mfcc,sma,de[6],quartile3,pad,pad
mfcc,sma,de[6],iqr1-2,pad,pad
mfcc,sma,de[6],iqr2-3,pad,pad
mfcc,sma,de[6],iqr1-3,pad,pad
mfcc,sma,de[6],percentile1.0,pad,pad
mfcc,sma,de[6],percentile99.0,pad,pad
mfcc,sma,de[6],pctlrange0-1,pad,pad
mfcc,sma,de[6],stddev,pad,pad
mfcc,sma,de[6],skewness,pad,pad
mfcc,sma,de[6],kurtosis,pad,pad
mfcc,sma,de[6],meanSegLen,pad,pad
mfcc,sma,de[6],maxSegLen,pad,pad
mfcc,sma,de[6],minSegLen,pad,pad
mfcc,sma,de[6],segLenStddev,pad,pad
mfcc,sma,de[6],upleveltime25,pad,pad
mfcc,sma,de[6],upleveltime50,pad,pad
mfcc,sma,de[6],upleveltime75,pad,pad
mfcc,sma,de[6],upleveltime90,pad,pad
mfcc,sma,de[6],risetime,pad,pad
mfcc,sma,de[6],leftctime,pad,pad
mfcc,sma,de[6],lpgain,pad,pad
mfcc,sma,de[6],lpc0,pad,pad
mfcc,sma,de[6],lpc1,pad,pad
mfcc,sma,de[6],lpc2,pad,pad
mfcc,sma,de[6],lpc3,pad,pad
mfcc,sma,de[6],lpc4,pad,pad
mfcc,sma,de[7],range,pad,pad
mfcc,sma,de[7],maxPos,pad,pad
mfcc,sma,de[7],minPos,pad,pad
mfcc,sma,de[7],quartile1,pad,pad
mfcc,sma,de[7],quartile2,pad,pad
mfcc,sma,de[7],quartile3,pad,pad
mfcc,sma,de[7],iqr1-2,pad,pad
mfcc,sma,de[7],iqr2-3,pad,pad
mfcc,sma,de[7],iqr1-3,pad,pad
mfcc,sma,de[7],percentile1.0,pad,pad
mfcc,sma,de[7],percentile99.0,pad,pad
mfcc,sma,de[7],pctlrange0-1,pad,pad
mfcc,sma,de[7],stddev,pad,pad
mfcc,sma,de[7],skewness,pad,pad
mfcc,sma,de[7],kurtosis,pad,pad
mfcc,sma,de[7],meanSegLen,pad,pad
mfcc,sma,de[7],maxSegLen,pad,pad
mfcc,sma,de[7],minSegLen,pad,pad
mfcc,sma,de[7],segLenStddev,pad,pad
mfcc,sma,de[7],upleveltime25,pad,pad
mfcc,sma,de[7],upleveltime50,pad,pad
mfcc,sma,de[7],upleveltime75,pad,pad
mfcc,sma,de[7],upleveltime90,pad,pad
mfcc,sma,de[7],risetime,pad,pad
mfcc,sma,de[7],leftctime,pad,pad
mfcc,sma,de[7],lpgain,pad,pad
mfcc,sma,de[7],lpc0,pad,pad
mfcc,sma,de[7],lpc1,pad,pad
mfcc,sma,de[7],lpc2,pad,pad
mfcc,sma,de[7],lpc3,pad,pad
mfcc,sma,de[7],lpc4,pad,pad
mfcc,sma,de[8],range,pad,pad
mfcc,sma,de[8],maxPos,pad,pad
mfcc,sma,de[8],minPos,pad,pad
mfcc,sma,de[8],quartile1,pad,pad
mfcc,sma,de[8],quartile2,pad,pad
mfcc,sma,de[8],quartile3,pad,pad
mfcc,sma,de[8],iqr1-2,pad,pad
mfcc,sma,de[8],iqr2-3,pad,pad
mfcc,sma,de[8],iqr1-3,pad,pad
mfcc,sma,de[8],percentile1.0,pad,pad
mfcc,sma,de[8],percentile99.0,pad,pad
mfcc,sma,de[8],pctlrange0-1,pad,pad
mfcc,sma,de[8],stddev,pad,pad
mfcc,sma,de[8],skewness,pad,pad
mfcc,sma,de[8],kurtosis,pad,pad
mfcc,sma,de[8],meanSegLen,pad,pad
mfcc,sma,de[8],maxSegLen,pad,pad
mfcc,sma,de[8],minSegLen,pad,pad
mfcc,sma,de[8],segLenStddev,pad,pad
mfcc,sma,de[8],upleveltime25,pad,pad
mfcc,sma,de[8],upleveltime50,pad,pad
mfcc,sma,de[8],upleveltime75,pad,pad
mfcc,sma,de[8],upleveltime90,pad,pad
mfcc,sma,de[8],risetime,pad,pad
mfcc,sma,de[8],leftctime,pad,pad
mfcc,sma,de[8],lpgain,pad,pad
mfcc,sma,de[8],lpc0,pad,pad
mfcc,sma,de[8],lpc1,pad,pad
mfcc,sma,de[8],lpc2,pad,pad
mfcc,sma,de[8],lpc3,pad,pad
mfcc,sma,de[8],lpc4,pad,pad
mfcc,sma,de[9],range,pad,pad
mfcc,sma,de[9],maxPos,pad,pad
mfcc,sma,de[9],minPos,pad,pad
mfcc,sma,de[9],quartile1,pad,pad
mfcc,sma,de[9],quartile2,pad,pad
mfcc,sma,de[9],quartile3,pad,pad
mfcc,sma,de[9],iqr1-2,pad,pad
mfcc,sma,de[9],iqr2-3,pad,pad
mfcc,sma,de[9],iqr1-3,pad,pad
mfcc,sma,de[9],percentile1.0,pad,pad
mfcc,sma,de[9],percentile99.0,pad,pad
mfcc,sma,de[9],pctlrange0-1,pad,pad
mfcc,sma,de[9],stddev,pad,pad
mfcc,sma,de[9],skewness,pad,pad
mfcc,sma,de[9],kurtosis,pad,pad
mfcc,sma,de[9],meanSegLen,pad,pad
mfcc,sma,de[9],maxSegLen,pad,pad
mfcc,sma,de[9],minSegLen,pad,pad
mfcc,sma,de[9],segLenStddev,pad,pad
mfcc,sma,de[9],upleveltime25,pad,pad
mfcc,sma,de[9],upleveltime50,pad,pad
mfcc,sma,de[9],upleveltime75,pad,pad
mfcc,sma,de[9],upleveltime90,pad,pad
mfcc,sma,de[9],risetime,pad,pad
mfcc,sma,de[9],leftctime,pad,pad
mfcc,sma,de[9],lpgain,pad,pad
mfcc,sma,de[9],lpc0,pad,pad
mfcc,sma,de[9],lpc1,pad,pad
mfcc,sma,de[9],lpc2,pad,pad
mfcc,sma,de[9],lpc3,pad,pad
mfcc,sma,de[9],lpc4,pad,pad
mfcc,sma,de[10],range,pad,pad
mfcc,sma,de[10],maxPos,pad,pad
mfcc,sma,de[10],minPos,pad,pad
mfcc,sma,de[10],quartile1,pad,pad
mfcc,sma,de[10],quartile2,pad,pad
mfcc,sma,de[10],quartile3,pad,pad
mfcc,sma,de[10],iqr1-2,pad,pad
mfcc,sma,de[10],iqr2-3,pad,pad
mfcc,sma,de[10],iqr1-3,pad,pad
mfcc,sma,de[10],percentile1.0,pad,pad
mfcc,sma,de[10],percentile99.0,pad,pad
mfcc,sma,de[10],pctlrange0-1,pad,pad
mfcc,sma,de[10],stddev,pad,pad
mfcc,sma,de[10],skewness,pad,pad
mfcc,sma,de[10],kurtosis,pad,pad
mfcc,sma,de[10],meanSegLen,pad,pad
mfcc,sma,de[10],maxSegLen,pad,pad
mfcc,sma,de[10],minSegLen,pad,pad
mfcc,sma,de[10],segLenStddev,pad,pad
mfcc,sma,de[10],upleveltime25,pad,pad
mfcc,sma,de[10],upleveltime50,pad,pad
mfcc,sma,de[10],upleveltime75,pad,pad
mfcc,sma,de[10],upleveltime90,pad,pad
mfcc,sma,de[10],risetime,pad,pad
mfcc,sma,de[10],leftctime,pad,pad
mfcc,sma,de[10],lpgain,pad,pad
mfcc,sma,de[10],lpc0,pad,pad
mfcc,sma,de[10],lpc1,pad,pad
mfcc,sma,de[10],lpc2,pad,pad
mfcc,sma,de[10],lpc3,pad,pad
mfcc,sma,de[10],lpc4,pad,pad
mfcc,sma,de[11],range,pad,pad
mfcc,sma,de[11],maxPos,pad,pad
mfcc,sma,de[11],minPos,pad,pad
mfcc,sma,de[11],quartile1,pad,pad
mfcc,sma,de[11],quartile2,pad,pad
mfcc,sma,de[11],quartile3,pad,pad
mfcc,sma,de[11],iqr1-2,pad,pad
mfcc,sma,de[11],iqr2-3,pad,pad
mfcc,sma,de[11],iqr1-3,pad,pad
mfcc,sma,de[11],percentile1.0,pad,pad
mfcc,sma,de[11],percentile99.0,pad,pad
mfcc,sma,de[11],pctlrange0-1,pad,pad
mfcc,sma,de[11],stddev,pad,pad
mfcc,sma,de[11],skewness,pad,pad
mfcc,sma,de[11],kurtosis,pad,pad
mfcc,sma,de[11],meanSegLen,pad,pad
mfcc,sma,de[11],maxSegLen,pad,pad
mfcc,sma,de[11],minSegLen,pad,pad
mfcc,sma,de[11],segLenStddev,pad,pad
mfcc,sma,de[11],upleveltime25,pad,pad
mfcc,sma,de[11],upleveltime50,pad,pad
mfcc,sma,de[11],upleveltime75,pad,pad
mfcc,sma,de[11],upleveltime90,pad,pad
mfcc,sma,de[11],risetime,pad,pad
mfcc,sma,de[11],leftctime,pad,pad
mfcc,sma,de[11],lpgain,pad,pad
mfcc,sma,de[11],lpc0,pad,pad
mfcc,sma,de[11],lpc1,pad,pad
mfcc,sma,de[11],lpc2,pad,pad
mfcc,sma,de[11],lpc3,pad,pad
mfcc,sma,de[11],lpc4,pad,pad
mfcc,sma,de[12],range,pad,pad
mfcc,sma,de[12],maxPos,pad,pad
mfcc,sma,de[12],minPos,pad,pad
mfcc,sma,de[12],quartile1,pad,pad
mfcc,sma,de[12],quartile2,pad,pad
mfcc,sma,de[12],quartile3,pad,pad
mfcc,sma,de[12],iqr1-2,pad,pad
mfcc,sma,de[12],iqr2-3,pad,pad
mfcc,sma,de[12],iqr1-3,pad,pad
mfcc,sma,de[12],percentile1.0,pad,pad
mfcc,sma,de[12],percentile99.0,pad,pad
mfcc,sma,de[12],pctlrange0-1,pad,pad
mfcc,sma,de[12],stddev,pad,pad
mfcc,sma,de[12],skewness,pad,pad
mfcc,sma,de[12],kurtosis,pad,pad
mfcc,sma,de[12],meanSegLen,pad,pad
mfcc,sma,de[12],maxSegLen,pad,pad
mfcc,sma,de[12],minSegLen,pad,pad
mfcc,sma,de[12],segLenStddev,pad,pad
mfcc,sma,de[12],upleveltime25,pad,pad
mfcc,sma,de[12],upleveltime50,pad,pad
mfcc,sma,de[12],upleveltime75,pad,pad
mfcc,sma,de[12],upleveltime90,pad,pad
mfcc,sma,de[12],risetime,pad,pad
mfcc,sma,de[12],leftctime,pad,pad
mfcc,sma,de[12],lpgain,pad,pad
mfcc,sma,de[12],lpc0,pad,pad
mfcc,sma,de[12],lpc1,pad,pad
mfcc,sma,de[12],lpc2,pad,pad
mfcc,sma,de[12],lpc3,pad,pad
mfcc,sma,de[12],lpc4,pad,pad
mfcc,sma,de[13],range,pad,pad
mfcc,sma,de[13],maxPos,pad,pad
mfcc,sma,de[13],minPos,pad,pad
mfcc,sma,de[13],quartile1,pad,pad
mfcc,sma,de[13],quartile2,pad,pad
mfcc,sma,de[13],quartile3,pad,pad
mfcc,sma,de[13],iqr1-2,pad,pad
mfcc,sma,de[13],iqr2-3,pad,pad
mfcc,sma,de[13],iqr1-3,pad,pad
mfcc,sma,de[13],percentile1.0,pad,pad
mfcc,sma,de[13],percentile99.0,pad,pad
mfcc,sma,de[13],pctlrange0-1,pad,pad
mfcc,sma,de[13],stddev,pad,pad
mfcc,sma,de[13],skewness,pad,pad
mfcc,sma,de[13],kurtosis,pad,pad
mfcc,sma,de[13],meanSegLen,pad,pad
mfcc,sma,de[13],maxSegLen,pad,pad
mfcc,sma,de[13],minSegLen,pad,pad
mfcc,sma,de[13],segLenStddev,pad,pad
mfcc,sma,de[13],upleveltime25,pad,pad
mfcc,sma,de[13],upleveltime50,pad,pad
mfcc,sma,de[13],upleveltime75,pad,pad
mfcc,sma,de[13],upleveltime90,pad,pad
mfcc,sma,de[13],risetime,pad,pad
mfcc,sma,de[13],leftctime,pad,pad
mfcc,sma,de[13],lpgain,pad,pad
mfcc,sma,de[13],lpc0,pad,pad
mfcc,sma,de[13],lpc1,pad,pad
mfcc,sma,de[13],lpc2,pad,pad
mfcc,sma,de[13],lpc3,pad,pad
mfcc,sma,de[13],lpc4,pad,pad
mfcc,sma,de[14],range,pad,pad
mfcc,sma,de[14],maxPos,pad,pad
mfcc,sma,de[14],minPos,pad,pad
mfcc,sma,de[14],quartile1,pad,pad
mfcc,sma,de[14],quartile2,pad,pad
mfcc,sma,de[14],quartile3,pad,pad
mfcc,sma,de[14],iqr1-2,pad,pad
mfcc,sma,de[14],iqr2-3,pad,pad
mfcc,sma,de[14],iqr1-3,pad,pad
mfcc,sma,de[14],percentile1.0,pad,pad
mfcc,sma,de[14],percentile99.0,pad,pad
mfcc,sma,de[14],pctlrange0-1,pad,pad
mfcc,sma,de[14],stddev,pad,pad
mfcc,sma,de[14],skewness,pad,pad
mfcc,sma,de[14],kurtosis,pad,pad
mfcc,sma,de[14],meanSegLen,pad,pad
mfcc,sma,de[14],maxSegLen,pad,pad
mfcc,sma,de[14],minSegLen,pad,pad
mfcc,sma,de[14],segLenStddev,pad,pad
mfcc,sma,de[14],upleveltime25,pad,pad
mfcc,sma,de[14],upleveltime50,pad,pad
mfcc,sma,de[14],upleveltime75,pad,pad
mfcc,sma,de[14],upleveltime90,pad,pad
mfcc,sma,de[14],risetime,pad,pad
mfcc,sma,de[14],leftctime,pad,pad
mfcc,sma,de[14],lpgain,pad,pad
mfcc,sma,de[14],lpc0,pad,pad
mfcc,sma,de[14],lpc1,pad,pad
mfcc,sma,de[14],lpc2,pad,pad
mfcc,sma,de[14],lpc3,pad,pad
mfcc,sma,de[14],lpc4,pad,pad
F0final,sma,amean,pad,pad,pad
F0final,sma,flatness,pad,pad,pad
F0final,sma,posamean,pad,pad,pad
F0final,sma,rqmean,pad,pad,pad
F0final,sma,range,pad,pad,pad
F0final,sma,maxPos,pad,pad,pad
F0final,sma,minPos,pad,pad,pad
F0final,sma,linregc1,pad,pad,pad
F0final,sma,linregc2,pad,pad,pad
F0final,sma,linregerrQ,pad,pad,pad
F0final,sma,qregc1,pad,pad,pad
F0final,sma,qregc2,pad,pad,pad
F0final,sma,qregc3,pad,pad,pad
F0final,sma,qregerrQ,pad,pad,pad
F0final,sma,centroid,pad,pad,pad
F0final,sma,quartile1,pad,pad,pad
F0final,sma,quartile2,pad,pad,pad
F0final,sma,quartile3,pad,pad,pad
F0final,sma,iqr1-2,pad,pad,pad
F0final,sma,iqr2-3,pad,pad,pad
F0final,sma,iqr1-3,pad,pad,pad
F0final,sma,percentile1.0,pad,pad,pad
F0final,sma,percentile99.0,pad,pad,pad
F0final,sma,pctlrange0-1,pad,pad,pad
F0final,sma,stddev,pad,pad,pad
F0final,sma,skewness,pad,pad,pad
F0final,sma,kurtosis,pad,pad,pad
F0final,sma,upleveltime25,pad,pad,pad
F0final,sma,upleveltime50,pad,pad,pad
F0final,sma,upleveltime75,pad,pad,pad
F0final,sma,upleveltime90,pad,pad,pad
F0final,sma,risetime,pad,pad,pad
F0final,sma,leftctime,pad,pad,pad
F0final,sma,lpgain,pad,pad,pad
F0final,sma,lpc0,pad,pad,pad
F0final,sma,lpc1,pad,pad,pad
F0final,sma,lpc2,pad,pad,pad
F0final,sma,lpc3,pad,pad,pad
F0final,sma,lpc4,pad,pad,pad
voicingFinalUnclipped,sma,amean,pad,pad,pad
voicingFinalUnclipped,sma,flatness,pad,pad,pad
voicingFinalUnclipped,sma,posamean,pad,pad,pad
voicingFinalUnclipped,sma,rqmean,pad,pad,pad
voicingFinalUnclipped,sma,range,pad,pad,pad
voicingFinalUnclipped,sma,maxPos,pad,pad,pad
voicingFinalUnclipped,sma,minPos,pad,pad,pad
voicingFinalUnclipped,sma,linregc1,pad,pad,pad
voicingFinalUnclipped,sma,linregc2,pad,pad,pad
voicingFinalUnclipped,sma,linregerrQ,pad,pad,pad
voicingFinalUnclipped,sma,qregc1,pad,pad,pad
voicingFinalUnclipped,sma,qregc2,pad,pad,pad
voicingFinalUnclipped,sma,qregc3,pad,pad,pad
voicingFinalUnclipped,sma,qregerrQ,pad,pad,pad
voicingFinalUnclipped,sma,centroid,pad,pad,pad
voicingFinalUnclipped,sma,quartile1,pad,pad,pad
voicingFinalUnclipped,sma,quartile2,pad,pad,pad
voicingFinalUnclipped,sma,quartile3,pad,pad,pad
voicingFinalUnclipped,sma,iqr1-2,pad,pad,pad
voicingFinalUnclipped,sma,iqr2-3,pad,pad,pad
voicingFinalUnclipped,sma,iqr1-3,pad,pad,pad
voicingFinalUnclipped,sma,percentile1.0,pad,pad,pad
voicingFinalUnclipped,sma,percentile99.0,pad,pad,pad
voicingFinalUnclipped,sma,pctlrange0-1,pad,pad,pad
voicingFinalUnclipped,sma,stddev,pad,pad,pad
voicingFinalUnclipped,sma,skewness,pad,pad,pad
