0,1,2,3,4,5
mfcc,sma[4],lpc0,pad,pad,pad
mfcc,sma[4],lpc1,pad,pad,pad
mfcc,sma[4],lpc2,pad,pad,pad
mfcc,sma[4],lpc3,pad,pad,pad
mfcc,sma[4],lpc4,pad,pad,pad
mfcc,sma[5],range,pad,pad,pad
mfcc,sma[5],maxPos,pad,pad,pad
mfcc,sma[5],minPos,pad,pad,pad
mfcc,sma[5],quartile1,pad,pad,pad
mfcc,sma[5],quartile2,pad,pad,pad
mfcc,sma[5],quartile3,pad,pad,pad
mfcc,sma[5],iqr1-2,pad,pad,pad
mfcc,sma[5],iqr2-3,pad,pad,pad
mfcc,sma[5],iqr1-3,pad,pad,pad
mfcc,sma[5],percentile1.0,pad,pad,pad
mfcc,sma[5],percentile99.0,pad,pad,pad
mfcc,sma[5],pctlrange0-1,pad,pad,pad
mfcc,sma[5],stddev,pad,pad,pad
mfcc,sma[5],skewness,pad,pad,pad
mfcc,sma[5],kurtosis,pad,pad,pad
mfcc,sma[5],meanSegLen,pad,pad,pad
mfcc,sma[5],maxSegLen,pad,pad,pad
mfcc,sma[5],minSegLen,pad,pad,pad
mfcc,sma[5],segLenStddev,pad,pad,pad
mfcc,sma[5],upleveltime25,pad,pad,pad
mfcc,sma[5],upleveltime50,pad,pad,pad
mfcc,sma[5],upleveltime75,pad,pad,pad
mfcc,sma[5],upleveltime90,pad,pad,pad
mfcc,sma[5],risetime,pad,pad,pad
mfcc,sma[5],leftctime,pad,pad,pad
mfcc,sma[5],lpgain,pad,pad,pad
mfcc,sma[5],lpc0,pad,pad,pad
mfcc,sma[5],lpc1,pad,pad,pad
mfcc,sma[5],lpc2,pad,pad,pad
mfcc,sma[5],lpc3,pad,pad,pad
mfcc,sma[5],lpc4,pad,pad,pad
mfcc,sma[6],range,pad,pad,pad
mfcc,sma[6],maxPos,pad,pad,pad
mfcc,sma[6],minPos,pad,pad,pad
mfcc,sma[6],quartile1,pad,pad,pad
mfcc,sma[6],quartile2,pad,pad,pad
mfcc,sma[6],quartile3,pad,pad,pad
mfcc,sma[6],iqr1-2,pad,pad,pad
mfcc,sma[6],iqr2-3,pad,pad,pad
mfcc,sma[6],iqr1-3,pad,pad,pad
mfcc,sma[6],percentile1.0,pad,pad,pad
mfcc,sma[6],percentile99.0,pad,pad,pad
mfcc,sma[6],pctlrange0-1,pad,pad,pad
mfcc,sma[6],stddev,pad,pad,pad
mfcc,sma[6],skewness,pad,pad,pad
mfcc,sma[6],kurtosis,pad,pad,pad
mfcc,sma[6],meanSegLen,pad,pad,pad
mfcc,sma[6],maxSegLen,pad,pad,pad
mfcc,sma[6],minSegLen,pad,pad,pad
mfcc,sma[6],segLenStddev,pad,pad,pad
mfcc,sma[6],upleveltime25,pad,pad,pad
mfcc,sma[6],upleveltime50,pad,pad,pad
mfcc,sma[6],upleveltime75,pad,pad,pad
mfcc,sma[6],upleveltime90,pad,pad,pad
mfcc,sma[6],risetime,pad,pad,pad
mfcc,sma[6],leftctime,pad,pad,pad
mfcc,sma[6],lpgain,pad,pad,pad
mfcc,sma[6],lpc0,pad,pad,pad
mfcc,sma[6],lpc1,pad,pad,pad
mfcc,sma[6],lpc2,pad,pad,pad
mfcc,sma[6],lpc3,pad,pad,pad
mfcc,sma[6],lpc4,pad,pad,pad
mfcc,sma[7],range,pad,pad,pad
mfcc,sma[7],maxPos,pad,pad,pad
mfcc,sma[7],minPos,pad,pad,pad
mfcc,sma[7],quartile1,pad,pad,pad
mfcc,sma[7],quartile2,pad,pad,pad
mfcc,sma[7],quartile3,pad,pad,pad
mfcc,sma[7],iqr1-2,pad,pad,pad
mfcc,sma[7],iqr2-3,pad,pad,pad
mfcc,sma[7],iqr1-3,pad,pad,pad
mfcc,sma[7],percentile1.0,pad,pad,pad
mfcc,sma[7],percentile99.0,pad,pad,pad
mfcc,sma[7],pctlrange0-1,pad,pad,pad
mfcc,sma[7],stddev,pad,pad,pad
mfcc,sma[7],skewness,pad,pad,pad
mfcc,sma[7],kurtosis,pad,pad,pad
mfcc,sma[7],meanSegLen,pad,pad,pad
mfcc,sma[7],maxSegLen,pad,pad,pad
mfcc,sma[7],minSegLen,pad,pad,pad
mfcc,sma[7],segLenStddev,pad,pad,pad
mfcc,sma[7],upleveltime25,pad,pad,pad
mfcc,sma[7],upleveltime50,pad,pad,pad
mfcc,sma[7],upleveltime75,pad,pad,pad
mfcc,sma[7],upleveltime90,pad,pad,pad
mfcc,sma[7],risetime,pad,pad,pad
mfcc,sma[7],leftctime,pad,pad,pad
mfcc,sma[7],lpgain,pad,pad,pad
mfcc,sma[7],lpc0,pad,pad,pad
mfcc,sma[7],lpc1,pad,pad,pad
mfcc,sma[7],lpc2,pad,pad,pad
mfcc,sma[7],lpc3,pad,pad,pad
mfcc,sma[7],lpc4,pad,pad,pad
mfcc,sma[8],range,pad,pad,pad
mfcc,sma[8],maxPos,pad,pad,pad
mfcc,sma[8],minPos,pad,pad,pad
mfcc,sma[8],quartile1,pad,pad,pad
mfcc,sma[8],quartile2,pad,pad,pad
mfcc,sma[8],quartile3,pad,pad,pad
mfcc,sma[8],iqr1-2,pad,pad,pad
mfcc,sma[8],iqr2-3,pad,pad,pad
mfcc,sma[8],iqr1-3,pad,pad,pad
mfcc,sma[8],percentile1.0,pad,pad,pad
mfcc,sma[8],percentile99.0,pad,pad,pad
mfcc,sma[8],pctlrange0-1,pad,pad,pad
mfcc,sma[8],stddev,pad,pad,pad
mfcc,sma[8],skewness,pad,pad,pad
mfcc,sma[8],kurtosis,pad,pad,pad
mfcc,sma[8],meanSegLen,pad,pad,pad
mfcc,sma[8],maxSegLen,pad,pad,pad
mfcc,sma[8],minSegLen,pad,pad,pad
mfcc,sma[8],segLenStddev,pad,pad,pad
mfcc,sma[8],upleveltime25,pad,pad,pad
mfcc,sma[8],upleveltime50,pad,pad,pad
mfcc,sma[8],upleveltime75,pad,pad,pad
mfcc,sma[8],upleveltime90,pad,pad,pad
mfcc,sma[8],risetime,pad,pad,pad
mfcc,sma[8],leftctime,pad,pad,pad
mfcc,sma[8],lpgain,pad,pad,pad
mfcc,sma[8],lpc0,pad,pad,pad
mfcc,sma[8],lpc1,pad,pad,pad
mfcc,sma[8],lpc2,pad,pad,pad
mfcc,sma[8],lpc3,pad,pad,pad
mfcc,sma[8],lpc4,pad,pad,pad
mfcc,sma[9],range,pad,pad,pad
mfcc,sma[9],maxPos,pad,pad,pad
mfcc,sma[9],minPos,pad,pad,pad
mfcc,sma[9],quartile1,pad,pad,pad
mfcc,sma[9],quartile2,pad,pad,pad
mfcc,sma[9],quartile3,pad,pad,pad
mfcc,sma[9],iqr1-2,pad,pad,pad
mfcc,sma[9],iqr2-3,pad,pad,pad
mfcc,sma[9],iqr1-3,pad,pad,pad
mfcc,sma[9],percentile1.0,pad,pad,pad
mfcc,sma[9],percentile99.0,pad,pad,pad
mfcc,sma[9],pctlrange0-1,pad,pad,pad
mfcc,sma[9],stddev,pad,pad,pad
mfcc,sma[9],skewness,pad,pad,pad
mfcc,sma[9],kurtosis,pad,pad,pad
mfcc,sma[9],meanSegLen,pad,pad,pad
mfcc,sma[9],maxSegLen,pad,pad,pad
mfcc,sma[9],minSegLen,pad,pad,pad
mfcc,sma[9],segLenStddev,pad,pad,pad
mfcc,sma[9],upleveltime25,pad,pad,pad
mfcc,sma[9],upleveltime50,pad,pad,pad
mfcc,sma[9],upleveltime75,pad,pad,pad
mfcc,sma[9],upleveltime90,pad,pad,pad
mfcc,sma[9],risetime,pad,pad,pad
mfcc,sma[9],leftctime,pad,pad,pad
mfcc,sma[9],lpgain,pad,pad,pad
mfcc,sma[9],lpc0,pad,pad,pad
mfcc,sma[9],lpc1,pad,pad,pad
mfcc,sma[9],lpc2,pad,pad,pad
mfcc,sma[9],lpc3,pad,pad,pad
mfcc,sma[9],lpc4,pad,pad,pad
mfcc,sma[10],range,pad,pad,pad
mfcc,sma[10],maxPos,pad,pad,pad
mfcc,sma[10],minPos,pad,pad,pad
mfcc,sma[10],quartile1,pad,pad,pad
mfcc,sma[10],quartile2,pad,pad,pad
mfcc,sma[10],quartile3,pad,pad,pad
mfcc,sma[10],iqr1-2,pad,pad,pad
mfcc,sma[10],iqr2-3,pad,pad,pad
mfcc,sma[10],iqr1-3,pad,pad,pad
mfcc,sma[10],percentile1.0,pad,pad,pad
mfcc,sma[10],percentile99.0,pad,pad,pad
mfcc,sma[10],pctlrange0-1,pad,pad,pad
mfcc,sma[10],stddev,pad,pad,pad
mfcc,sma[10],skewness,pad,pad,pad
mfcc,sma[10],kurtosis,pad,pad,pad
mfcc,sma[10],meanSegLen,pad,pad,pad
mfcc,sma[10],maxSegLen,pad,pad,pad
mfcc,sma[10],minSegLen,pad,pad,pad
mfcc,sma[10],segLenStddev,pad,pad,pad
mfcc,sma[10],upleveltime25,pad,pad,pad
mfcc,sma[10],upleveltime50,pad,pad,pad
mfcc,sma[10],upleveltime75,pad,pad,pad
mfcc,sma[10],upleveltime90,pad,pad,pad
mfcc,sma[10],risetime,pad,pad,pad
mfcc,sma[10],leftctime,pad,pad,pad
mfcc,sma[10],lpgain,pad,pad,pad
mfcc,sma[10],lpc0,pad,pad,pad
mfcc,sma[10],lpc1,pad,pad,pad
mfcc,sma[10],lpc2,pad,pad,pad
mfcc,sma[10],lpc3,pad,pad,pad
mfcc,sma[10],lpc4,pad,pad,pad
mfcc,sma[11],range,pad,pad,pad
mfcc,sma[11],maxPos,pad,pad,pad
mfcc,sma[11],minPos,pad,pad,pad
mfcc,sma[11],quartile1,pad,pad,pad
mfcc,sma[11],quartile2,pad,pad,pad
mfcc,sma[11],quartile3,pad,pad,pad
mfcc,sma[11],iqr1-2,pad,pad,pad
mfcc,sma[11],iqr2-3,pad,pad,pad
mfcc,sma[11],iqr1-3,pad,pad,pad
mfcc,sma[11],percentile1.0,pad,pad,pad
mfcc,sma[11],percentile99.0,pad,pad,pad
mfcc,sma[11],pctlrange0-1,pad,pad,pad
mfcc,sma[11],stddev,pad,pad,pad
mfcc,sma[11],skewness,pad,pad,pad
mfcc,sma[11],kurtosis,pad,pad,pad
mfcc,sma[11],meanSegLen,pad,pad,pad
mfcc,sma[11],maxSegLen,pad,pad,pad
mfcc,sma[11],minSegLen,pad,pad,pad
mfcc,sma[11],segLenStddev,pad,pad,pad
mfcc,sma[11],upleveltime25,pad,pad,pad
mfcc,sma[11],upleveltime50,pad,pad,pad
mfcc,sma[11],upleveltime75,pad,pad,pad
mfcc,sma[11],upleveltime90,pad,pad,pad
mfcc,sma[11],risetime,pad,pad,pad
mfcc,sma[11],leftctime,pad,pad,pad
mfcc,sma[11],lpgain,pad,pad,pad
mfcc,sma[11],lpc0,pad,pad,pad
mfcc,sma[11],lpc1,pad,pad,pad
mfcc,sma[11],lpc2,pad,pad,pad
mfcc,sma[11],lpc3,pad,pad,pad
mfcc,sma[11],lpc4,pad,pad,pad
mfcc,sma[12],range,pad,pad,pad
mfcc,sma[12],maxPos,pad,pad,pad
mfcc,sma[12],minPos,pad,pad,pad
mfcc,sma[12],quartile1,pad,pad,pad
mfcc,sma[12],quartile2,pad,pad,pad
mfcc,sma[12],quartile3,pad,pad,pad
mfcc,sma[12],iqr1-2,pad,pad,pad
mfcc,sma[12],iqr2-3,pad,pad,pad
mfcc,sma[12],iqr1-3,pad,pad,pad
mfcc,sma[12],percentile1.0,pad,pad,pad
mfcc,sma[12],percentile99.0,pad,pad,pad
mfcc,sma[12],pctlrange0-1,pad,pad,pad
mfcc,sma[12],stddev,pad,pad,pad
mfcc,sma[12],skewness,pad,pad,pad
mfcc,sma[12],kurtosis,pad,pad,pad
mfcc,sma[12],meanSegLen,pad,pad,pad
mfcc,sma[12],maxSegLen,pad,pad,pad
mfcc,sma[12],minSegLen,pad,pad,pad
mfcc,sma[12],segLenStddev,pad,pad,pad
mfcc,sma[12],upleveltime25,pad,pad,pad
mfcc,sma[12],upleveltime50,pad,pad,pad
mfcc,sma[12],upleveltime75,pad,pad,pad
mfcc,sma[12],upleveltime90,pad,pad,pad
mfcc,sma[12],risetime,pad,pad,pad
mfcc,sma[12],leftctime,pad,pad,pad
mfcc,sma[12],lpgain,pad,pad,pad
mfcc,sma[12],lpc0,pad,pad,pad
mfcc,sma[12],lpc1,pad,pad,pad
mfcc,sma[12],lpc2,pad,pad,pad
mfcc,sma[12],lpc3,pad,pad,pad
mfcc,sma[12],lpc4,pad,pad,pad
mfcc,sma[13],range,pad,pad,pad
mfcc,sma[13],maxPos,pad,pad,pad
mfcc,sma[13],minPos,pad,pad,pad
mfcc,sma[13],quartile1,pad,pad,pad
mfcc,sma[13],quartile2,pad,pad,pad
mfcc,sma[13],quartile3,pad,pad,pad
mfcc,sma[13],iqr1-2,pad,pad,pad
mfcc,sma[13],iqr2-3,pad,pad,pad
mfcc,sma[13],iqr1-3,pad,pad,pad
mfcc,sma[13],percentile1.0,pad,pad,pad
mfcc,sma[13],percentile99.0,pad,pad,pad
mfcc,sma[13],pctlrange0-1,pad,pad,pad
mfcc,sma[13],stddev,pad,pad,pad
mfcc,sma[13],skewness,pad,pad,pad
mfcc,sma[13],kurtosis,pad,pad,pad
mfcc,sma[13],meanSegLen,pad,pad,pad
mfcc,sma[13],maxSegLen,pad,pad,pad
mfcc,sma[13],minSegLen,pad,pad,pad
mfcc,sma[13],segLenStddev,pad,pad,pad
mfcc,sma[13],upleveltime25,pad,pad,pad
mfcc,sma[13],upleveltime50,pad,pad,pad
mfcc,sma[13],upleveltime75,pad,pad,pad
mfcc,sma[13],upleveltime90,pad,pad,pad
mfcc,sma[13],risetime,pad,pad,pad
mfcc,sma[13],leftctime,pad,pad,pad
mfcc,sma[13],lpgain,pad,pad,pad
mfcc,sma[13],lpc0,pad,pad,pad
mfcc,sma[13],lpc1,pad,pad,pad
mfcc,sma[13],lpc2,pad,pad,pad
mfcc,sma[13],lpc3,pad,pad,pad
mfcc,sma[13],lpc4,pad,pad,pad
mfcc,sma[14],range,pad,pad,pad
mfcc,sma[14],maxPos,pad,pad,pad
mfcc,sma[14],minPos,pad,pad,pad
mfcc,sma[14],quartile1,pad,pad,pad
mfcc,sma[14],quartile2,pad,pad,pad
mfcc,sma[14],quartile3,pad,pad,pad
mfcc,sma[14],iqr1-2,pad,pad,pad
mfcc,sma[14],iqr2-3,pad,pad,pad
mfcc,sma[14],iqr1-3,pad,pad,pad
mfcc,sma[14],percentile1.0,pad,pad,pad
mfcc,sma[14],percentile99.0,pad,pad,pad
mfcc,sma[14],pctlrange0-1,pad,pad,pad
mfcc,sma[14],stddev,pad,pad,pad
mfcc,sma[14],skewness,pad,pad,pad
mfcc,sma[14],kurtosis,pad,pad,pad
mfcc,sma[14],meanSegLen,pad,pad,pad
mfcc,sma[14],maxSegLen,pad,pad,pad
mfcc,sma[14],minSegLen,pad,pad,pad
mfcc,sma[14],segLenStddev,pad,pad,pad
mfcc,sma[14],upleveltime25,pad,pad,pad
mfcc,sma[14],upleveltime50,pad,pad,pad
mfcc,sma[14],upleveltime75,pad,pad,pad
mfcc,sma[14],upleveltime90,pad,pad,pad
mfcc,sma[14],risetime,pad,pad,pad
mfcc,sma[14],leftctime,pad,pad,pad
mfcc,sma[14],lpgain,pad,pad,pad
mfcc,sma[14],lpc0,pad,pad,pad
mfcc,sma[14],lpc1,pad,pad,pad
mfcc,sma[14],lpc2,pad,pad,pad
mfcc,sma[14],lpc3,pad,pad,pad
mfcc,sma[14],lpc4,pad,pad,pad
audSpec,Rfilt,sma,de[0],range,pad
audSpec,Rfilt,sma,de[0],maxPos,pad
audSpec,Rfilt,sma,de[0],minPos,pad
audSpec,Rfilt,sma,de[0],quartile1,pad
audSpec,Rfilt,sma,de[0],quartile2,pad
audSpec,Rfilt,sma,de[0],quartile3,pad
audSpec,Rfilt,sma,de[0],iqr1-2,pad
audSpec,Rfilt,sma,de[0],iqr2-3,pad
audSpec,Rfilt,sma,de[0],iqr1-3,pad
audSpec,Rfilt,sma,de[0],percentile1.0,pad
audSpec,Rfilt,sma,de[0],percentile99.0,pad
audSpec,Rfilt,sma,de[0],pctlrange0-1,pad
audSpec,Rfilt,sma,de[0],stddev,pad
audSpec,Rfilt,sma,de[0],skewness,pad
audSpec,Rfilt,sma,de[0],kurtosis,pad
audSpec,Rfilt,sma,de[0],meanSegLen,pad
audSpec,Rfilt,sma,de[0],maxSegLen,pad
audSpec,Rfilt,sma,de[0],minSegLen,pad
audSpec,Rfilt,sma,de[0],segLenStddev,pad
audSpec,Rfilt,sma,de[0],upleveltime25,pad
audSpec,Rfilt,sma,de[0],upleveltime50,pad
audSpec,Rfilt,sma,de[0],upleveltime75,pad
audSpec,Rfilt,sma,de[0],upleveltime90,pad
audSpec,Rfilt,sma,de[0],risetime,pad
audSpec,Rfilt,sma,de[0],leftctime,pad
audSpec,Rfilt,sma,de[0],lpgain,pad
audSpec,Rfilt,sma,de[0],lpc0,pad
audSpec,Rfilt,sma,de[0],lpc1,pad
audSpec,Rfilt,sma,de[0],lpc2,pad
audSpec,Rfilt,sma,de[0],lpc3,pad
audSpec,Rfilt,sma,de[0],lpc4,pad
audSpec,Rfilt,sma,de[1],range,pad
audSpec,Rfilt,sma,de[1],maxPos,pad
audSpec,Rfilt,sma,de[1],minPos,pad
audSpec,Rfilt,sma,de[1],quartile1,pad
audSpec,Rfilt,sma,de[1],quartile2,pad
audSpec,Rfilt,sma,de[1],quartile3,pad
audSpec,Rfilt,sma,de[1],iqr1-2,pad
audSpec,Rfilt,sma,de[1],iqr2-3,pad
audSpec,Rfilt,sma,de[1],iqr1-3,pad
audSpec,Rfilt,sma,de[1],percentile1.0,pad
audSpec,Rfilt,sma,de[1],percentile99.0,pad
audSpec,Rfilt,sma,de[1],pctlrange0-1,pad
audSpec,Rfilt,sma,de[1],stddev,pad
audSpec,Rfilt,sma,de[1],skewness,pad
audSpec,Rfilt,sma,de[1],kurtosis,pad
audSpec,Rfilt,sma,de[1],meanSegLen,pad
audSpec,Rfilt,sma,de[1],maxSegLen,pad
audSpec,Rfilt,sma,de[1],minSegLen,pad
audSpec,Rfilt,sma,de[1],segLenStddev,pad
audSpec,Rfilt,sma,de[1],upleveltime25,pad
audSpec,Rfilt,sma,de[1],upleveltime50,pad
audSpec,Rfilt,sma,de[1],upleveltime75,pad
audSpec,Rfilt,sma,de[1],upleveltime90,pad
audSpec,Rfilt,sma,de[1],risetime,pad
audSpec,Rfilt,sma,de[1],leftctime,pad
audSpec,Rfilt,sma,de[1],lpgain,pad
audSpec,Rfilt,sma,de[1],lpc0,pad
audSpec,Rfilt,sma,de[1],lpc1,pad
audSpec,Rfilt,sma,de[1],lpc2,pad
audSpec,Rfilt,sma,de[1],lpc3,pad
audSpec,Rfilt,sma,de[1],lpc4,pad
audSpec,Rfilt,sma,de[2],range,pad
audSpec,Rfilt,sma,de[2],maxPos,pad
audSpec,Rfilt,sma,de[2],minPos,pad
audSpec,Rfilt,sma,de[2],quartile1,pad
audSpec,Rfilt,sma,de[2],quartile2,pad
audSpec,Rfilt,sma,de[2],quartile3,pad
audSpec,Rfilt,sma,de[2],iqr1-2,pad
audSpec,Rfilt,sma,de[2],iqr2-3,pad
audSpec,Rfilt,sma,de[2],iqr1-3,pad
audSpec,Rfilt,sma,de[2],percentile1.0,pad
audSpec,Rfilt,sma,de[2],percentile99.0,pad
audSpec,Rfilt,sma,de[2],pctlrange0-1,pad
audSpec,Rfilt,sma,de[2],stddev,pad
audSpec,Rfilt,sma,de[2],skewness,pad
audSpec,Rfilt,sma,de[2],kurtosis,pad
audSpec,Rfilt,sma,de[2],meanSegLen,pad
audSpec,Rfilt,sma,de[2],maxSegLen,pad
audSpec,Rfilt,sma,de[2],minSegLen,pad
audSpec,Rfilt,sma,de[2],segLenStddev,pad
audSpec,Rfilt,sma,de[2],upleveltime25,pad
audSpec,Rfilt,sma,de[2],upleveltime50,pad
audSpec,Rfilt,sma,de[2],upleveltime75,pad
audSpec,Rfilt,sma,de[2],upleveltime90,pad
audSpec,Rfilt,sma,de[2],risetime,pad
audSpec,Rfilt,sma,de[2],leftctime,pad
audSpec,Rfilt,sma,de[2],lpgain,pad
audSpec,Rfilt,sma,de[2],lpc0,pad
audSpec,Rfilt,sma,de[2],lpc1,pad
audSpec,Rfilt,sma,de[2],lpc2,pad
audSpec,Rfilt,sma,de[2],lpc3,pad
audSpec,Rfilt,sma,de[2],lpc4,pad
audSpec,Rfilt,sma,de[3],range,pad
audSpec,Rfilt,sma,de[3],maxPos,pad
audSpec,Rfilt,sma,de[3],minPos,pad
audSpec,Rfilt,sma,de[3],quartile1,pad
audSpec,Rfilt,sma,de[3],quartile2,pad
audSpec,Rfilt,sma,de[3],quartile3,pad
audSpec,Rfilt,sma,de[3],iqr1-2,pad
audSpec,Rfilt,sma,de[3],iqr2-3,pad
audSpec,Rfilt,sma,de[3],iqr1-3,pad
audSpec,Rfilt,sma,de[3],percentile1.0,pad
audSpec,Rfilt,sma,de[3],percentile99.0,pad
audSpec,Rfilt,sma,de[3],pctlrange0-1,pad
audSpec,Rfilt,sma,de[3],stddev,pad
audSpec,Rfilt,sma,de[3],skewness,pad
audSpec,Rfilt,sma,de[3],kurtosis,pad
audSpec,Rfilt,sma,de[3],meanSegLen,pad
audSpec,Rfilt,sma,de[3],maxSegLen,pad
audSpec,Rfilt,sma,de[3],minSegLen,pad
audSpec,Rfilt,sma,de[3],segLenStddev,pad
audSpec,Rfilt,sma,de[3],upleveltime25,pad
audSpec,Rfilt,sma,de[3],upleveltime50,pad
audSpec,Rfilt,sma,de[3],upleveltime75,pad
audSpec,Rfilt,sma,de[3],upleveltime90,pad
audSpec,Rfilt,sma,de[3],risetime,pad
audSpec,Rfilt,sma,de[3],leftctime,pad
audSpec,Rfilt,sma,de[3],lpgain,pad
audSpec,Rfilt,sma,de[3],lpc0,pad
audSpec,Rfilt,sma,de[3],lpc1,pad
audSpec,Rfilt,sma,de[3],lpc2,pad
audSpec,Rfilt,sma,de[3],lpc3,pad
audSpec,Rfilt,sma,de[3],lpc4,pad
audSpec,Rfilt,sma,de[4],range,pad
audSpec,Rfilt,sma,de[4],maxPos,pad
audSpec,Rfilt,sma,de[4],minPos,pad
audSpec,Rfilt,sma,de[4],quartile1,pad
audSpec,Rfilt,sma,de[4],quartile2,pad
audSpec,Rfilt,sma,de[4],quartile3,pad
audSpec,Rfilt,sma,de[4],iqr1-2,pad
audSpec,Rfilt,sma,de[4],iqr2-3,pad
audSpec,Rfilt,sma,de[4],iqr1-3,pad
audSpec,Rfilt,sma,de[4],percentile1.0,pad
audSpec,Rfilt,sma,de[4],percentile99.0,pad
audSpec,Rfilt,sma,de[4],pctlrange0-1,pad
audSpec,Rfilt,sma,de[4],stddev,pad
audSpec,Rfilt,sma,de[4],skewness,pad
audSpec,Rfilt,sma,de[4],kurtosis,pad
audSpec,Rfilt,sma,de[4],meanSegLen,pad
audSpec,Rfilt,sma,de[4],maxSegLen,pad
audSpec,Rfilt,sma,de[4],minSegLen,pad
audSpec,Rfilt,sma,de[4],segLenStddev,pad
audSpec,Rfilt,sma,de[4],upleveltime25,pad
audSpec,Rfilt,sma,de[4],upleveltime50,pad
audSpec,Rfilt,sma,de[4],upleveltime75,pad
audSpec,Rfilt,sma,de[4],upleveltime90,pad
audSpec,Rfilt,sma,de[4],risetime,pad
audSpec,Rfilt,sma,de[4],leftctime,pad
audSpec,Rfilt,sma,de[4],lpgain,pad
audSpec,Rfilt,sma,de[4],lpc0,pad
audSpec,Rfilt,sma,de[4],lpc1,pad
audSpec,Rfilt,sma,de[4],lpc2,pad
audSpec,Rfilt,sma,de[4],lpc3,pad
audSpec,Rfilt,sma,de[4],lpc4,pad
audSpec,Rfilt,sma,de[5],range,pad
audSpec,Rfilt,sma,de[5],maxPos,pad
audSpec,Rfilt,sma,de[5],minPos,pad
audSpec,Rfilt,sma,de[5],quartile1,pad
audSpec,Rfilt,sma,de[5],quartile2,pad
audSpec,Rfilt,sma,de[5],quartile3,pad
audSpec,Rfilt,sma,de[5],iqr1-2,pad
audSpec,Rfilt,sma,de[5],iqr2-3,pad
audSpec,Rfilt,sma,de[5],iqr1-3,pad
audSpec,Rfilt,sma,de[5],percentile1.0,pad
audSpec,Rfilt,sma,de[5],percentile99.0,pad
audSpec,Rfilt,sma,de[5],pctlrange0-1,pad
audSpec,Rfilt,sma,de[5],stddev,pad
audSpec,Rfilt,sma,de[5],skewness,pad
audSpec,Rfilt,sma,de[5],kurtosis,pad
audSpec,Rfilt,sma,de[5],meanSegLen,pad
audSpec,Rfilt,sma,de[5],maxSegLen,pad
audSpec,Rfilt,sma,de[5],minSegLen,pad
audSpec,Rfilt,sma,de[5],segLenStddev,pad
audSpec,Rfilt,sma,de[5],upleveltime25,pad
audSpec,Rfilt,sma,de[5],upleveltime50,pad
audSpec,Rfilt,sma,de[5],upleveltime75,pad
audSpec,Rfilt,sma,de[5],upleveltime90,pad
audSpec,Rfilt,sma,de[5],risetime,pad
audSpec,Rfilt,sma,de[5],leftctime,pad
audSpec,Rfilt,sma,de[5],lpgain,pad
audSpec,Rfilt,sma,de[5],lpc0,pad
audSpec,Rfilt,sma,de[5],lpc1,pad
audSpec,Rfilt,sma,de[5],lpc2,pad
audSpec,Rfilt,sma,de[5],lpc3,pad
audSpec,Rfilt,sma,de[5],lpc4,pad
audSpec,Rfilt,sma,de[6],range,pad
audSpec,Rfilt,sma,de[6],maxPos,pad
audSpec,Rfilt,sma,de[6],minPos,pad
audSpec,Rfilt,sma,de[6],quartile1,pad
audSpec,Rfilt,sma,de[6],quartile2,pad
audSpec,Rfilt,sma,de[6],quartile3,pad
audSpec,Rfilt,sma,de[6],iqr1-2,pad
audSpec,Rfilt,sma,de[6],iqr2-3,pad
audSpec,Rfilt,sma,de[6],iqr1-3,pad
audSpec,Rfilt,sma,de[6],percentile1.0,pad
audSpec,Rfilt,sma,de[6],percentile99.0,pad
audSpec,Rfilt,sma,de[6],pctlrange0-1,pad
audSpec,Rfilt,sma,de[6],stddev,pad
audSpec,Rfilt,sma,de[6],skewness,pad
audSpec,Rfilt,sma,de[6],kurtosis,pad
audSpec,Rfilt,sma,de[6],meanSegLen,pad
audSpec,Rfilt,sma,de[6],maxSegLen,pad
audSpec,Rfilt,sma,de[6],minSegLen,pad
audSpec,Rfilt,sma,de[6],segLenStddev,pad
audSpec,Rfilt,sma,de[6],upleveltime25,pad
audSpec,Rfilt,sma,de[6],upleveltime50,pad
audSpec,Rfilt,sma,de[6],upleveltime75,pad
audSpec,Rfilt,sma,de[6],upleveltime90,pad
audSpec,Rfilt,sma,de[6],risetime,pad
audSpec,Rfilt,sma,de[6],leftctime,pad
audSpec,Rfilt,sma,de[6],lpgain,pad
audSpec,Rfilt,sma,de[6],lpc0,pad
audSpec,Rfilt,sma,de[6],lpc1,pad
audSpec,Rfilt,sma,de[6],lpc2,pad
audSpec,Rfilt,sma,de[6],lpc3,pad
audSpec,Rfilt,sma,de[6],lpc4,pad
audSpec,Rfilt,sma,de[7],range,pad
audSpec,Rfilt,sma,de[7],maxPos,pad
audSpec,Rfilt,sma,de[7],minPos,pad
audSpec,Rfilt,sma,de[7],quartile1,pad
audSpec,Rfilt,sma,de[7],quartile2,pad
audSpec,Rfilt,sma,de[7],quartile3,pad
audSpec,Rfilt,sma,de[7],iqr1-2,pad
audSpec,Rfilt,sma,de[7],iqr2-3,pad
audSpec,Rfilt,sma,de[7],iqr1-3,pad
audSpec,Rfilt,sma,de[7],percentile1.0,pad
audSpec,Rfilt,sma,de[7],percentile99.0,pad
audSpec,Rfilt,sma,de[7],pctlrange0-1,pad
audSpec,Rfilt,sma,de[7],stddev,pad
audSpec,Rfilt,sma,de[7],skewness,pad
