,PC1,PC1,PC2,PC2,PC3,PC3,PC4,PC4,PC5,PC5,PC6,PC6
,Features,Correlation,Features,Correlation,Features,Correlation,Features,Correlation,Features,Correlation,Features,Correlation
0,Avg. Word Dur.,0.2657838926197592,hnrglobalRange,0.25497081528900317,Avg. Voca. Dur.,0.3195469389732046,fricatives_CoG,-0.2160042729339003,rmsSD,-0.2592145219949686,hnrglobalRange,0.24486248023251725
1,stressedVowels_F0,0.32585095814762505,sonorants_F1,-0.2663316866987816,SyllPerSecond,-0.34208003699321266,sonorants_F1,0.21797606316592,Intensity,0.2912154215803259,Intensity,-0.31136060321512354
2,sonorants_F0,0.30870415942082036,hnrglobalMean,0.34720277715626535,stops_duration,0.36023595572108313,unstressedVowels_F1,0.2217865513754497,totalPauses,-0.36404310466547307,rmsSD,-0.49476975001347456
3,f0globalMean,0.3741563334039073,hnrglobalSD,0.34741245735531057,Avg. Word Dur.,0.43840923961120354,fricatives_Ske,0.39269519542834774,rmsRange,-0.4068360528266181,f0globalSD,-0.3304464743987084
4,f0globalSD,0.3269441930030147,sonorants_F2,-0.2899920536922042,Avg. Cons. Dur.,0.36942582127263884,fricatives_Kur,0.6258216125086642,duration,-0.37723991402429286,sound2silenceRatio,0.4559178781958094
