Field1,Field2,Field3,Field4,Field5,Field6
audSpec,Rfilt,sma[11],iqr1-2,,
audSpec,Rfilt,sma[11],iqr2-3,,
audSpec,Rfilt,sma[11],iqr1-3,,
audSpec,Rfilt,sma[11],percentile1.0,,
audSpec,Rfilt,sma[11],percentile99.0,,
audSpec,Rfilt,sma[11],pctlrange0-1,,
audSpec,Rfilt,sma[11],stddev,,
audSpec,Rfilt,sma[11],skewness,,
audSpec,Rfilt,sma[11],kurtosis,,
audSpec,Rfilt,sma[11],meanSegLen,,
audSpec,Rfilt,sma[11],maxSegLen,,
audSpec,Rfilt,sma[11],minSegLen,,
audSpec,Rfilt,sma[11],segLenStddev,,
audSpec,Rfilt,sma[11],upleveltime25,,
audSpec,Rfilt,sma[11],upleveltime50,,
audSpec,Rfilt,sma[11],upleveltime75,,
audSpec,Rfilt,sma[11],upleveltime90,,
audSpec,Rfilt,sma[11],risetime,,
audSpec,Rfilt,sma[11],leftctime,,
audSpec,Rfilt,sma[11],lpgain,,
audSpec,Rfilt,sma[11],lpc0,,
audSpec,Rfilt,sma[11],lpc1,,
audSpec,Rfilt,sma[11],lpc2,,
audSpec,Rfilt,sma[11],lpc3,,
audSpec,Rfilt,sma[11],lpc4,,
audSpec,Rfilt,sma[12],range,,
audSpec,Rfilt,sma[12],maxPos,,
audSpec,Rfilt,sma[12],minPos,,
audSpec,Rfilt,sma[12],quartile1,,
audSpec,Rfilt,sma[12],quartile2,,
audSpec,Rfilt,sma[12],quartile3,,
audSpec,Rfilt,sma[12],iqr1-2,,
audSpec,Rfilt,sma[12],iqr2-3,,
audSpec,Rfilt,sma[12],iqr1-3,,
audSpec,Rfilt,sma[12],percentile1.0,,
audSpec,Rfilt,sma[12],percentile99.0,,
audSpec,Rfilt,sma[12],pctlrange0-1,,
audSpec,Rfilt,sma[12],stddev,,
audSpec,Rfilt,sma[12],skewness,,
audSpec,Rfilt,sma[12],kurtosis,,
audSpec,Rfilt,sma[12],meanSegLen,,
audSpec,Rfilt,sma[12],maxSegLen,,
audSpec,Rfilt,sma[12],minSegLen,,
audSpec,Rfilt,sma[12],segLenStddev,,
audSpec,Rfilt,sma[12],upleveltime25,,
audSpec,Rfilt,sma[12],upleveltime50,,
audSpec,Rfilt,sma[12],upleveltime75,,
audSpec,Rfilt,sma[12],upleveltime90,,
audSpec,Rfilt,sma[12],risetime,,
audSpec,Rfilt,sma[12],leftctime,,
audSpec,Rfilt,sma[12],lpgain,,
audSpec,Rfilt,sma[12],lpc0,,
audSpec,Rfilt,sma[12],lpc1,,
audSpec,Rfilt,sma[12],lpc2,,
audSpec,Rfilt,sma[12],lpc3,,
audSpec,Rfilt,sma[12],lpc4,,
audSpec,Rfilt,sma[13],range,,
audSpec,Rfilt,sma[13],maxPos,,
audSpec,Rfilt,sma[13],minPos,,
audSpec,Rfilt,sma[13],quartile1,,
audSpec,Rfilt,sma[13],quartile2,,
audSpec,Rfilt,sma[13],quartile3,,
audSpec,Rfilt,sma[13],iqr1-2,,
audSpec,Rfilt,sma[13],iqr2-3,,
audSpec,Rfilt,sma[13],iqr1-3,,
audSpec,Rfilt,sma[13],percentile1.0,,
audSpec,Rfilt,sma[13],percentile99.0,,
audSpec,Rfilt,sma[13],pctlrange0-1,,
audSpec,Rfilt,sma[13],stddev,,
audSpec,Rfilt,sma[13],skewness,,
audSpec,Rfilt,sma[13],kurtosis,,
audSpec,Rfilt,sma[13],meanSegLen,,
audSpec,Rfilt,sma[13],maxSegLen,,
audSpec,Rfilt,sma[13],minSegLen,,
audSpec,Rfilt,sma[13],segLenStddev,,
audSpec,Rfilt,sma[13],upleveltime25,,
audSpec,Rfilt,sma[13],upleveltime50,,
audSpec,Rfilt,sma[13],upleveltime75,,
audSpec,Rfilt,sma[13],upleveltime90,,
audSpec,Rfilt,sma[13],risetime,,
audSpec,Rfilt,sma[13],leftctime,,
audSpec,Rfilt,sma[13],lpgain,,
audSpec,Rfilt,sma[13],lpc0,,
audSpec,Rfilt,sma[13],lpc1,,
audSpec,Rfilt,sma[13],lpc2,,
audSpec,Rfilt,sma[13],lpc3,,
audSpec,Rfilt,sma[13],lpc4,,
audSpec,Rfilt,sma[14],range,,
audSpec,Rfilt,sma[14],maxPos,,
audSpec,Rfilt,sma[14],minPos,,
audSpec,Rfilt,sma[14],quartile1,,
audSpec,Rfilt,sma[14],quartile2,,
audSpec,Rfilt,sma[14],quartile3,,
audSpec,Rfilt,sma[14],iqr1-2,,
audSpec,Rfilt,sma[14],iqr2-3,,
audSpec,Rfilt,sma[14],iqr1-3,,
audSpec,Rfilt,sma[14],percentile1.0,,
audSpec,Rfilt,sma[14],percentile99.0,,
audSpec,Rfilt,sma[14],pctlrange0-1,,
audSpec,Rfilt,sma[14],stddev,,
audSpec,Rfilt,sma[14],skewness,,
audSpec,Rfilt,sma[14],kurtosis,,
audSpec,Rfilt,sma[14],meanSegLen,,
audSpec,Rfilt,sma[14],maxSegLen,,
audSpec,Rfilt,sma[14],minSegLen,,
audSpec,Rfilt,sma[14],segLenStddev,,
audSpec,Rfilt,sma[14],upleveltime25,,
audSpec,Rfilt,sma[14],upleveltime50,,
audSpec,Rfilt,sma[14],upleveltime75,,
audSpec,Rfilt,sma[14],upleveltime90,,
audSpec,Rfilt,sma[14],risetime,,
audSpec,Rfilt,sma[14],leftctime,,
audSpec,Rfilt,sma[14],lpgain,,
audSpec,Rfilt,sma[14],lpc0,,
audSpec,Rfilt,sma[14],lpc1,,
audSpec,Rfilt,sma[14],lpc2,,
audSpec,Rfilt,sma[14],lpc3,,
audSpec,Rfilt,sma[14],lpc4,,
audSpec,Rfilt,sma[15],range,,
audSpec,Rfilt,sma[15],maxPos,,
audSpec,Rfilt,sma[15],minPos,,
audSpec,Rfilt,sma[15],quartile1,,
audSpec,Rfilt,sma[15],quartile2,,
audSpec,Rfilt,sma[15],quartile3,,
audSpec,Rfilt,sma[15],iqr1-2,,
audSpec,Rfilt,sma[15],iqr2-3,,
audSpec,Rfilt,sma[15],iqr1-3,,
audSpec,Rfilt,sma[15],percentile1.0,,
audSpec,Rfilt,sma[15],percentile99.0,,
audSpec,Rfilt,sma[15],pctlrange0-1,,
audSpec,Rfilt,sma[15],stddev,,
audSpec,Rfilt,sma[15],skewness,,
audSpec,Rfilt,sma[15],kurtosis,,
audSpec,Rfilt,sma[15],meanSegLen,,
audSpec,Rfilt,sma[15],maxSegLen,,
audSpec,Rfilt,sma[15],minSegLen,,
audSpec,Rfilt,sma[15],segLenStddev,,
audSpec,Rfilt,sma[15],upleveltime25,,
audSpec,Rfilt,sma[15],upleveltime50,,
audSpec,Rfilt,sma[15],upleveltime75,,
audSpec,Rfilt,sma[15],upleveltime90,,
audSpec,Rfilt,sma[15],risetime,,
audSpec,Rfilt,sma[15],leftctime,,
audSpec,Rfilt,sma[15],lpgain,,
audSpec,Rfilt,sma[15],lpc0,,
audSpec,Rfilt,sma[15],lpc1,,
audSpec,Rfilt,sma[15],lpc2,,
audSpec,Rfilt,sma[15],lpc3,,
audSpec,Rfilt,sma[15],lpc4,,
audSpec,Rfilt,sma[16],range,,
audSpec,Rfilt,sma[16],maxPos,,
audSpec,Rfilt,sma[16],minPos,,
audSpec,Rfilt,sma[16],quartile1,,
audSpec,Rfilt,sma[16],quartile2,,
audSpec,Rfilt,sma[16],quartile3,,
audSpec,Rfilt,sma[16],iqr1-2,,
audSpec,Rfilt,sma[16],iqr2-3,,
audSpec,Rfilt,sma[16],iqr1-3,,
audSpec,Rfilt,sma[16],percentile1.0,,
audSpec,Rfilt,sma[16],percentile99.0,,
audSpec,Rfilt,sma[16],pctlrange0-1,,
audSpec,Rfilt,sma[16],stddev,,
audSpec,Rfilt,sma[16],skewness,,
audSpec,Rfilt,sma[16],kurtosis,,
audSpec,Rfilt,sma[16],meanSegLen,,
audSpec,Rfilt,sma[16],maxSegLen,,
audSpec,Rfilt,sma[16],minSegLen,,
audSpec,Rfilt,sma[16],segLenStddev,,
audSpec,Rfilt,sma[16],upleveltime25,,
audSpec,Rfilt,sma[16],upleveltime50,,
audSpec,Rfilt,sma[16],upleveltime75,,
audSpec,Rfilt,sma[16],upleveltime90,,
audSpec,Rfilt,sma[16],risetime,,
audSpec,Rfilt,sma[16],leftctime,,
audSpec,Rfilt,sma[16],lpgain,,
audSpec,Rfilt,sma[16],lpc0,,
audSpec,Rfilt,sma[16],lpc1,,
audSpec,Rfilt,sma[16],lpc2,,
audSpec,Rfilt,sma[16],lpc3,,
audSpec,Rfilt,sma[16],lpc4,,
audSpec,Rfilt,sma[17],range,,
audSpec,Rfilt,sma[17],maxPos,,
audSpec,Rfilt,sma[17],minPos,,
audSpec,Rfilt,sma[17],quartile1,,
audSpec,Rfilt,sma[17],quartile2,,
audSpec,Rfilt,sma[17],quartile3,,
audSpec,Rfilt,sma[17],iqr1-2,,
audSpec,Rfilt,sma[17],iqr2-3,,
audSpec,Rfilt,sma[17],iqr1-3,,
audSpec,Rfilt,sma[17],percentile1.0,,
audSpec,Rfilt,sma[17],percentile99.0,,
audSpec,Rfilt,sma[17],pctlrange0-1,,
audSpec,Rfilt,sma[17],stddev,,
audSpec,Rfilt,sma[17],skewness,,
audSpec,Rfilt,sma[17],kurtosis,,
audSpec,Rfilt,sma[17],meanSegLen,,
audSpec,Rfilt,sma[17],maxSegLen,,
audSpec,Rfilt,sma[17],minSegLen,,
audSpec,Rfilt,sma[17],segLenStddev,,
audSpec,Rfilt,sma[17],upleveltime25,,
audSpec,Rfilt,sma[17],upleveltime50,,
audSpec,Rfilt,sma[17],upleveltime75,,
audSpec,Rfilt,sma[17],upleveltime90,,
audSpec,Rfilt,sma[17],risetime,,
audSpec,Rfilt,sma[17],leftctime,,
audSpec,Rfilt,sma[17],lpgain,,
audSpec,Rfilt,sma[17],lpc0,,
audSpec,Rfilt,sma[17],lpc1,,
audSpec,Rfilt,sma[17],lpc2,,
audSpec,Rfilt,sma[17],lpc3,,
audSpec,Rfilt,sma[17],lpc4,,
audSpec,Rfilt,sma[18],range,,
audSpec,Rfilt,sma[18],maxPos,,
audSpec,Rfilt,sma[18],minPos,,
audSpec,Rfilt,sma[18],quartile1,,
audSpec,Rfilt,sma[18],quartile2,,
audSpec,Rfilt,sma[18],quartile3,,
audSpec,Rfilt,sma[18],iqr1-2,,
audSpec,Rfilt,sma[18],iqr2-3,,
audSpec,Rfilt,sma[18],iqr1-3,,
audSpec,Rfilt,sma[18],percentile1.0,,
audSpec,Rfilt,sma[18],percentile99.0,,
audSpec,Rfilt,sma[18],pctlrange0-1,,
audSpec,Rfilt,sma[18],stddev,,
audSpec,Rfilt,sma[18],skewness,,
audSpec,Rfilt,sma[18],kurtosis,,
audSpec,Rfilt,sma[18],meanSegLen,,
audSpec,Rfilt,sma[18],maxSegLen,,
audSpec,Rfilt,sma[18],minSegLen,,
audSpec,Rfilt,sma[18],segLenStddev,,
audSpec,Rfilt,sma[18],upleveltime25,,
audSpec,Rfilt,sma[18],upleveltime50,,
audSpec,Rfilt,sma[18],upleveltime75,,
audSpec,Rfilt,sma[18],upleveltime90,,
audSpec,Rfilt,sma[18],risetime,,
audSpec,Rfilt,sma[18],leftctime,,
audSpec,Rfilt,sma[18],lpgain,,
audSpec,Rfilt,sma[18],lpc0,,
audSpec,Rfilt,sma[18],lpc1,,
audSpec,Rfilt,sma[18],lpc2,,
audSpec,Rfilt,sma[18],lpc3,,
audSpec,Rfilt,sma[18],lpc4,,
audSpec,Rfilt,sma[19],range,,
audSpec,Rfilt,sma[19],maxPos,,
audSpec,Rfilt,sma[19],minPos,,
audSpec,Rfilt,sma[19],quartile1,,
audSpec,Rfilt,sma[19],quartile2,,
audSpec,Rfilt,sma[19],quartile3,,
audSpec,Rfilt,sma[19],iqr1-2,,
audSpec,Rfilt,sma[19],iqr2-3,,
audSpec,Rfilt,sma[19],iqr1-3,,
audSpec,Rfilt,sma[19],percentile1.0,,
audSpec,Rfilt,sma[19],percentile99.0,,
audSpec,Rfilt,sma[19],pctlrange0-1,,
audSpec,Rfilt,sma[19],stddev,,
audSpec,Rfilt,sma[19],skewness,,
audSpec,Rfilt,sma[19],kurtosis,,
audSpec,Rfilt,sma[19],meanSegLen,,
audSpec,Rfilt,sma[19],maxSegLen,,
audSpec,Rfilt,sma[19],minSegLen,,
audSpec,Rfilt,sma[19],segLenStddev,,
audSpec,Rfilt,sma[19],upleveltime25,,
audSpec,Rfilt,sma[19],upleveltime50,,
audSpec,Rfilt,sma[19],upleveltime75,,
audSpec,Rfilt,sma[19],upleveltime90,,
audSpec,Rfilt,sma[19],risetime,,
audSpec,Rfilt,sma[19],leftctime,,
audSpec,Rfilt,sma[19],lpgain,,
audSpec,Rfilt,sma[19],lpc0,,
audSpec,Rfilt,sma[19],lpc1,,
audSpec,Rfilt,sma[19],lpc2,,
audSpec,Rfilt,sma[19],lpc3,,
audSpec,Rfilt,sma[19],lpc4,,
audSpec,Rfilt,sma[20],range,,
audSpec,Rfilt,sma[20],maxPos,,
audSpec,Rfilt,sma[20],minPos,,
audSpec,Rfilt,sma[20],quartile1,,
audSpec,Rfilt,sma[20],quartile2,,
audSpec,Rfilt,sma[20],quartile3,,
audSpec,Rfilt,sma[20],iqr1-2,,
audSpec,Rfilt,sma[20],iqr2-3,,
audSpec,Rfilt,sma[20],iqr1-3,,
audSpec,Rfilt,sma[20],percentile1.0,,
audSpec,Rfilt,sma[20],percentile99.0,,
audSpec,Rfilt,sma[20],pctlrange0-1,,
audSpec,Rfilt,sma[20],stddev,,
audSpec,Rfilt,sma[20],skewness,,
audSpec,Rfilt,sma[20],kurtosis,,
audSpec,Rfilt,sma[20],meanSegLen,,
audSpec,Rfilt,sma[20],maxSegLen,,
audSpec,Rfilt,sma[20],minSegLen,,
audSpec,Rfilt,sma[20],segLenStddev,,
audSpec,Rfilt,sma[20],upleveltime25,,
audSpec,Rfilt,sma[20],upleveltime50,,
audSpec,Rfilt,sma[20],upleveltime75,,
audSpec,Rfilt,sma[20],upleveltime90,,
audSpec,Rfilt,sma[20],risetime,,
audSpec,Rfilt,sma[20],leftctime,,
audSpec,Rfilt,sma[20],lpgain,,
audSpec,Rfilt,sma[20],lpc0,,
audSpec,Rfilt,sma[20],lpc1,,
audSpec,Rfilt,sma[20],lpc2,,
audSpec,Rfilt,sma[20],lpc3,,
audSpec,Rfilt,sma[20],lpc4,,
audSpec,Rfilt,sma[21],range,,
audSpec,Rfilt,sma[21],maxPos,,
audSpec,Rfilt,sma[21],minPos,,
audSpec,Rfilt,sma[21],quartile1,,
audSpec,Rfilt,sma[21],quartile2,,
audSpec,Rfilt,sma[21],quartile3,,
audSpec,Rfilt,sma[21],iqr1-2,,
audSpec,Rfilt,sma[21],iqr2-3,,
audSpec,Rfilt,sma[21],iqr1-3,,
audSpec,Rfilt,sma[21],percentile1.0,,
audSpec,Rfilt,sma[21],percentile99.0,,
audSpec,Rfilt,sma[21],pctlrange0-1,,
audSpec,Rfilt,sma[21],stddev,,
audSpec,Rfilt,sma[21],skewness,,
audSpec,Rfilt,sma[21],kurtosis,,
audSpec,Rfilt,sma[21],meanSegLen,,
audSpec,Rfilt,sma[21],maxSegLen,,
audSpec,Rfilt,sma[21],minSegLen,,
audSpec,Rfilt,sma[21],segLenStddev,,
audSpec,Rfilt,sma[21],upleveltime25,,
audSpec,Rfilt,sma[21],upleveltime50,,
audSpec,Rfilt,sma[21],upleveltime75,,
audSpec,Rfilt,sma[21],upleveltime90,,
audSpec,Rfilt,sma[21],risetime,,
audSpec,Rfilt,sma[21],leftctime,,
audSpec,Rfilt,sma[21],lpgain,,
audSpec,Rfilt,sma[21],lpc0,,
audSpec,Rfilt,sma[21],lpc1,,
audSpec,Rfilt,sma[21],lpc2,,
audSpec,Rfilt,sma[21],lpc3,,
audSpec,Rfilt,sma[21],lpc4,,
audSpec,Rfilt,sma[22],range,,
audSpec,Rfilt,sma[22],maxPos,,
audSpec,Rfilt,sma[22],minPos,,
audSpec,Rfilt,sma[22],quartile1,,
audSpec,Rfilt,sma[22],quartile2,,
audSpec,Rfilt,sma[22],quartile3,,
audSpec,Rfilt,sma[22],iqr1-2,,
audSpec,Rfilt,sma[22],iqr2-3,,
audSpec,Rfilt,sma[22],iqr1-3,,
audSpec,Rfilt,sma[22],percentile1.0,,
audSpec,Rfilt,sma[22],percentile99.0,,
audSpec,Rfilt,sma[22],pctlrange0-1,,
audSpec,Rfilt,sma[22],stddev,,
audSpec,Rfilt,sma[22],skewness,,
audSpec,Rfilt,sma[22],kurtosis,,
audSpec,Rfilt,sma[22],meanSegLen,,
audSpec,Rfilt,sma[22],maxSegLen,,
audSpec,Rfilt,sma[22],minSegLen,,
audSpec,Rfilt,sma[22],segLenStddev,,
audSpec,Rfilt,sma[22],upleveltime25,,
audSpec,Rfilt,sma[22],upleveltime50,,
audSpec,Rfilt,sma[22],upleveltime75,,
audSpec,Rfilt,sma[22],upleveltime90,,
audSpec,Rfilt,sma[22],risetime,,
audSpec,Rfilt,sma[22],leftctime,,
audSpec,Rfilt,sma[22],lpgain,,
audSpec,Rfilt,sma[22],lpc0,,
audSpec,Rfilt,sma[22],lpc1,,
audSpec,Rfilt,sma[22],lpc2,,
audSpec,Rfilt,sma[22],lpc3,,
audSpec,Rfilt,sma[22],lpc4,,
audSpec,Rfilt,sma[23],range,,
audSpec,Rfilt,sma[23],maxPos,,
audSpec,Rfilt,sma[23],minPos,,
audSpec,Rfilt,sma[23],quartile1,,
audSpec,Rfilt,sma[23],quartile2,,
audSpec,Rfilt,sma[23],quartile3,,
audSpec,Rfilt,sma[23],iqr1-2,,
audSpec,Rfilt,sma[23],iqr2-3,,
audSpec,Rfilt,sma[23],iqr1-3,,
audSpec,Rfilt,sma[23],percentile1.0,,
audSpec,Rfilt,sma[23],percentile99.0,,
audSpec,Rfilt,sma[23],pctlrange0-1,,
audSpec,Rfilt,sma[23],stddev,,
audSpec,Rfilt,sma[23],skewness,,
audSpec,Rfilt,sma[23],kurtosis,,
audSpec,Rfilt,sma[23],meanSegLen,,
audSpec,Rfilt,sma[23],maxSegLen,,
audSpec,Rfilt,sma[23],minSegLen,,
audSpec,Rfilt,sma[23],segLenStddev,,
audSpec,Rfilt,sma[23],upleveltime25,,
audSpec,Rfilt,sma[23],upleveltime50,,
audSpec,Rfilt,sma[23],upleveltime75,,
audSpec,Rfilt,sma[23],upleveltime90,,
audSpec,Rfilt,sma[23],risetime,,
audSpec,Rfilt,sma[23],leftctime,,
audSpec,Rfilt,sma[23],lpgain,,
audSpec,Rfilt,sma[23],lpc0,,
audSpec,Rfilt,sma[23],lpc1,,
audSpec,Rfilt,sma[23],lpc2,,
audSpec,Rfilt,sma[23],lpc3,,
audSpec,Rfilt,sma[23],lpc4,,
audSpec,Rfilt,sma[24],range,,
audSpec,Rfilt,sma[24],maxPos,,
audSpec,Rfilt,sma[24],minPos,,
audSpec,Rfilt,sma[24],quartile1,,
audSpec,Rfilt,sma[24],quartile2,,
audSpec,Rfilt,sma[24],quartile3,,
audSpec,Rfilt,sma[24],iqr1-2,,
audSpec,Rfilt,sma[24],iqr2-3,,
audSpec,Rfilt,sma[24],iqr1-3,,
audSpec,Rfilt,sma[24],percentile1.0,,
audSpec,Rfilt,sma[24],percentile99.0,,
audSpec,Rfilt,sma[24],pctlrange0-1,,
audSpec,Rfilt,sma[24],stddev,,
audSpec,Rfilt,sma[24],skewness,,
audSpec,Rfilt,sma[24],kurtosis,,
audSpec,Rfilt,sma[24],meanSegLen,,
audSpec,Rfilt,sma[24],maxSegLen,,
audSpec,Rfilt,sma[24],minSegLen,,
audSpec,Rfilt,sma[24],segLenStddev,,
audSpec,Rfilt,sma[24],upleveltime25,,
audSpec,Rfilt,sma[24],upleveltime50,,
audSpec,Rfilt,sma[24],upleveltime75,,
audSpec,Rfilt,sma[24],upleveltime90,,
audSpec,Rfilt,sma[24],risetime,,
audSpec,Rfilt,sma[24],leftctime,,
audSpec,Rfilt,sma[24],lpgain,,
audSpec,Rfilt,sma[24],lpc0,,
audSpec,Rfilt,sma[24],lpc1,,
audSpec,Rfilt,sma[24],lpc2,,
audSpec,Rfilt,sma[24],lpc3,,
audSpec,Rfilt,sma[24],lpc4,,
audSpec,Rfilt,sma[25],range,,
audSpec,Rfilt,sma[25],maxPos,,
audSpec,Rfilt,sma[25],minPos,,
audSpec,Rfilt,sma[25],quartile1,,
audSpec,Rfilt,sma[25],quartile2,,
audSpec,Rfilt,sma[25],quartile3,,
audSpec,Rfilt,sma[25],iqr1-2,,
audSpec,Rfilt,sma[25],iqr2-3,,
audSpec,Rfilt,sma[25],iqr1-3,,
audSpec,Rfilt,sma[25],percentile1.0,,
audSpec,Rfilt,sma[25],percentile99.0,,
audSpec,Rfilt,sma[25],pctlrange0-1,,
audSpec,Rfilt,sma[25],stddev,,
audSpec,Rfilt,sma[25],skewness,,
audSpec,Rfilt,sma[25],kurtosis,,
audSpec,Rfilt,sma[25],meanSegLen,,
audSpec,Rfilt,sma[25],maxSegLen,,
audSpec,Rfilt,sma[25],minSegLen,,
audSpec,Rfilt,sma[25],segLenStddev,,
audSpec,Rfilt,sma[25],upleveltime25,,
audSpec,Rfilt,sma[25],upleveltime50,,
audSpec,Rfilt,sma[25],upleveltime75,,
audSpec,Rfilt,sma[25],upleveltime90,,
audSpec,Rfilt,sma[25],risetime,,
audSpec,Rfilt,sma[25],leftctime,,
audSpec,Rfilt,sma[25],lpgain,,
audSpec,Rfilt,sma[25],lpc0,,
audSpec,Rfilt,sma[25],lpc1,,
audSpec,Rfilt,sma[25],lpc2,,
audSpec,Rfilt,sma[25],lpc3,,
audSpec,Rfilt,sma[25],lpc4,,
pcm,fftMag,fband250-650,sma,range,
pcm,fftMag,fband250-650,sma,maxPos,
pcm,fftMag,fband250-650,sma,minPos,
pcm,fftMag,fband250-650,sma,quartile1,
pcm,fftMag,fband250-650,sma,quartile2,
pcm,fftMag,fband250-650,sma,quartile3,
pcm,fftMag,fband250-650,sma,iqr1-2,
pcm,fftMag,fband250-650,sma,iqr2-3,
pcm,fftMag,fband250-650,sma,iqr1-3,
pcm,fftMag,fband250-650,sma,percentile1.0,
pcm,fftMag,fband250-650,sma,percentile99.0,
pcm,fftMag,fband250-650,sma,pctlrange0-1,
pcm,fftMag,fband250-650,sma,stddev,
pcm,fftMag,fband250-650,sma,skewness,
pcm,fftMag,fband250-650,sma,kurtosis,
pcm,fftMag,fband250-650,sma,meanSegLen,
pcm,fftMag,fband250-650,sma,maxSegLen,
pcm,fftMag,fband250-650,sma,minSegLen,
pcm,fftMag,fband250-650,sma,segLenStddev,
pcm,fftMag,fband250-650,sma,upleveltime25,
pcm,fftMag,fband250-650,sma,upleveltime50,
pcm,fftMag,fband250-650,sma,upleveltime75,
pcm,fftMag,fband250-650,sma,upleveltime90,
pcm,fftMag,fband250-650,sma,risetime,
pcm,fftMag,fband250-650,sma,leftctime,
pcm,fftMag,fband250-650,sma,lpgain,
pcm,fftMag,fband250-650,sma,lpc0,
pcm,fftMag,fband250-650,sma,lpc1,
pcm,fftMag,fband250-650,sma,lpc2,
pcm,fftMag,fband250-650,sma,lpc3,
pcm,fftMag,fband250-650,sma,lpc4,
pcm,fftMag,fband1000-4000,sma,range,
pcm,fftMag,fband1000-4000,sma,maxPos,
pcm,fftMag,fband1000-4000,sma,minPos,
pcm,fftMag,fband1000-4000,sma,quartile1,
pcm,fftMag,fband1000-4000,sma,quartile2,
pcm,fftMag,fband1000-4000,sma,quartile3,
pcm,fftMag,fband1000-4000,sma,iqr1-2,
pcm,fftMag,fband1000-4000,sma,iqr2-3,
pcm,fftMag,fband1000-4000,sma,iqr1-3,
pcm,fftMag,fband1000-4000,sma,percentile1.0,
pcm,fftMag,fband1000-4000,sma,percentile99.0,
pcm,fftMag,fband1000-4000,sma,pctlrange0-1,
pcm,fftMag,fband1000-4000,sma,stddev,
pcm,fftMag,fband1000-4000,sma,skewness,
pcm,fftMag,fband1000-4000,sma,kurtosis,
pcm,fftMag,fband1000-4000,sma,meanSegLen,
pcm,fftMag,fband1000-4000,sma,maxSegLen,
pcm,fftMag,fband1000-4000,sma,minSegLen,
pcm,fftMag,fband1000-4000,sma,segLenStddev,
pcm,fftMag,fband1000-4000,sma,upleveltime25,
pcm,fftMag,fband1000-4000,sma,upleveltime50,
pcm,fftMag,fband1000-4000,sma,upleveltime75,
pcm,fftMag,fband1000-4000,sma,upleveltime90,
pcm,fftMag,fband1000-4000,sma,risetime,
pcm,fftMag,fband1000-4000,sma,leftctime,
pcm,fftMag,fband1000-4000,sma,lpgain,
pcm,fftMag,fband1000-4000,sma,lpc0,
pcm,fftMag,fband1000-4000,sma,lpc1,
pcm,fftMag,fband1000-4000,sma,lpc2,
pcm,fftMag,fband1000-4000,sma,lpc3,
pcm,fftMag,fband1000-4000,sma,lpc4,
pcm,fftMag,spectralRollOff25.0,sma,range,
pcm,fftMag,spectralRollOff25.0,sma,maxPos,
pcm,fftMag,spectralRollOff25.0,sma,minPos,
pcm,fftMag,spectralRollOff25.0,sma,quartile1,
pcm,fftMag,spectralRollOff25.0,sma,quartile2,
pcm,fftMag,spectralRollOff25.0,sma,quartile3,
pcm,fftMag,spectralRollOff25.0,sma,iqr1-2,
pcm,fftMag,spectralRollOff25.0,sma,iqr2-3,
pcm,fftMag,spectralRollOff25.0,sma,iqr1-3,
pcm,fftMag,spectralRollOff25.0,sma,percentile1.0,
pcm,fftMag,spectralRollOff25.0,sma,percentile99.0,
pcm,fftMag,spectralRollOff25.0,sma,pctlrange0-1,
pcm,fftMag,spectralRollOff25.0,sma,stddev,
pcm,fftMag,spectralRollOff25.0,sma,skewness,
pcm,fftMag,spectralRollOff25.0,sma,kurtosis,
pcm,fftMag,spectralRollOff25.0,sma,meanSegLen,
pcm,fftMag,spectralRollOff25.0,sma,maxSegLen,
pcm,fftMag,spectralRollOff25.0,sma,minSegLen,
pcm,fftMag,spectralRollOff25.0,sma,segLenStddev,
pcm,fftMag,spectralRollOff25.0,sma,upleveltime25,
pcm,fftMag,spectralRollOff25.0,sma,upleveltime50,
pcm,fftMag,spectralRollOff25.0,sma,upleveltime75,
pcm,fftMag,spectralRollOff25.0,sma,upleveltime90,
pcm,fftMag,spectralRollOff25.0,sma,risetime,
pcm,fftMag,spectralRollOff25.0,sma,leftctime,
pcm,fftMag,spectralRollOff25.0,sma,lpgain,
pcm,fftMag,spectralRollOff25.0,sma,lpc0,
pcm,fftMag,spectralRollOff25.0,sma,lpc1,
pcm,fftMag,spectralRollOff25.0,sma,lpc2,
pcm,fftMag,spectralRollOff25.0,sma,lpc3,
pcm,fftMag,spectralRollOff25.0,sma,lpc4,
pcm,fftMag,spectralRollOff50.0,sma,range,
pcm,fftMag,spectralRollOff50.0,sma,maxPos,
pcm,fftMag,spectralRollOff50.0,sma,minPos,
pcm,fftMag,spectralRollOff50.0,sma,quartile1,
pcm,fftMag,spectralRollOff50.0,sma,quartile2,
pcm,fftMag,spectralRollOff50.0,sma,quartile3,
pcm,fftMag,spectralRollOff50.0,sma,iqr1-2,
pcm,fftMag,spectralRollOff50.0,sma,iqr2-3,
pcm,fftMag,spectralRollOff50.0,sma,iqr1-3,
pcm,fftMag,spectralRollOff50.0,sma,percentile1.0,
pcm,fftMag,spectralRollOff50.0,sma,percentile99.0,
pcm,fftMag,spectralRollOff50.0,sma,pctlrange0-1,
pcm,fftMag,spectralRollOff50.0,sma,stddev,
pcm,fftMag,spectralRollOff50.0,sma,skewness,
pcm,fftMag,spectralRollOff50.0,sma,kurtosis,
pcm,fftMag,spectralRollOff50.0,sma,meanSegLen,
pcm,fftMag,spectralRollOff50.0,sma,maxSegLen,
pcm,fftMag,spectralRollOff50.0,sma,minSegLen,
