,Classifier,F Beta Score,Hamming Loss,Jaccard Score,Cross Entropy Loss,Zero One Loss,Precision,Recall,Accuracy,F Measure
0,K Nearest Neighbors,0.3333333333333333,0.6666666666666666,0.16666666666666666,23.026117462417186,0.6666666666666667,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.2857142857142857
1,Linear Support Vector,0.39296187683284456,0.6,0.18181818181818182,20.72347906292779,0.6,0.3333333333333333,0.2857142857142857,0.4,0.30769230769230765
2,Gaussian Process,0.3333333333333333,0.6666666666666666,0.16666666666666666,23.026117462417186,0.6666666666666667,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.2857142857142857
3,Decision Tree,0.46705426356589147,0.5333333333333333,0.3333333333333333,18.420947276429096,0.5333333333333333,0.4444444444444444,0.5714285714285714,0.4666666666666667,0.5
4,Random Forest,0.4017094017094017,0.6,0.25,20.723532369423143,0.6,0.375,0.42857142857142855,0.4,0.39999999999999997
5,Multi-Layer Perceptron,0.4666666666666667,0.5333333333333333,0.2727272727272727,18.420893969933747,0.5333333333333333,0.42857142857142855,0.42857142857142855,0.4666666666666667,0.42857142857142855
6,Ada Boost,0.46705426356589147,0.5333333333333333,0.3333333333333333,18.420947276429096,0.5333333333333333,0.4444444444444444,0.5714285714285714,0.4666666666666667,0.5
7,Gaussian Naive Bayes,0.6101694915254238,0.4,0.5384615384615384,13.81583039693635,0.4,0.5384615384615384,1.0,0.6,0.7000000000000001
8,Linear Discriminant Analysis,0.3333333333333333,0.6666666666666666,0.16666666666666666,23.026117462417186,0.6666666666666667,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.2857142857142857
