fileName,speaker,label,PC1,PC2,PC3,PC4,PC5,PC6,Avg. Word Dur.,stressedVowels_F0,sonorants_F0,f0globalMean,f0globalSD,hnrglobalRange,sonorants_F1,hnrglobalMean,hnrglobalSD,sonorants_F2,Avg. Voca. Dur.,SyllPerSecond,stops_duration,Avg. Cons. Dur.,fricatives_CoG,unstressedVowels_F1,fricatives_Ske,fricatives_Kur,rmsSD,Intensity,totalPauses,rmsRange,duration,sound2silenceRatio
SBep4_c781-N,c,N,-1.9687773680015914,0.6785789446730174,0.09905057530172202,-0.8616812090047271,-0.9159042873485589,1.382367826105041,0.019705625755554,-0.5795668170284498,-0.7375258801090667,-0.9746740110396733,-1.291504460515368,-0.03828285200834115,-0.6816074115380711,0.4717969811194186,0.097111724165235,-1.1478586609758508,0.06898964262090786,-0.1906248041102044,-0.37593328724172,-0.1207295767063445,-0.007865169854225947,-0.5063367680697808,-0.15589205896724764,-0.39478285488045395,-0.3738050866432204,-0.6832655054044317,0.10169472916600751,0.2015250632032468,1.0313154414669843,0.2968993184138651
SBep14_d135-N,d,N,-0.39109116149208617,1.2995328173044753,-0.4041267583769484,-1.2632305599771003,0.6184713855984014,1.7908151199686622,0.3040492814237084,-0.3896292650920705,-0.5827498971992471,0.14542917168338856,0.05005803527327503,1.6548002154812342,-0.8701959686524271,0.2712401067010212,0.2976329033231235,-0.2003771177733415,0.3143207034357575,-0.4153218424315449,0.12653477783659894,0.17507932485805186,-0.0940253252939063,-1.0590165505847924,-0.4006461361904265,-0.4996820141002523,-1.9687953048820828,-0.5873764495482817,0.10169472916600751,-1.1047764000840934,-0.19815660421180117,-0.4217965912833171
SBep23_c307-I,c,I,1.2677398502928048,2.7540017035323547,-0.5069505422451358,0.8704857680029552,1.0682010106877686,0.03330653404110529,0.08568228564926632,0.8923189355339994,1.4063325111120442,1.354644154183983,0.22285466071645957,-0.18152447626303284,-0.06845619170636941,0.6466540551637369,0.4883413358367388,-0.6732150005187865,-0.08727090613876018,-0.23194537457887066,0.2897379714805662,-0.02030854685847809,-0.9725276683851538,-0.11471000172441483,1.8431871230269443,0.7668151365557493,-0.13473233826398537,-0.40977821545751714,-0.40904172874095757,-0.19004154164191378,0.029197692334663825,1.400894768099053
SBep3_d1258-I,d,I,-1.4871375416223607,-0.6666238923233816,-0.11006323283158814,-0.5291526120602903,0.17476437254191957,0.4527019198846563,0.2896475463041799,-0.7381102678270862,-0.34201303548964335,-0.10568630923144702,0.22046272682512322,-0.4201481750972586,-0.03237613586879619,-0.5216649541054516,-0.6124286349050477,0.9894756854879793,-0.5226307419598892,0.463895867022319,-0.3054453005056936,-0.1282688178956522,-0.0662667861008471,0.313015459404876,-0.21360909896201585,-0.18172632827887783,-0.8495548819588159,-0.2731026002392145,-0.47288378597932823,-0.2581229166041362,-0.35408587684869847,0.37040558478769975
SBep3_c234-N,c,N,-0.01848088464894834,-3.915962045231746,0.965884496977737,-1.6829213011375632,0.45671347854777605,-2.8764752661517603,0.1477779655492307,-1.4035674069051842,-0.6422542979446322,0.0846344262100803,1.4840411006525003,-1.67345170472523,0.3749412877714793,-1.7939756194818366,-1.6667660116649563,0.8211306145072742,-0.4156560187605994,-1.117131738581299,0.09301325749885572,0.5912993677762896,1.2252227075003772,0.17665662887671224,-2.4241272934009923,-0.6997206095118452,0.6564081406848619,2.5247605755855025,-0.7920940721711813,-0.5857666712767811,-1.1615847606927234,-0.959337165770302
SBep15_c82-N,c,N,-1.8791833664147721,2.9275455487639928,0.8051696784379964,-0.11474265455103308,-3.1809912969936422,0.058107906770484385,-0.12913520157223313,-0.09363307526784681,0.059784933660300334,0.012880143223447998,-0.34603144142636727,0.22086540500716276,-0.3849688306143886,0.7747396201626767,0.8576677700918799,-0.5036553274156899,0.24396477169680914,-0.2895943210751702,0.01713668797283902,-0.32923458049693477,-0.7756307625233253,-0.33241230313133563,0.22895510867723595,0.10061661635584832,0.6505446154026305,-0.7548953137437471,2.463850846985721,1.011224665458168,3.799228192233854,-0.38783353404192755
SBep4_c978-N,c,N,-2.030304238813251,1.1945639066013047,0.583072562841033,0.36108585791462133,-3.0948198558227116,-1.508676944185542,-0.4915252843299499,-0.6466835087045967,0.5018177814204435,-0.6442342108502702,-0.4643428991640293,-0.4998504430013141,0.2869119669450617,-0.07850329982423895,0.2498925071709278,-1.0743980694723876,-0.42039935927624755,0.38800463501290383,0.09322905515006097,-0.25298632881012334,-0.5955301233518212,-0.11192396983721828,0.05940385823948327,-0.04830554750431773,1.2303553711409994,-0.7709359113189287,0.6762732443113433,4.690574939085341,0.74910313911345,-0.5047764131534911
SBep19_d392-I,d,I,-1.4295870676922353,-0.4873733574647492,0.5002563633558422,0.6529405053939358,-0.625993829114284,-0.11874068095637066,-0.2774207740272628,-0.8886627957728582,-0.7405081773736156,-0.4351926887628312,-0.44134137985460753,-0.419518183350946,-0.7289711308054816,-0.7491687059091976,-0.6628280857417114,0.71904246827734,-0.3329533605671085,0.1565377454379506,-0.08883659764493773,-0.1586941838554265,-0.7435759932869414,0.8053921022256432,0.23409747594296385,-0.12810290591370055,0.28444634066468955,-0.7924908404824592,-0.025989385310733762,0.15572923342067913,0.11145978823609135,-0.6090069676383602
SBep28_c92-N,c,N,-1.3355602621079101,1.16815429191238,1.2287139076784759,-0.6579147148654554,0.23891888143635004,-2.101793820838606,0.1477779655492307,-0.66709114746771,-0.20679139759049125,-0.36942243555519066,0.13027425852171143,-0.580097690444445,-0.8626438940154163,0.6578784621782398,1.1475712239277078,-0.11458616096753814,0.05867803280427877,-0.36149329937060987,-0.13401411397894214,0.14334164345195913,-0.7526816434597312,-0.9293477896653253,0.13636683104224132,0.012817444830461974,1.8829289345429976,1.9644446512334959,-0.025989385310733762,-0.022959412852061142,-0.6650973866104857,-1.1576228050443385
SBep2_e368-I,e,I,4.736838009435681,-0.008641232585623406,0.4778096203095793,-0.2775164905372001,1.2654651581227936,-0.6865685146613589,2.29282184319966,1.2791017887498803,1.1933187760143147,2.814432805430176,2.9698564367717566,-1.026757344518921,0.30833381887786954,-0.44555122585974616,-0.7759057587495896,-0.15097957671527013,0.40738791838724686,-1.8205701150126177,0.09301325749885572,0.9301498273065597,-0.62941465773587,0.17665662887671224,-0.1047579397608927,-0.3547677172759968,-0.6168015253462525,1.0618829640399359,-0.7920940721711813,-1.012537688419141,-1.0231442800978618,1.400894768099053
SBep23_c695-I,c,I,-1.7815977436453347,2.1316913635411514,-0.08067949321511243,0.14154675781077497,-0.4682220514576037,1.0922357570267183,-0.3251045198428073,-0.4456725531139224,-0.014346748842398574,-0.05096234096190946,-0.10892145958222045,2.2243716301768073,-0.5318561844729796,0.08637428143851437,0.16425609536300034,-0.5843818019318181,-0.19331193208956213,-0.0009355306199020881,-0.23831534436957247,-0.2884004166434375,-0.8991724908200417,-0.8940596602851985,0.8808009230805931,0.11768177049660594,-0.9964087687463774,-0.4635761146760172,0.037852671927636874,0.2967123071692237,0.1967363340478983,0.40874936835277315
SBep3_c664-N,c,N,0.5632455680567269,-1.1870519783601545,-1.2592429953106057,0.561454922871464,1.0506463558745165,-1.6308209611273603,-0.5507984333253707,1.6024827405139686,0.37257700529914217,0.9855212646597419,0.8952437925289753,-0.8037639739186434,-0.8313451948909509,-0.8676701438385519,-1.2577235000478983,0.8266109596708436,-0.17848899297815998,1.5532740308807587,-0.1168775876039545,-0.3309665352443919,-0.042360815494355754,-0.837538557990907,0.03164022629762083,0.0037167925072660543,0.07944592535071418,1.6266683959659731,-0.7920940721711813,-0.6148480406210974,-0.9657202549455935,-0.4425358820468123
SBep4_c990-N,c,N,-0.15946368442811196,-0.18295618895641874,0.3684156775920043,-1.0832808006610635,-0.4134016449114324,-0.9022903554252675,0.47378028502404507,-0.659255804484837,0.15664681111245388,-0.022094355712708225,0.8611227874506724,1.3282937217430917,0.14726935506640895,-1.3282599005025717,-0.8184209728042057,-0.06359716655473047,-0.2970725058693801,-0.7360788756523834,-0.07114092127552044,-0.05609512885391395,-0.2095627292711807,-0.5896872998102327,-0.5214260018116401,-0.34737925113199447,1.4272706722741044,-0.2685408565778002,-0.47288378597932823,0.19654024521323946,-0.4045094026223173,0.3527950402526041
SBep16_c123-N,c,N,0.033247152657281454,-0.8641722562779101,0.40795058027639386,-2.2226971437634395,0.2094887749262406,-1.268748294619439,-0.06955691410064538,0.457159194042637,-0.3407982648861721,-0.043731542322016766,0.46978869655853556,-1.0151287871508223,-0.8012253694043443,0.18098817938055384,0.3135972226540819,0.2645714038226007,-0.17848899297815954,-1.0656971814541945,0.09301325749885572,0.8679791386824935,0.6366008009840984,0.17665662887671224,-1.6776914462973431,-0.8176877920507304,0.37293528828765926,0.27179717984052115,-0.7282520149328108,-0.19522595433251333,-0.8490784823803351,-0.3445462129360688
SBep4_d750-I,d,I,-3.056649155424105,-2.7077737468758656,0.4880735418472448,0.49332825656631896,0.999488504622465,-0.7732029617362409,-0.8768929983776445,-0.852637102238646,-1.216781024520994,-1.047117726845073,-1.2561023155752127,-0.9205437972507545,-0.36082889862338086,-1.3266899216347234,-0.8411121570584663,0.643155669177775,-0.3075501398448607,1.1386533151853853,-0.21773388247337933,-0.43903716812135773,-0.2841217589238586,4.001885808752515,-0.15492653265026524,-0.3332238660458066,0.8195916028121357,1.3326848358007928,-0.7282520149328108,0.03485567427232904,-0.8597909903263112,-0.6852134219538887
SBep13_c114-N,c,N,-1.9091168896888757,0.19794691691796537,-0.025092295797371045,-1.86043424748282,-0.30906308985728365,2.172522068483405,-0.10468999614930968,-0.7050467364671736,-0.5072234256830761,-0.8818223017161924,-1.0120066369534304,0.5326892362252681,-0.2984096084914859,0.38044677599692894,0.2184693270759356,-0.3379668591504806,0.009268235766271355,-0.2384599700381763,0.10414824946361889,0.08554064676494763,1.021701425587252,0.09683214253238248,-1.0830158684495357,-0.5682697614601229,-0.9605454249839046,-0.6783703451906175,0.16553678640437813,-0.6628366218587463,1.1824863675511341,1.4444099172107319
SBep3_c453-I,c,I,0.42104801718888357,2.347100090855692,-0.9816410044714389,-0.30219249976834595,-2.221866720468101,0.18256246832565873,-0.20786092842329332,0.6215181762111988,0.6691439065542505,0.8330808590301473,0.2967872183790704,2.2947901529706556,-0.5345055779723421,0.3037432972604602,0.3062902580127506,-0.5292283586958578,-0.18761080166210067,-0.21904664752320474,-0.25879726475257864,-0.10738692239089279,-0.2760796504786774,0.23541220216486325,0.2599523049214108,-0.08968986016267944,0.06785974932526873,-0.735824872539666,0.548589129834602,1.5093506920654163,1.3698556053690127,0.5329259317948364
