,PC1,PC1,PC2,PC2,PC3,PC3
,Features,Correlation,Features,Correlation,Features,Correlation
0,Avg. Word Dur.,0.2657796415629572,hnrglobalRange,0.25495200956099573,Avg. Voca. Dur.,0.3195660982154212
1,stressedVowels_F0,0.32585509872070373,sonorants_F1,-0.2663540472262214,SyllPerSecond,-0.3420585564380395
2,sonorants_F0,0.3087117775255648,hnrglobalMean,0.34719531289474864,stops_duration,0.3601739598814711
3,f0globalMean,0.37415687498508254,hnrglobalSD,0.3474173175970063,Avg. Word Dur.,0.43843780893374495
4,f0globalSD,0.3269381594362809,sonorants_F2,-0.28997428442872186,Avg. Cons. Dur.,0.3694673823447602
