,PC1,PC1,PC2,PC2,PC3,PC3
,Features,Correlation,Features,Correlation,Features,Correlation
0,Avg. Word Dur.,0.2657797514875556,,,Avg. Voca. Dur.,0.3195388828367496
1,stressedVowels_F0,0.325855113897177,,,SyllPerSecond,-0.3420565377724745
2,sonorants_F0,0.30871177420501206,,,stops_duration,0.36019718045192217
3,f0globalMean,0.37415688628646515,,,Avg. Word Dur.,0.43842834843755957
4,f0globalSD,0.32693817998417013,,,Avg. Cons. Dur.,0.3694735949723056
