fileName,speaker,label,PC1,PC2,PC3
SBep16_d456-I,d,I,-3966.65273925156,-13.226498066473342,4.723425952618945
SBep16_d63-I,d,I,-3966.157200172336,16.72498499962344,-5.018932758767245
SBep3_d468-I,d,I,-3965.968614755423,29.5711876653372,-10.228903355382245
SBep3_c899-I,c,I,-3967.9624999828684,31.03796747566438,-12.581154785232222
SBep27_c324-I,c,I,-3967.4374711663295,-11.485799646704983,2.726845790954093
SBep2_d431-N,d,N,-3966.6345517874934,-35.523616592207276,12.949906164779842
SBep21_s937-N,s,N,-3966.2774359514246,-6.99014022775067,2.0674888703214327
SBep6_d518-I,d,I,-3966.8437053230537,-8.765791128782482,2.6054992799822063
SBep21_d500-I,d,I,-3967.077442459107,-3.1453883470647646,1.477114868798152
SBep21_d1271-N,d,N,-3965.8946597468102,-21.986312707888157,6.949873777599989
SBep6_j520-I,j,I,-3967.0136914467425,-6.146788932999742,-0.2392881009989248
SBep19_c341-N,c,N,-3967.4304704786955,-11.694108582399547,2.7798105702261795
SBep23_o186-N,o,N,-3966.0486702724543,-19.511866520797692,7.27103959449913
SBep19_c146-N,c,N,-3967.448361596947,-12.38135547722355,2.497504616906833
SBep16_d560-N,d,N,-3965.972026600057,-3.300392896166998,0.5353415151951788
SBep13_c336-N,c,N,-3967.8750429719685,-35.07949881962579,11.16849698646507
SBep21_c593-I,c,I,-3966.533257513778,0.06724479591528254,-1.1757783704572626
SBep28_c498-N,c,N,-3965.768046765353,-4.874692943228526,-0.18693721745921058
SBep16_q199-N,q,N,-3967.6433750722376,11.374411567404794,-4.84119989394332
SBep13_c669-N,c,N,-3967.838321967433,48.18012787956705,-16.67970652390878
SBep3_f116-N,f,N,-3967.8287545811268,-25.536674855949006,7.295089885041025
SBep14_c288-I,c,I,-3966.5763444796776,5.51183724643781,-3.2025789679011427
SBep13_d477-N,d,N,-3965.1154589763137,23.38771083762502,-9.050912449393667
SBep21_d202-I,d,I,-3967.108640613961,11.951263714631585,-4.325649614751735
SBep6_d727-I,d,I,-3968.093966337143,14.625214482139679,-5.555621376352052
SBep23_c1021-N,c,N,-3967.459149920431,20.190933507557048,-7.159157753067098
SBep3_c300-I,c,I,-3967.3632201425135,36.64787791949316,-14.336474957856666
SBep4_c986-N,c,N,-3964.1808669164943,46.22635994430562,-16.5903058364599
SBep3_c809-I,c,I,-3967.619473759529,90.99858164232396,-30.623984477615853
SBep6_c728-I,c,I,-3967.4241062785113,-0.08345473161825306,-2.2890934595024732
SBep28_c427-N,c,N,-3967.2423743682425,7.764923833022835,-3.766248841125943
SBep19_c26-N,c,N,-3965.7308160454804,8.892226057583299,-4.329787837779371
SBep3_f226-N,f,N,-3967.379437976258,-16.508765304948227,5.2166852711815315
SBep21_d1306-N,d,N,-3966.172622206646,-16.51879742906849,5.138015907769751
SBep21_s1068-I,s,I,-3964.068948900677,26.918826460459712,-9.547735215633505
SBep6_j547-I,j,I,-3966.733402912646,24.308912295067902,-10.514166329787578
SBep6_d211-N,d,N,-3965.5896487840077,29.763879901642,-10.007805618745788
SBep16_c478-I,c,I,-3966.606600341388,-12.223476649080016,3.6494729922602582
SBep21_d335-I,d,I,-3968.228013187798,46.12866157943485,-15.822917479065028
SBep16_c427-I,c,I,-3966.4891710997645,5.316197100020676,-2.6169599963520342
SBep23_c625-N,c,N,-3966.8619681769997,11.51057822070312,-3.781943548546439
SBep21_d634-I,d,I,-3966.820026614648,-0.863305522769754,-1.0334350754341013
SBep2_c482-N,c,N,-3966.992991101898,55.32937304942884,-14.787838964145639
SBep15_c99-I,c,I,-3966.1120641438006,6.771011747890575,-2.9324421350441776
SBep21_c1600-N,c,N,-3967.8484646102984,-17.917962656181857,5.949156317983418
SBep23_c87-N,c,N,-3967.729104862972,-6.419804089986349,-0.14113506612387758
SBep23_d1352-I,d,I,-3965.7414246739927,11.152936249572578,-4.755969451016131
SBep21_c1866-I,c,I,-3967.3390448666164,37.65744018539591,-13.815999595551927
SBep16_d239-I,d,I,-3966.446418883683,-4.544041373110841,2.5223120597649267
SBep3_d317-I,d,I,-3966.850976731066,-5.282662267994479,0.4020450591530317
SBep16_d450-I,d,I,-3965.493847663679,7.781847325293036,-3.042959496849497
SBep3_d1265-N,d,N,-3968.3447294059783,116.88762567992717,-41.102184234929126
SBep4_c786-N,c,N,-3966.251118960757,15.684135326813616,-4.0094096730854245
SBep21_d216-N,d,N,-3966.440667765662,17.54040030672877,-5.865820337149803
SBep2_d598-I,d,I,-3966.9872380586553,-18.23332735207033,6.789697697479129
SBep3_d638-N,d,N,-3966.56194215223,-24.074929852904916,7.987104918056767
SBep14_d438-I,d,I,-3966.693538531392,-0.36304065603417424,-0.8692277213892314
SBep23_d142-I,d,I,-3966.97517723513,-19.06929237672071,5.074107195044277
SBep6_d1034-I,d,I,-3965.000646147339,-4.808713958935622,0.2966187126935547
SBep2_d230-I,d,I,-3966.1242937120246,13.102783175065031,-5.92335614481416
SBep21_d948-I,d,I,-3966.698161895106,29.89104765975387,-10.447175633804122
SBep21_c1398-I,c,I,-3967.041890782847,-21.38471825401411,6.2438913794500355
SBep3_f74-I,f,I,-3967.044908737461,14.871902324306252,-5.237164359422776
SBep13_d324-I,d,I,-3967.774296244725,-8.714308235273263,2.506297887016313
SBep13_c739-N,c,N,-3968.1170838878716,39.85850807998448,-13.31021741447541
SBep23_o333-N,o,N,-3965.582200770982,20.03142013280945,-8.578508014172153
SBep21_c1768-I,c,I,-3964.9941768606777,10.319808527503623,-3.456532469964559
SBep21_s1431-I,s,I,-3967.2650222083216,-12.493363890550322,3.0906662614961293
SBep13_c185-N,c,N,-3968.071225320305,-42.358485731842315,13.64921278719372
SBep16_q114-N,q,N,-3966.9877203582128,41.45538917005017,-14.574593099631388
SBep19_c315-I,c,I,-3966.1154348077366,1.0070956200643062,-1.7863810520840762
SBep23_d769-N,d,N,-3967.7589849642336,-12.282673150832704,3.653971104362322
SBep3_d595-I,d,I,-3966.476649787622,14.314207760393758,-5.428581275717789
SBep3_c1273-N,c,N,-3966.5395720820206,-1.7185480543848155,-0.028836442066214954
SBep4_d1135-I,d,I,-3967.893036677205,-9.138675051123423,1.9152784970216956
SBep3_d1161-I,d,I,-3967.5576759949054,15.517610763665862,-6.170180804432875
SBep4_c1157-I,c,I,-3967.242807764859,-14.566080727939587,4.930898780954198
SBep14_c106-N,c,N,-3966.605356164981,-18.797653858844985,4.701823879875923
SBep28_d118-I,d,I,-3965.190201576318,-12.874651724381447,3.1722902798724193
SBep21_c1244-I,c,I,-3965.49336001117,44.920212643292864,-16.386771532482406
SBep28_c374-N,c,N,-3967.0277474780164,-49.627115387518536,15.529028591419117
SBep21_d138-I,d,I,-3966.1202728687445,4.647360606999769,-0.805370063395647
SBep14_c679-I,c,I,-3966.862636974717,1.4056610287062166,-0.1296881989394059
SBep2_d74-N,d,N,-3965.9709411991334,3.795653280108123,-1.5956272893984929
SBep15_c404-N,c,N,-3967.158928605201,-42.032203035611985,13.03273907656789
SBep15_c108-I,c,I,-3968.0346541397453,-18.896983160001064,4.856104751690214
SBep16_q316-N,q,N,-3967.8523274796908,23.905522691034566,-10.000692019399658
SBep28_c130-N,c,N,-3966.984653191495,-57.14645175426684,18.30235044855716
SBep2_d322-N,d,N,-3968.173368051422,-20.373488357690174,5.253479824119909
SBep15_c655-I,c,I,-3965.4123598358515,-2.670107983668214,0.08064000362730211
SBep6_c307-N,c,N,-3964.1036942776063,8.985035174781693,-2.4968381405062487
SBep16_q556-N,q,N,-3965.3902646793654,8.035399961616879,-3.196188410222278
SBep6_j222-I,j,I,-3967.4526642812643,1.8563354671701289,-2.1638022452039545
SBep3_c131-N,c,N,-3968.0266733794665,-13.137398008079181,3.0681496693948604
SBep23_d845-N,d,N,-3966.1718492031537,24.759947173651263,-8.14603492295724
SBep6_j509-N,j,N,-3968.325647663244,46.90963454246229,-16.781951384248554
SBep6_d299-I,d,I,-3961.8275755064333,28.93326917277473,-9.69466717251203
SBep28_u123-I,u,I,-3967.748267576908,-16.384230735829156,5.740772922768537
SBep23_o943-N,o,N,-3966.498945070908,9.014522342195535,-3.4389615055683107
SBep3_d618-N,d,N,-3964.9576900052202,3.9063955180301577,-1.2725778900779516
SBep13_d301-N,d,N,-3966.3166403556975,-26.397083436451844,8.712745600852362
SBep19_d25-N,d,N,-3964.6216958166283,-15.38004398452523,4.2545602562112785
SBep15_d456-I,d,I,-3966.961272823539,-17.93556540495643,4.710115394562845
SBep14_d371-I,d,I,-3967.3974991168698,23.280022137483613,-9.128679313222312
SBep27_c339-I,c,I,-3967.4033708779293,-9.576760027374503,1.95483156622216
SBep21_s1938-I,s,I,-3966.8023291911313,36.07750481378739,-13.599275269794292
SBep23_c1191-N,c,N,-3966.157849875366,-12.723953489072205,3.728089345697463
SBep13_c506-N,c,N,-3966.9955510604295,-30.354043147088834,9.961368599125954
SBep3_d197-I,d,I,-3968.41354108691,46.888820829699654,-15.28930422888145
SBep23_c1065-I,c,I,-3966.974558552972,18.909643830726708,-8.250361637201024
SBep16_q437-N,q,N,-3967.7440742477515,0.9266251649060459,-0.006920216772464178
SBep23_o143-I,o,I,-3967.9554963238975,-9.778255547116043,2.3590949191549666
