fileName,speaker,label,PC1,PC2,PC3,logHNR_sma_de_linregc1,logHNR_sma_kurtosis,logHNR_sma_de_qregc1,F0final_sma_qregc3,F0final_sma_qregerrQ,audSpec_Rfilt_sma[24]_lpc0,audSpec_Rfilt_sma[23]_lpc0,jitterDDP_sma_qregerrQ,audspecRasta_lengthL1norm_sma_lpc0,audspecRasta_lengthL1norm_sma_upleveltime50,shimmerLocal_sma_de_qregc1,jitterDDP_sma_qregc3,F0final_sma_de_qregc1,F0final_sma_de_qregc2
SBep6_j520-I,j,I,-3967.0136914467425,-6.146788932999742,-0.2392881009989248,0.28384820616506357,2.1445937254527587,-0.1609627281259243,0.9420855380545947,-0.20487219273836177,0.2962976485469052,0.36425523219398903,-0.6438190552090118,-0.031602762579294105,-0.7897590912932478,-0.04884955550098172,-1.0159020682685185,-0.013030724556612468,0.1051540927953019
SBep19_c341-N,c,N,-3967.4304704786955,-11.694108582399547,2.7798105702261795,0.30583612121216275,-0.18640414816977832,-0.16384513872801099,-0.36719899174437676,-0.6218276238148918,-0.16908554973313444,-0.18266706219833012,-0.3653036399582851,0.44388050753995056,0.2769989320968372,-0.04873468190502755,-0.01970373780959919,-0.012913106621430252,0.08045553581301121
SBep23_o186-N,o,N,-3966.0486702724543,-19.511866520797692,7.27103959449913,0.24202696557463138,-0.25445355667418046,-0.14857660653443708,0.015570979488019774,0.7600643886970193,0.6396774052693711,-0.05871995556944374,0.36984192320606296,-1.1927488258552648,-0.6850752868932757,-0.05030836731360711,-0.0552884872506271,-0.013301291298192675,0.13309887700999512
SBep19_c146-N,c,N,-3967.448361596947,-12.38135547722355,2.497504616906833,0.29939403036676127,-0.1271965907956892,-0.16276704797803243,0.5099365038148121,-0.6396204924501732,-0.07772720746290974,-0.04981668981605026,-0.8547875285938394,0.24742871350329362,-0.27758273379897136,-0.048850989885922944,-0.8809157071108917,-0.012908381442571969,0.07961307846381314
SBep16_d560-N,d,N,-3965.972026600057,-3.300392896166998,0.5353415151951788,0.25932457834117534,-0.39271811499378534,-0.15036102680540064,-1.037890857347193,0.8365921244078874,-0.4283480144321886,-0.19534746330598546,-0.32848525126673056,-0.1816754944707204,-0.4329893577839192,-0.052340856494206944,0.14684690228259786,-0.012438590609066756,0.03054272437501667
SBep13_c336-N,c,N,-3967.8750429719685,-35.07949881962579,11.16849698646507,0.2925177711873563,-0.34437994977467584,-0.16211075177763465,-0.29243783531478745,-1.066341689657572,-0.5343283174131612,-0.11392797125861165,-0.46503911408193166,-0.8068448756571297,-0.6761741183568228,-0.04883663679438725,-0.3992993911497979,-0.012962851298748697,0.08937972075206745
SBep21_c593-I,c,I,-3966.533257513778,0.06724479591528254,-1.1757783704572626,0.2470407502432556,-0.17625563043308354,-0.1506266892354567,-0.3959830123053972,0.27539804778687127,-0.036895751146395636,-0.2539670605547968,-0.49169651597342395,0.0694105232310086,-0.38766862206179686,-0.04902976711317331,-0.4495470781120768,-0.013636490255400667,0.15855136496963998
SBep28_c498-N,c,N,-3965.768046765353,-4.874692943228526,-0.18693721745921058,0.2845620878011466,0.3286724924238021,-0.1607899567258305,0.4261330546272122,1.0406677607380388,0.16696094687561244,-0.2511048251142889,-0.7495573303791169,0.5840940575771207,-0.2538386948452209,-0.04888115484353224,-0.31786319396715307,-0.012810304382192234,0.06224724228281112
SBep16_q199-N,q,N,-3967.6433750722376,11.374411567404794,-4.84119989394332,0.33411611845263794,0.8069517478061965,-0.18330817261073382,-0.8400569410322313,-0.8347250547246765,-0.7343907597105651,-1.0084744082144708,-0.167533062672098,-0.4658055472914039,-0.5549639699312819,-0.04702348923862267,-0.11612271212697653,-0.011198357970524417,0.04876385926195346
SBep13_c669-N,c,N,-3967.838321967433,48.18012787956705,-16.67970652390878,-1.170709256659286,-0.35772527951588373,1.2695408257175136,-1.9608573484791958,-1.0297752888797085,0.5066080069745668,0.9405568819744128,-0.4676117628271136,0.7430932164243436,2.8637884534567672,0.006003293084041109,2.2923000554815682,0.05577350069736091,-1.472178166312894
SBep3_f116-N,f,N,-3967.8287545811268,-25.536674855949006,7.295089885041025,0.2905845726869625,-0.31165303572765474,-0.16179599775647002,-0.23912654043092677,-1.02007883887715,-0.2955920781709756,-0.017362366987514984,-0.6860049991694915,-0.12635901252109133,-0.3860226324634988,-0.04883332412011801,-0.5655397047605184,-0.012931031290264693,0.0822284715236854
SBep14_c288-I,c,I,-3966.5763444796776,5.51183724643781,-3.2025789679011427,0.26976467440225255,-0.22363534548729336,-0.15747573510969073,-1.427479183252356,0.23222766822911692,0.2823662315601167,0.21937864768234258,-0.2073620340005333,1.1211517810760812,-0.3276285555940637,-0.04894987775248207,-0.022733692896211154,-0.012600918605720617,0.03992675683853433
SBep13_d477-N,d,N,-3965.1154589763137,23.38771083762502,-9.050912449393667,0.1338464884629068,2.5910897816241247,-0.09061568839147084,-0.2750752926530755,1.6932281932307198,1.8609927137728306,1.7522835527640654,0.12844944825607332,1.3659662617047652,-0.08193682086165915,-0.05122293521539654,-1.1231339344299758,-0.013988110619629906,0.1502389816970209
SBep21_d202-I,d,I,-3967.108640613961,11.951263714631585,-4.325649614751735,0.22125557898411002,-0.11816906446289915,-0.13647924531372824,-0.6729736573669127,-0.2999888814884222,0.7144583194837109,0.7402138555493475,0.4804469027139877,1.0681454345657917,0.5611432892968904,-0.04835542910949342,-0.22153763770434767,-0.013401712841869275,0.10839016791993394
SBep6_d727-I,d,I,-3968.093966337143,14.625214482139679,-5.555621376352052,0.08724148196730952,-0.39066407049357565,-0.05515781762436396,1.9006386716517143,-1.2850962323974988,1.04313601139317,1.058999103855856,-0.18104411717316848,1.2022064977413813,1.0278398325876943,-0.050156302309685825,1.0223501341937147,-0.019003893842808203,0.4818003135422828
SBep23_c1021-N,c,N,-3967.459149920431,20.190933507557048,-7.159157753067098,-0.03369254458766471,1.0051809978913568,0.007522368898685459,1.2049526061989124,-0.6503112289407438,0.3407706218978658,-0.28594210174149887,0.35798843582802414,0.12527617982998127,0.13033695610539975,-0.051450713035148185,-0.14425475673173044,-0.01082079493855199,0.012979061491790839
SBep3_c300-I,c,I,-3967.3632201425135,36.64787791949316,-14.336474957856666,0.39393958141122176,0.8161927603888554,-0.22075845748483558,-0.02301351563919374,-0.5545155205989799,1.3850898635815656,0.875545932026207,-0.3403792872268593,1.639161002960106,0.7719828700754019,-0.05210720447480935,0.6157614421911625,-0.006749048389347095,-0.2317838166555805
SBep4_c986-N,c,N,-3964.1808669164943,46.22635994430562,-16.5903058364599,-0.3241920146177458,0.27488275842123533,0.2527950032738564,0.3676333391106362,2.627881243451434,1.170540684540244,1.2767775231434468,-0.04450466038088902,1.590446545212791,1.3722972651189862,-0.05792514226566931,2.129056964569613,0.012870386305502768,-0.7177614185067855
SBep3_c809-I,c,I,-3967.619473759529,90.99858164232396,-30.623984477615853,0.49840221602521595,0.6097616150107388,1.6288785109172534,-0.5117927707436443,-0.8108062674602888,2.5255631333230393,2.2237847374791895,1.5974321579086557,2.293651585835484,1.967470593003312,-0.20067789512005343,1.714054155281127,0.16391175984999048,-2.683632489013153
SBep6_c728-I,c,I,-3967.4241062785113,-0.08345473161825306,-2.2890934595024732,0.2780537687995081,2.0281876445584692,-0.15934029571602176,-0.20994057403838795,-0.6153904787727341,-0.6351250349988692,-0.29372662056927545,-0.8211296280236915,-0.29832832937713705,-0.6661285398480016,-0.04900314604922864,-0.7774565597417616,-0.012750384528396722,0.052839902731093284
SBep28_c427-N,c,N,-3967.2423743682425,7.764923833022835,-3.766248841125943,0.2525269732430876,0.12695896569237342,-0.15155402419691613,-0.6726822090276615,-0.4337296963173051,1.616620597162506,1.5710653362176301,-0.10040067367667008,0.21465037787397095,-0.6776382511781409,-0.04879382254454787,-0.08874477484885021,-0.012449620750371633,0.03932538884864692
SBep19_c26-N,c,N,-3965.7308160454804,8.892226057583299,-4.329787837779371,0.2444102537689501,-0.2318021877964666,-0.14932061483812764,0.6083503334718703,1.077950883184485,0.2958159936555181,0.6838012893355492,-0.21448928727064878,0.6821091024036328,0.08251984756546582,-0.049052559018359025,-0.03908681189902422,-0.011904552773513037,-0.01333337867663532
SBep3_f226-N,f,N,-3967.379437976258,-16.508765304948227,5.2166852711815315,0.24464442386616167,0.4341618068292188,-0.14988374263687387,-0.1865636323863512,-0.5707109241173056,-0.18790718049952498,0.05310295020457199,-0.2115940448684079,-0.8914467740651688,-0.5833109363785356,-0.04928804716072163,-0.20057051442122825,-0.01126559837849124,-0.09644144117674952
SBep21_d1306-N,d,N,-3966.172622206646,-16.51879742906849,5.138015907769751,0.28014500071453174,-0.09633920274457428,-0.15987520311749312,-0.40293571169862885,0.6360485802591208,-1.4421880315611875,-1.2062225104113429,-0.04237054386062653,-0.04174495181247065,-0.4910464578776553,-0.048977474925624515,-0.7523440734073147,-0.012559438681144825,0.029489105083742827
SBep21_s1068-I,s,I,-3964.068948900677,26.918826460459712,-9.547735215633505,0.32965698507368973,0.11944032698144733,-0.17602606716117591,-1.0215791612016014,2.7396759004634257,1.898549689536301,1.7319585079264357,0.6958021251426115,0.39012711510546916,1.006731394163942,-0.04988298751054502,-0.5437536856640823,-0.012687751167461982,0.062257353431525185
SBep6_j547-I,j,I,-3966.733402912646,24.308912295067902,-10.514166329787578,0.2149902174306733,15.457863313673927,-0.138101389026431,-0.4216200950159558,0.07526657832920926,2.085146142862283,2.294416838590071,-0.5103018715642269,1.4409351502712897,2.0701674433686517,-0.04928124225469999,0.3737835679844934,-0.011805003968597173,-0.03312457708902718
SBep6_d211-N,d,N,-3965.5896487840077,29.763879901642,-10.007805618745788,-0.2714006736198815,-0.3550481770298969,0.22186364679937245,-0.7278642789515212,1.2189939432815586,0.9801852625057645,1.0416271751937858,0.5694156927160001,1.3675709837103651,0.13033695610539975,-0.029536747270674367,1.4889688081877435,0.03700002087402245,-1.0308649116928863
SBep16_c478-I,c,I,-3966.606600341388,-12.223476649080016,3.6494729922602582,0.24983952153363648,-0.4071365588927554,-0.15081422138685893,0.11351349828872033,0.20210804959199077,-0.9135094564554149,-1.2616808289071038,-0.31866057376216406,-0.09635695588994203,-0.46576041973417825,-0.04938307593523499,-0.2239643880843384,-0.0111133493534564,-0.08316611631169114
SBep21_d335-I,d,I,-3968.228013187798,46.12866157943485,-15.822917479065028,-0.7651141962578665,-0.24968509359907853,0.67124756297605,-0.5847420499854281,-1.4193635986363649,2.6011033623073283,2.7594779300998513,0.7146766386313291,2.2128216378405487,3.912670902982276,-0.07745057059980924,-0.08935550890639513,-0.0001665716086918899,0.03183528336768279
SBep16_c427-I,c,I,-3966.4891710997645,5.316197100020676,-2.6169599963520342,0.25199436815608084,-0.3461094147091252,-0.15223457323507236,-0.6441259374983569,0.31947447841448096,0.33974291974993537,0.5891974904289095,-0.033518894249324194,0.8077699920139815,-0.35180671462699364,-0.048816414746480526,0.406812981962693,-0.0126118214824343,0.07221292164308736
SBep23_c625-N,c,N,-3966.8619681769997,11.51057822070312,-3.781943548546439,0.22372826960859274,-0.3235300125742999,-0.14618252153880598,0.32165959627050883,-0.05327637319383721,1.3681098544587094,1.3988077570617978,0.7003782236378473,1.2110234639919424,0.5085703605190889,-0.05343077897008506,0.25400719452434795,-0.0011274207212827153,-0.5500457567274065
SBep21_d634-I,d,I,-3966.820026614648,-0.863305522769754,-1.0334350754341013,0.2761110253838963,-0.09729544009557668,-0.15932138201515117,0.004455930468628889,-0.011347295614032462,1.8246522385719361,1.2198998912687165,-0.28123496890317023,0.4813520878514432,-0.6122603021837851,-0.048731452858643706,-0.479228049968193,-0.012580860068698983,0.03114201473160667
SBep2_c482-N,c,N,-3966.992991101898,55.32937304942884,-14.787838964145639,0.6723765552390135,-0.10564539275475499,-0.7719221581888221,1.4775357073148112,-0.18418480925945074,1.5429608828103076,1.558379096403533,4.741323896550356,2.501155402744988,3.5385939053309343,-0.12324497783935555,1.087038169422697,0.1358335466208432,-1.424516269121147
SBep15_c99-I,c,I,-3966.1120641438006,6.771011747890575,-2.9324421350441776,0.2145501061087417,-0.32668699392866085,-0.1305890500199479,0.8978335971000592,0.6967173645845094,-0.09749926953904217,0.09346161227134243,-0.15410467020670718,1.0665397769986087,-0.6365878915045278,-0.05048950554040312,0.3993607279857557,-0.015986465238549553,0.2557457772687891
SBep21_c1600-N,c,N,-3967.8484646102984,-17.917962656181857,5.949156317983418,0.25864158542597765,-0.3898251625703575,-0.15416887300901222,1.4441204590086476,-1.0396562906850941,-0.2440622167375562,-0.09782735746004936,0.048602892557880334,-0.4136386334116496,-0.7086900770124297,-0.04921135712431563,-0.16638369943968914,-0.01331293316448671,0.13501508017889363
SBep23_c87-N,c,N,-3967.729104862972,-6.419804089986349,-0.14113506612387758,0.2871412679189016,1.4447850440145438,-0.1610842155286217,-0.845192193549461,-0.9204907547906657,0.07272143261873391,0.09065090976160399,-0.8809548035265611,0.28399303296947054,-0.2194742512390473,-0.048904456731251114,-0.6538739596233828,-0.012961620150947156,0.08810266367397773
SBep23_d1352-I,d,I,-3965.7414246739927,11.152936249572578,-4.755969451016131,0.2241176792944915,0.10917729612556493,-0.13963856976328998,-1.7662106062104606,1.0671344549039419,-0.1531883626227844,-0.3252129874124766,-0.17351579654285684,0.5634918220628715,-0.508238877393367,-0.049937072596115004,-0.6821202068981322,-0.012754567530390575,0.05886621464041562
SBep21_c1866-I,c,I,-3967.3390448666164,37.65744018539591,-13.815999595551927,0.009964207137814698,-0.12168351584413106,-0.024064696256731303,0.2625019853429907,-0.5303051087254506,1.080254088795721,1.44334236351849,-0.20363589085768902,0.7187655746857546,0.9746079672048874,-0.05593522545737326,-0.5040599575202014,-5.081626238948651e-07,-0.4172574257545721
SBep16_d239-I,d,I,-3966.446418883683,-4.544041373110841,2.5223120597649267,0.13456501202700177,-0.20516704982638406,-0.0628668200365584,1.0929631417082704,0.36229628438961725,-0.714322235185244,-0.7667781087731069,0.4853076237196035,-0.28432952140757634,-0.2021758766624508,-0.040289889459130174,1.800975326810788,0.002422483222348946,-0.13908621012096245
SBep3_d317-I,d,I,-3966.850976731066,-5.282662267994479,0.4020450591530317,0.2923059152479115,-0.08099580263651433,-0.162002128964218,-0.8905957795725934,-0.0423367647750757,0.02009921910276318,0.22373889211038525,-0.2709332357194173,0.40928016572732695,0.4818506027611403,-0.04890905458072206,-0.971025603842597,-0.012850167702305678,0.06798248370326161
SBep16_d450-I,d,I,-3965.493847663679,7.781847325293036,-3.042959496849497,0.2546576103195023,-0.2925639451860904,-0.14927190136753693,0.619817809313354,1.314925936031564,0.5451378225908523,0.8031030703479511,0.06937218927870116,0.6774633374718109,-0.2961145598921255,-0.05440342626537198,1.649303180088736,-0.006183487878938964,-0.2521950006309029
SBep3_d1265-N,d,N,-3968.3447294059783,116.88762567992717,-41.102184234929126,-9.685879044360572,0.09790441747289476,12.193759917984973,-1.913812801073577,-1.5361270290136242,2.353741121828501,2.4440831932384364,-1.2945183572414265,2.841028787487639,2.2916707095064828,5.33705338430974,3.514300635448031,-3.379171931968394,4.19884123447664
SBep4_c786-N,c,N,-3966.251118960757,15.684135326813616,-4.0094096730854245,-0.19846147360276734,-0.3715516951148643,0.15197414804471066,-1.860453229156739,0.5574001914506196,0.8396666978399555,0.512146873940839,1.639371174351641,1.03279336902106,0.12042262026149282,-0.06807632523823996,-0.5131844307427255,-0.03645339516654408,0.5940233199361109
SBep21_d216-N,d,N,-3966.440667765662,17.54040030672877,-5.865820337149803,0.016891614807782673,-0.1415225491319952,-0.00037201371952608555,-0.8842293378766031,0.3679485928596341,0.6411409149446953,1.3351282860391323,0.7023525391626317,0.5217458947680909,0.5796030457185597,-0.06150929552786947,0.17769086579782908,0.0032904255606920505,-0.4292799377412929
SBep2_d598-I,d,I,-3966.9872380586553,-18.23332735207033,6.789697697479129,0.2549413540800019,-0.3889829857175182,-0.1510344095800727,-1.284297480259428,-0.17866796618079905,-1.4220015402228956,-1.489317269379728,0.2985457333298858,-0.2709341506591838,-0.3328059007391037,-0.05019083363866515,1.0105682780060852,-0.013858831531029157,0.17914602968820253
SBep3_d638-N,d,N,-3966.56194215223,-24.074929852904916,7.987104918056767,0.2869461227232737,-0.38470144228228187,-0.16135690951648146,-0.5312163221059998,0.24669183387399962,-0.05893957586532219,-0.11479286138240799,0.1836631315524392,-0.1873707256085068,-0.6652027801164764,-0.04883569455977597,0.09187970995521615,-0.012789471802581864,0.05703602351133145
SBep14_d438-I,d,I,-3966.693538531392,-0.36304065603417424,-0.8692277213892314,0.3112976455493993,-0.06059989461489359,-0.1664182322230559,-1.3368759450193113,0.11501619739965127,-0.5540707590013201,-0.8192617332651533,-0.15224546478840134,0.8743132129621227,1.7535792847184901,-0.04827669928550678,-0.2544916680014448,-0.014277249250008507,0.21497376719187666
SBep23_d142-I,d,I,-3966.97517723513,-19.06929237672071,5.074107195044277,0.2991203597476681,-0.3557891176469326,-0.1626882797317015,-0.4523305234795363,-0.16650578396999596,-1.0487218326626955,-0.8018057780016828,-0.6924290268031101,0.295202697969089,-0.05515063451312477,-0.048801131937721856,-0.5360824493072914,-0.01286741029016959,0.06456973950455738
SBep6_d1034-I,d,I,-3965.000646147339,-4.808713958935622,0.2966187126935547,0.28850607514091975,0.44407350318767275,-0.1614139506319638,-0.911528396339194,1.8079762797003198,0.3075232983497297,0.04205535604621537,-0.24253592684864034,0.09689428197055192,-0.7303951667272618,-0.0487801907224709,-0.7042288158500041,-0.013047066630662392,0.10425777824428903
SBep2_d230-I,d,I,-3966.1242937120246,13.102783175065031,-5.92335614481416,0.15985487025875206,1.274960881269992,-0.11588874997659963,-1.6920098436386712,0.6842559682081761,1.091424618733969,1.0459473102471397,-0.3843756954609986,0.9855578002464022,0.17732249151281768,-0.04868464890847525,-0.922000246136741,-0.015125218184204814,0.2536690145986668
SBep21_d948-I,d,I,-3966.698161895106,29.89104765975387,-10.447175633804122,-0.326424218497646,0.10541868084725112,0.5114745230706867,2.1288115118256057,0.11073361275381217,0.8912408612206053,0.7195410268932257,-0.21607915068851083,1.030490951964781,0.6301453798927742,-0.08914828208504655,2.215904646027386,-0.24153189376042056,2.418339376942816
SBep21_c1398-I,c,I,-3967.041890782847,-21.38471825401411,6.2438913794500355,0.2889359543216188,-0.3274998007061354,-0.1616648862970825,-0.2583558889295552,-0.2332163465907166,-0.5773959917869018,-0.6621434121993959,-0.4462126053277431,-0.45609161137294063,-0.5774480345622481,-0.04884397338516896,-0.41984419449219507,-0.012904711878757606,0.07664306248693938
SBep3_f74-I,f,I,-3967.044908737461,14.871902324306252,-5.237164359422776,0.3954033895696414,-0.09120235644678938,-0.20552752529721938,1.5436872781417985,-0.23610922340059318,0.22510210122459398,0.78971847047205,0.6609651859488533,1.7121668494346611,0.8942566054004316,-0.054599200626042274,0.6044074515140971,-0.020283416679705218,0.4493806663387268
SBep13_d324-I,d,I,-3967.774296244725,-8.714308235273263,2.506297887016313,0.2744246726360045,-0.40904365243369145,-0.1580633244366832,-0.9903694454018718,-0.9656921869997692,-0.2426628418579291,-0.25365837068378516,0.07685499055863004,0.4197219685575267,-0.666359026632731,-0.04878349573060866,-0.8036102200511304,-0.01267046821574737,0.05398127531675454
SBep13_c739-N,c,N,-3968.1170838878716,39.85850807998448,-13.31021741447541,-1.032093326382334,-0.4172859315802741,0.8139313817241809,0.6989172086831258,-1.3083198708978294,1.9594259739877578,2.256683817424513,0.5811318856327738,1.4089256123729685,2.573583727430959,-0.09773589893731303,1.1091791951608803,0.06478117471011614,-1.5511149743352926
SBep23_o333-N,o,N,-3965.582200770982,20.03142013280945,-8.578508014172153,0.23584770429883414,0.9919166370223016,-0.13162401767363338,0.11616018851196448,1.2265222372076499,0.848062947117713,0.5650262611869206,-0.19663815371697335,1.456780289025315,0.7450281321200078,-0.05244603771882204,-0.3953519823988584,-0.013066530186701146,0.10647755015249724
SBep21_c1768-I,c,I,-3964.9941768606777,10.319808527503623,-3.456532469964559,0.12567842898912193,-0.31824118619474756,-0.0759961320547338,-0.04450643023448769,1.8145032981943867,0.48050849352849273,0.21810936367324882,0.38531169054255454,0.33907211616735927,-0.17842498087760764,-0.05583390660086081,0.38698937321534166,-0.021008515110758092,0.4453956667393778
SBep21_s1431-I,s,I,-3967.2650222083216,-12.493363890550322,3.0906662614961293,0.24471909172135253,-0.40101641856495074,-0.14972979982412715,0.9480129666838272,-0.4562532610320952,-0.42048390366010174,-0.153678392428224,-0.39914467651950714,0.13612916197600222,-0.3991897517177557,-0.04916040451404759,-0.8432067654649775,-0.012968057793522588,0.0932677558203375
SBep13_c185-N,c,N,-3968.071225320305,-42.358485731842315,13.64921278719372,0.2914789654268619,-0.39168714488252276,-0.16201737392783735,-1.3281929739732643,-1.2626273015684808,-1.2455739292027548,-1.3784943055480774,-0.6642717185921612,-1.2190023211128902,-0.8547426314727523,-0.04886090728092372,-0.763909381855509,-0.012932207616479783,0.08322157944836746
SBep16_q114-N,q,N,-3966.9877203582128,41.45538917005017,-14.574593099631388,0.2868781011396288,0.5914204052752519,-0.13551618431978435,0.6546270801537712,-0.17894211842990995,1.299102874843409,1.7014428894933902,0.957904063491382,1.680973121236899,2.48935353894839,-0.0608780872749372,0.03550854165323316,-0.0021500067456362223,-0.33546234835048505
SBep19_c315-I,c,I,-3966.1154348077366,1.0070956200643062,-1.7863810520840762,0.28065459811293136,-0.23902003469102887,-0.16010354410388616,-0.20142320838805214,0.6932260594435724,0.5600415642915351,-0.1836403491765027,-0.30299234389902974,0.26261591857392763,-0.289339485568478,-0.04887350892540121,-0.25469090274234935,-0.012672510426621103,0.04286490033766715
SBep23_d769-N,d,N,-3967.7589849642336,-12.282673150832704,3.653971104362322,0.2570442055919907,-0.21764053089203844,-0.15293372031608385,1.0680884020671901,-0.9502160441023431,0.023361336321696236,0.043250767725980105,-0.2946586667540626,0.187262280306309,-0.47200190616079535,-0.04841227703822692,-0.13648117530550005,-0.012712285483868054,0.07926378497302425
SBep3_d595-I,d,I,-3966.476649787622,14.314207760393758,-5.428581275717789,-0.25468140843681614,-0.26232252405803613,0.2052612553169227,1.1212675288903404,0.3321781399828687,-0.3531743067903815,-0.39170747651051185,-0.6104881207309952,0.0028897557608650376,-0.030302645753453518,-0.06122954350135464,1.4930867319398375,0.0248637426923556,-0.9239041942756865
SBep3_c1273-N,c,N,-3966.5395720820206,-1.7185480543848155,-0.028836442066214954,0.28420613802291406,-0.3186047414598362,-0.15989675041773418,1.2578012648557335,0.26921283233591015,0.3558070118707755,0.20833892308484298,0.08926409937025694,1.085567228477921,1.3287877054054853,-0.049136531246107534,-0.9432199363117075,-0.012679953974249165,0.051874367176836064
SBep4_d1135-I,d,I,-3967.893036677205,-9.138675051123423,1.9152784970216956,0.2868352612273451,0.07208243831886121,-0.16108577600881663,-0.37970153331875683,-1.0843417968631581,0.20131684938231958,0.36360764349255026,-0.09946280936651254,0.3613971883370884,-0.7448509714608781,-0.04891855563931507,-0.32323211712089284,-0.012852047588334484,0.06756706488284149
SBep3_d1161-I,d,I,-3967.5576759949054,15.517610763665862,-6.170180804432875,0.20004333729923574,-0.253476599338503,-0.1278062205675619,1.1979688573944698,-0.7488662051392723,1.4956142069870486,0.47116956284803496,0.15568948862733595,1.8255728178665505,2.5584175841741463,-0.052667972225201254,1.1139552833727437,-0.006675941348181506,-0.25554725206278006
SBep4_c1157-I,c,I,-3967.242807764859,-14.566080727939587,4.930898780954198,0.28182784935844685,-0.19316162919124297,-0.15993191784967217,-1.0141165152413614,-0.4341862709253643,-0.4268754898257421,-0.6571063855377057,0.48327048320667804,-0.20330708161689529,-0.6252267545740646,-0.04891482754202701,0.41478629407509826,-0.012985754850740595,0.09191060815520088
