epoch,accuracy,loss,val_accuracy,val_loss
0,0.5397260189056396,0.6854976415634155,0.6116504669189453,0.6701548099517822
1,0.6241095662117004,0.6510244011878967,0.5776699185371399,0.6495879888534546
2,0.6323287487030029,0.6250951290130615,0.6310679316520691,0.6259737014770508
3,0.6432876586914062,0.6152219176292419,0.6456310749053955,0.6164089441299438
4,0.6520547866821289,0.6090814471244812,0.655339777469635,0.6062391996383667
5,0.6536986231803894,0.6091411113739014,0.6796116232872009,0.6027433276176453
6,0.6575342416763306,0.607543408870697,0.6601941585540771,0.598471462726593
7,0.6591780781745911,0.6082563400268555,0.6699029207229614,0.5961360931396484
8,0.6646575331687927,0.603701651096344,0.6601941585540771,0.5944854617118835
9,0.6624657511711121,0.6045846939086914,0.6796116232872009,0.596869707107544
10,0.6728767156600952,0.5982484817504883,0.6747573018074036,0.5945001840591431
11,0.6712328791618347,0.59840989112854,0.6699029207229614,0.5939792990684509
12,0.672328770160675,0.5959761738777161,0.6699029207229614,0.595331072807312
13,0.669041097164154,0.596942663192749,0.6650485396385193,0.5912143588066101
14,0.6734246611595154,0.5978314876556396,0.6650485396385193,0.5944370627403259
15,0.6734246611595154,0.5921943783760071,0.6601941585540771,0.5890935063362122
16,0.6778082251548767,0.5940231084823608,0.6650485396385193,0.5925185680389404
17,0.6772602796554565,0.5938390493392944,0.6650485396385193,0.5976388454437256
18,0.672328770160675,0.5928593277931213,0.6601941585540771,0.5904470086097717
