Feature,Welch Test Statistic,Welch p-Value,Levene Center Strategy,Levene Test Statistic,Levene p-Value,T Test Statistic,p-Value
EY1-F0_1,2.7833358640079533,0.005485419443264949,trimmed,0.48546519299911445,0.48612907815380957,2.7959327548968846,0.005269953358689623
EY1-F0_2,4.087760464518915,4.637254426254394e-05,trimmed,0.04374200989866815,0.8343697482693117,4.107029250150911,4.251330411722988e-05
EY1-F0_3,4.390619089815399,1.222118318199721e-05,trimmed,0.22269357901477008,0.6370747904411944,4.448780894326015,9.302426762911785e-06
EY1-F0_4,4.161925447734643,3.369320843200528e-05,trimmed,0.03864520562200991,0.8441863127482292,4.176576243197268,3.150392386528468e-05
EY1-F0_5,2.7918676343199773,0.005339342899129576,trimmed,0.043216596241871415,0.8353626178178765,2.766030202055959,0.005773869723953726
EY1-F1_1,0.8003020729173556,0.42400457338221076,trimmed,0.0008214147452500829,0.9771497148055807,0.7919798256002396,0.42879346062866364
EY1-F2_1,-2.769924150343531,0.005852009514869352,trimmed,3.2684441874814842,0.0713718298566298,-2.6921138699126264,0.007367234269223062
EY1-F3_1,-1.6601584642384943,0.09764592376514097,trimmed,0.6149091776895208,0.4334071869004372,-1.6359554567296133,0.10255436818084589
EY1-F1_2,3.1021430599319233,0.001978105797281787,trimmed,3.4880514955886026,0.06208779938004962,3.2028166893215166,0.0013971885661970213
EY1-F2_2,-5.826056479338484,7.328912388184996e-09,trimmed,16.85178172503878,4.350473927810461e-05,,
EY1-F3_2,-2.388856200767122,0.01705926214513941,trimmed,9.933519465066647,0.0016682706878541744,,
EY1-F1_3,3.963369957723539,7.820165928534007e-05,trimmed,31.36309462371099,2.5971066322600154e-08,,
EY1-F2_3,-5.94456038166734,3.46844862213872e-09,trimmed,10.63073225461915,0.0011404009451431876,,
EY1-F3_3,-0.14991849664365878,0.8808507140336523,trimmed,1.0804418902236994,0.298787646725909,-0.1507953041914711,0.8801577955568851
EY1-F1_4,3.290078245616006,0.0010365025064860759,trimmed,24.101238908700886,1.0570018017679854e-06,,
EY1-F2_4,-6.5352030355503965,9.487800614895204e-11,median,3.552060411696908,0.059716526734059805,-6.452054530158588,1.6054432915086777e-10
EY1-F3_4,-1.0845001063104123,0.27837613517960125,median,0.0009610928493847045,0.9752735746513251,-1.0832138399744287,0.2789342439502008
EY1-F1_5,0.2986502254358914,0.765357987344118,trimmed,0.13979800430225187,0.70868251491645,0.29131336157094356,0.7709505254195372
EY1-F2_5,-3.446027724970811,0.0006260162200219587,median,5.0826180220700214,0.024663561101579967,,
EY1-F3_5,-0.6952757968148668,0.48727736121133036,median,0.5288135950306042,0.46749725133637154,-0.6793179341403482,0.49729773026909974
OW1-F0_1,0.9336574554546327,0.35067970908020507,trimmed,0.9980312843777646,0.31801512953883804,0.9270847215458724,0.3540726093749703
OW1-F0_2,2.5427234854175307,0.011101268553630911,trimmed,0.8919016716337295,0.3451267353504781,2.5493257493946695,0.010889310198683649
OW1-F0_3,2.356578162356185,0.018562588241106046,trimmed,1.084785455096257,0.29779370372126257,2.358215883817596,0.018475489019579336
OW1-F0_4,2.2645391147652525,0.023681971819057804,trimmed,0.4916235408093246,0.4833203300425085,2.254036074422611,0.024332714424523918
OW1-F0_5,0.6971598297855991,0.48583442292737467,trimmed,2.9485884000004536,0.08622588876026935,0.6888191399854166,0.49106420277702345
OW1-F1_1,2.2222468660230255,0.026656892239350707,trimmed,10.06469449667273,0.0015823631396161542,,
OW1-F2_1,1.0025192882546745,0.31648381750330373,trimmed,0.8498753373225848,0.35692860113401537,1.0125911852460494,0.3115937490417102
OW1-F3_1,-1.343974889238567,0.17946213250089388,trimmed,0.3139767440069485,0.5754425648784547,-1.367202669315681,0.1719861062254206
OW1-F1_2,3.7367382594405107,0.0001951000177213913,trimmed,16.68849822458266,4.678595898713345e-05,,
OW1-F2_2,4.4632708646950014,8.781059768140657e-06,trimmed,17.415010635547645,3.207426495646523e-05,,
OW1-F3_2,-1.2288611485114136,0.21934746042818923,trimmed,7.740736825247881,0.0054782310461006165,,
OW1-F1_3,4.647668662437068,3.6340446418173172e-06,trimmed,39.514425956913385,4.197979945584118e-10,,
OW1-F2_3,4.04999727240832,5.3655374529435006e-05,trimmed,15.140745239656681,0.00010391106033403245,,
OW1-F3_3,-1.58901380004268,0.11224914727851165,trimmed,0.9593159031154485,0.3275084839582064,-1.5986146029625863,0.1100855543020069
OW1-F1_4,4.5334041496437525,6.372278022675303e-06,trimmed,31.705477361133962,2.2032259898481065e-08,,
OW1-F2_4,5.6222288892423435,2.2934847612218117e-08,trimmed,8.670563444538484,0.0032923523264181314,,
OW1-F3_4,-1.176087026705297,0.23976937908410403,trimmed,0.6236162794615323,0.4298529939802441,-1.1796066094038844,0.23835443890315974
OW1-F1_5,2.8509429541799873,0.004512935794491609,trimmed,13.342011256147142,0.0002806290673182778,,
OW1-F2_5,3.7219159102834634,0.00021576680755380502,trimmed,4.702125759555251,0.03049073183267298,,
OW1-F3_5,-0.10217168195602204,0.9186529882845804,trimmed,0.39641642432808233,0.5291690903397375,-0.10236512328313054,0.9184956072653957
AH1-F0_1,1.9069009527106384,0.05691131871659851,trimmed,0.04027322174380364,0.8410001765953403,1.9146548137578123,0.05587039175783623
AH1-F0_2,2.5228022991571826,0.011764140433082883,trimmed,1.2151587148283283,0.27052088627507476,2.5400166229046284,0.011190906524792307
AH1-F0_3,3.6508466843134957,0.0002699807911058781,trimmed,5.978855105584776,0.014582458523568372,,
AH1-F0_4,3.531561151606958,0.00042765549816706813,trimmed,6.25950541299997,0.01247468148552753,,
AH1-F0_5,2.2077835538206214,0.027519978750713856,trimmed,0.3638043146172083,0.5465725696780195,2.1823430161599098,0.02934710985685813
AH1-F1_1,0.7715724186106256,0.44098426997654283,trimmed,10.393176253474113,0.001371027132894403,,
AH1-F2_1,0.686305844364629,0.49297884865789343,trimmed,1.1942077266037217,0.2751552851854946,0.6879651067109375,0.49184312624327364
AH1-F3_1,-0.1753880626530777,0.8608768942856022,trimmed,1.9974368865074956,0.1583610442865884,-0.17571575709277806,0.860599399607299
AH1-F1_2,3.5895483825307126,0.0003491525195890888,trimmed,46.7252358050345,1.4388053383589532e-11,,
AH1-F2_2,3.8063843953020093,0.00015111638599051613,trimmed,24.7363902149812,7.766215692121847e-07,,
AH1-F3_2,0.7601167750249334,0.4473802339385241,trimmed,15.979010536162969,6.88849996749896e-05,,
AH1-F1_3,6.009248483112102,2.3388726431549475e-09,trimmed,63.44474409557391,2.9875313235964575e-15,,
AH1-F2_3,4.834493635275542,1.4702028729141018e-06,trimmed,83.1937012169954,2.0357927972443446e-19,,
AH1-F3_3,0.6741479384593212,0.5003135448778109,trimmed,26.97779439477206,2.3050562261800476e-07,,
AH1-F1_4,2.846705048297801,0.004521591232228673,trimmed,23.842480969645734,1.2213564947904965e-06,,
AH1-F2_4,3.370478478314307,0.0007835967004155426,trimmed,18.62291834388995,1.755532288852849e-05,,
AH1-F3_4,0.685095244480847,0.4934601910330567,trimmed,20.79073841404827,5.7748542363557996e-06,,
AH1-F1_5,0.8971603836367411,0.3702956446208615,trimmed,2.26222278985089,0.13338996797865776,0.9072607152788225,0.36478427246324907
AH1-F2_5,0.664671535453379,0.506739148119871,trimmed,0.05657579674482393,0.8121197873289495,0.6758265366067313,0.49951922055315334
AH1-F3_5,-0.4034820333287506,0.6868431758835768,trimmed,1.4967426572117801,0.22192736576554817,-0.4006112835050681,0.6889081188979862
EH1-F0_1,2.6156303444604325,0.009062773809175173,trimmed,1.0371733557919796,0.30879156695639604,2.6226058697250436,0.008877567778380953
EH1-F0_2,3.9249457058174047,9.040492216676034e-05,trimmed,3.5025710669668455,0.061469050325003265,3.939572927916539,8.501170340997952e-05
EH1-F0_3,5.177066144533092,2.4867494874088147e-07,trimmed,4.4031129481774895,0.03600631530502724,,
EH1-F0_4,5.07981219334152,4.2203197907083377e-07,trimmed,3.8804522761708005,0.04902726714537464,,
EH1-F0_5,3.4566336626165324,0.0005699995005422365,trimmed,3.3721362035078735,0.06662989585577192,3.4660599106505927,0.000550122883312171
EH1-F1_1,0.8926366021149335,0.37284993981607917,trimmed,0.10195620089735188,0.7497656062447773,0.8929613427660247,0.37267306256491184
EH1-F2_1,-1.2787417131479317,0.20209134117156743,median,0.6519158108186907,0.4201392759115461,-1.277946965326354,0.2023657253580525
EH1-F3_1,0.38157841770733825,0.7030865865083233,trimmed,8.360248519282722,0.0041782470240683475,,
EH1-F1_2,2.64738407822146,0.008234243213377856,trimmed,3.08782418660004,0.07915965506937428,2.6911782825331136,0.00721772527952177
EH1-F2_2,-1.9986852045456833,0.0458693427892829,median,0.7650599935526403,0.3819224967344682,-2.002356568314508,0.045468301460457
EH1-F3_2,-0.3851801112992181,0.700172784577183,trimmed,0.9902363426362462,0.31990446088313595,-0.3859338723286267,0.6996132089459304
EH1-F1_3,3.96561408347184,7.58445156346341e-05,trimmed,1.3000023840735486,0.25435273776613654,4.010371636329974,6.267889459237733e-05
EH1-F2_3,0.31864076782798184,0.7500300353516619,median,0.07283451976999192,0.7872792848429313,0.3188477581537712,0.749872718608451
EH1-F3_3,0.4206025644211509,0.6740872607448039,median,0.6902560993364341,0.4061688968075041,0.4200694472008198,0.6744764058763149
EH1-F1_4,2.7364228674070534,0.006314068299920323,median,1.2159394910379,0.27037736920156463,2.775760659525916,0.0055917860382327985
EH1-F2_4,-1.2648644315556494,0.20616457516963826,median,0.01636961664353386,0.8982146189897617,-1.263915141949161,0.2065029184512186
EH1-F3_4,0.40213620182002513,0.687655280060598,median,0.5376110608932925,0.4635659103639975,0.40205989676537285,0.6877106617261455
EH1-F1_5,1.8488164606281354,0.06576539404535886,trimmed,3.770691052918263,0.053309117242115595,1.8541872016978103,0.06481092072038092
EH1-F2_5,-0.2360880132888248,0.8135455684283461,trimmed,0.3200557863813439,0.5720939999480974,-0.2361836937110715,0.8134705355387999
EH1-F3_5,0.4457710826959238,0.6561236458697965,median,0.022496336271663586,0.8808870668854097,0.4459079124572871,0.6560237918756586
IH1-F0_1,2.2939352479956465,0.022053367834091415,trimmed,0.5502352003460387,0.4584516774284635,2.289998623267707,0.022268801162384094
IH1-F0_2,3.5951478571113977,0.0003335278744142694,trimmed,1.0013592955241397,0.3171337017505635,3.586277636202286,0.00034453805537293906
IH1-F0_3,3.7634152397499308,0.00017201754698143687,trimmed,0.6583914704571732,0.4172200832680385,3.788610416079486,0.00015532018541302274
IH1-F0_4,3.321752015218156,0.000912150753126411,trimmed,0.0001500906267797598,0.9902266751442953,3.3195074219798744,0.0009188878127682237
IH1-F0_5,2.785384659865766,0.005450251135909472,trimmed,0.27086536040358306,0.6028705160072625,2.7988234257026123,0.005220285769834448
IH1-F1_1,1.1154995004820287,0.2657948328204085,trimmed,12.479942715836556,0.00047498210801127466,,
IH1-F2_1,-3.08793877174433,0.002263176199149439,trimmed,0.08855530411816154,0.7662244739434229,-3.2091725162864795,0.001459107288222708
IH1-F3_1,-0.39110811198604595,0.6960428962545187,trimmed,2.6374180399912697,0.10540602784874974,-0.392980591165455,0.6945822855262702
IH1-F1_2,4.336888030896139,1.6174316470763777e-05,trimmed,28.596441746886853,1.0784413438059713e-07,,
IH1-F2_2,-4.622666304102854,4.233019800324762e-06,median,2.1569312093653554,0.14217889038225986,-4.686607765019441,3.081182220659806e-06
IH1-F3_2,-2.450315024579063,0.014423746957898435,trimmed,2.336381971238587,0.126662892755001,-2.4739559284251618,0.013494316603717842
IH1-F1_3,6.025118098591418,2.0460266486209588e-09,trimmed,168.80160821686485,3.273877183100626e-37,,
IH1-F2_3,-2.0814917353013183,0.03750057146529839,median,1.9092728353550295,0.16717330432894853,-2.08917899387137,0.036797226580089035
IH1-F3_3,-0.2748231794858654,0.7834773851142692,trimmed,11.30056467923676,0.0007883976062187278,,
