,PC1,PC1,PC2,PC2,PC3,PC3,PC4,PC4,PC5,PC5,PC6,PC6
,Features,Correlation,Features,Correlation,Features,Correlation,Features,Correlation,Features,Correlation,Features,Correlation
0,hnrglobalMean,-0.2926215293621198,unstressedVowels_F0,0.25311776253064644,Intensity,-0.24480881138513894,energySD,0.2954590938079216,sound2silenceRatio,-0.23955261022617225,sonorants_F1,0.22306913164219525
1,hnrglobalRange,-0.3172642484041867,sonorants_F0,0.3105235329539826,fricatives_CoG,0.25477497538831495,SyllPerSecond,-0.40858801622529234,energyRange,0.26750424884778223,fricatives_Std,-0.33991035029622385
2,hnrglobalSD,-0.32240016125053467,f0globalSD,0.3271527367652145,sonorants_F2,0.25609827667784435,Avg. Cons. Dur.,0.37664198370306184,Sound Pressure Level,0.4035548729646581,fricatives_Kur,0.34571925313634716
3,Energy,-0.32888708333269007,f0globalMean,0.3823111210134778,fricatives_Ske,-0.2588054162510237,Avg. Voca. Dur.,0.32132384819285487,Root Mean Square,0.40688352015388474,fricatives_CoG,-0.36488006767134895
4,duration,-0.32972887031819453,stressedVowels_F0,0.3331109889405523,fricatives_Std,0.2721618501641376,Avg. Word Dur.,0.3278795379210395,energySD,0.2827540259281842,fricatives_Ske,0.3769842705250577
