fileName,speaker,label,duration,f0globalMean,f0globalRange,f0globalSD,f0globalMedian,sound2silenceRatio,totalPauses,hnrglobalMean,hnrglobalRange,hnrglobalSD,rmsRange,rmsSD,Avg. Word Dur.,Avg. Sil. Dur.,Dynamic Range,Intensity,Consonant Vowel Ratio,SyllPerSecond,S_CoG,S_Kur,S_Ske,S_Std,SH_CoG,SH_Kur,SH_Ske,SH_Std,Z_CoG,Z_Kur,Z_Ske,Z_Std,V_CoG,V_Kur,V_Ske,V_Std,TH_CoG,TH_Kur,TH_Ske,TH_Std,F_CoG,F_Kur,F_Ske,F_Std,DH_CoG,DH_Kur,DH_Ske,DH_Std,HH_CoG,HH_Kur,HH_Ske,HH_Std,CH_CoG,CH_Kur,CH_Ske,CH_Std,JH_CoG,JH_Kur,JH_Ske,JH_Std,ZH_CoG,ZH_Kur,ZH_Ske,ZH_Std,K_VOT,P_VOT,T_VOT,D_VOT,B_VOT,G_VOT,Avg. Cons. Dur.,Avg. Voca. Dur.,L_F0,L_F1,L_F2,L_F3,M_F0,M_F1,M_F2,M_F3,N_F0,N_F1,N_F2,N_F3,W_F0,W_F1,W_F2,W_F3,R_F0,R_F1,R_F2,R_F3,NG_F0,NG_F1,NG_F2,NG_F3,Y_F0,Y_F1,Y_F2,Y_F3,EH2_F0,EH2_F1,EH2_F2,EH2_F3,AH0_F0,AH0_F1,AH0_F2,AH0_F3,EY1_F0,EY1_F1,EY1_F2,EY1_F3,OY2_F0,OY2_F1,OY2_F2,OY2_F3,OW1_F0,OW1_F1,OW1_F2,OW1_F3,AH1_F0,AH1_F1,AH1_F2,AH1_F3,EH1_F0,EH1_F1,EH1_F2,EH1_F3,IH1_F0,IH1_F1,IH1_F2,IH1_F3,AA1_F0,AA1_F1,AA1_F2,AA1_F3,AY1_F0,AY1_F1,AY1_F2,AY1_F3,ER0_F0,ER0_F1,ER0_F2,ER0_F3,AE1_F0,AE1_F1,AE1_F2,AE1_F3,AE2_F0,AE2_F1,AE2_F2,AE2_F3,AO1_F0,AO1_F1,AO1_F2,AO1_F3,IH0_F0,IH0_F1,IH0_F2,IH0_F3,IY2_F0,IY2_F1,IY2_F2,IY2_F3,IY1_F0,IY1_F1,IY1_F2,IY1_F3,UH1_F0,UH1_F1,UH1_F2,UH1_F3,IY0_F0,IY0_F1,IY0_F2,IY0_F3,OY1_F0,OY1_F1,OY1_F2,OY1_F3,OW2_F0,OW2_F1,OW2_F2,OW2_F3,UW1_F0,UW1_F1,UW1_F2,UW1_F3,IH2_F0,IH2_F1,IH2_F2,IH2_F3,EH0_F0,EH0_F1,EH0_F2,EH0_F3,AO2_F0,AO2_F1,AO2_F2,AO2_F3,AA0_F0,AA0_F1,AA0_F2,AA0_F3,AA2_F0,AA2_F1,AA2_F2,AA2_F3,OW0_F0,OW0_F1,OW0_F2,OW0_F3,EY0_F0,EY0_F1,EY0_F2,EY0_F3,AE0_F0,AE0_F1,AE0_F2,AE0_F3,AW2_F0,AW2_F1,AW2_F2,AW2_F3,AW1_F0,AW1_F1,AW1_F2,AW1_F3,EY2_F0,EY2_F1,EY2_F2,EY2_F3,UW0_F0,UW0_F1,UW0_F2,UW0_F3,AH2_F0,AH2_F1,AH2_F2,AH2_F3,UW2_F0,UW2_F1,UW2_F2,UW2_F3,AO0_F0,AO0_F1,AO0_F2,AO0_F3,AY2_F0,AY2_F1,AY2_F2,AY2_F3,ER1_F0,ER1_F1,ER1_F2,ER1_F3,UH2_F0,UH2_F1,UH2_F2,UH2_F3,AY0_F0,AY0_F1,AY0_F2,AY0_F3,ER2_F0,ER2_F1,ER2_F2,ER2_F3,OY0_F0,OY0_F1,OY0_F2,OY0_F3,UH0_F0,UH0_F1,UH0_F2,UH0_F3,AW0_F0,AW0_F1,AW0_F2,AW0_F3
SBep12_c506-N,c,N,0.6983125,125.25591403273584,150.77849310692832,71.99791589475355,109.71621499857149,10.769230769230768,2,8.385249129494863,23.2576502595154,5.5067341835902965,0.08646994943293128,0.02043859367711844,-0.4100798418304595,-0.14186853891751894,52.048072201769074,66.84276459156513,1.0,2.864047256779737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2796407232915409,0.7667804534344116,,,,,,,,,,,,,,,,,,,,,,,,,-0.19415898361973483,-0.2899001433980044,-0.0013903166937087757,0.0005615371607335302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3181948021169059,-0.06401342025548976,0.00267337227485224,-0.034493234649412445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBep20_d206-I,d,I,3.2054375,137.00988046460515,223.05979468929885,89.75675247288119,117.96930344826977,33.421052631578945,7,7.41844928390717,21.962774547837128,6.0388480856503275,0.13921944418018656,0.02870419817365596,-0.4915735384077375,-0.6137919467253284,63.52427880741416,66.70278398145143,1.3333333333333333,6.551367793007975,-0.5070890853848358,-0.8859242053629747,0.44977243289335084,-0.07381814249758639,0.11963724922663237,-1.1731264302591544,-0.38624379136740356,0.21395968573306323,,,,,-0.42875348341507596,-0.5567479954477615,-0.19771855362903318,-0.23079623691474027,,,,,-0.6264912471008546,0.288226749652335,0.46217747313159907,-0.45650669222170426,-0.21719842405725454,-0.5033462966465042,-0.1422084734218808,0.2592868777826448,-0.16239063655231908,-0.8106137104906446,-0.35315908177886335,0.13078304166575874,0.9463840446614674,-1.1072836958026104,-1.1054299620974146,0.5122715131845766,,,,,,,,,-0.661314731261933,,-0.5720407250743759,-0.5338642359492515,,,-0.5026744211400553,0.2048394322595847,-0.1640801214145219,-0.730121667732453,0.3460173389445232,0.005020259425507082,,,,,-0.23224884721718225,0.928454763569848,0.07005533552968161,0.07616361253713595,-0.2067472918202956,0.18954192759998945,0.1938267744783572,0.03049739335068402,0.05317039632636991,-0.24732685938159624,0.0642471098837754,0.12594346667839043,,,,,,,,,,,,,0.2604182955990155,0.29586796380938674,-0.0201024881041899,0.0366784013999357,-0.28808679063858633,-0.0708578704742446,-0.16028923642104276,-0.11668929019278296,,,,,-0.350316412105156,-0.06776409093952092,0.07031698528204623,-0.04942776565499248,,,,,-0.33211313030793094,-0.0299600671500418,0.017149432185932185,0.028008119426771876,,,,,,,,,,,,,,,,,-0.2839896322486113,1.076661577881547,0.35853064481398556,0.16621671297351387,,,,,0.09955430233053365,0.20818007032012675,0.5951842133393691,0.10666290029830178,,,,,,,,,-0.29899594439795363,2.1437386233156603,0.07221826339269789,0.10910019869426756,0.3919807924012632,1.4387651707144415,0.10039765152018236,0.05194391997275916,-0.24966306467156046,-0.42227768145175076,-0.1605223854860687,0.09620553540135453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4114773444406873,0.015528367429334694,0.059164484233755234,-0.04708797511961425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBep20_d56-N,d,N,2.6865,168.86785199854867,285.28939004704966,87.75008594185945,115.95575946230957,21.0,5,11.86157504584847,25.901109529698306,8.063894865228788,0.14980624960671649,0.02836682636573335,-0.4840492567351248,-0.13103188013199,54.59088705119672,66.61713463036192,1.4166666666666667,4.466778336125071,-0.3509993711370913,-0.21986228999631957,0.5201863703953328,-0.14677391065654508,-0.6249124437863843,0.3236376049905696,0.7316271522780479,-0.1616461271816678,,,,,,,,,,,,,-0.5091091245236701,-0.5456247536414776,-0.17873941327882498,-0.5826470173209213,,,,,,,,,-0.3117650667503523,-1.0022710443260996,-0.36455558436748325,-0.02980723046396496,,,,,,,,,0.016055806214196024,,0.7456233582492615,,,,0.05741524146905889,0.08183226509172171,,,,,,,,,0.6791471430891256,0.18077214193861377,0.022397288683418403,0.006271907934476189,0.748213587283102,0.33170374943312503,0.23883619009708107,0.040910998029275246,-0.30866754510992706,-0.0003375552707870372,0.02551385772741283,0.032688098283435385,,,,,0.46315626995048303,-0.23178136489204038,-0.10386693242977171,-0.15755104897085845,,,,,0.9521225387516047,0.5961753912596095,0.16839439566412767,0.15896230041710444,,,,,,,,,,,,,-0.12716112047693087,0.04446528259224472,0.08077119255576623,-0.040534833275394165,-0.44272970240185167,-0.06229758365271615,0.05477814448059704,-0.03141263245358546,,,,,,,,,-0.20332956082793302,-0.0807484421414683,-0.050889238223685865,-0.07389688644548612,0.4943825140632196,-0.18952619880996222,0.15252652520819185,0.07862105468875043,,,,,,,,,-0.3701472579649928,-0.03568697282660104,0.3824606385842021,0.06010755110958421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2653371668615466,-0.02697333543393281,-0.138080216650824,-0.28376588059630686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBep12_c361-N,c,N,8.841375,239.71209731381168,386.35035509937995,151.379201930356,272.8926505201486,40.41860465116279,18,16.560945891421667,42.55654838597364,12.131896927214141,0.12119826106250532,0.028414528591373327,-0.0013769871509088534,-0.2848904490979316,178.61371766475415,66.57742569099648,1.4761904761904765,2.3751961657547613,1.0954532878675782,0.006970719790186324,-3.2423175969687112,-0.33934736722081904,,,,,1.8920830128744535,-1.076292678288313,-1.2389972382644316,0.527051805135113,,,,,,,,,,,,,-0.08884014810245272,-0.5865765527578497,-0.18594360416934924,0.028030000934092685,,,,,-0.5928415352793591,-0.30985044918836185,0.5159758782414158,-0.42089728692656375,0.7287002402456084,-0.9538946760451976,-0.654404587630294,0.45611231060490237,,,,,1.8223772394838684,,-0.1741136799680971,-0.3325783378364267,,0.25100286971078517,0.3922190860444631,1.1348597145665784,1.350822891564631,-0.1761395963870231,-0.22429629150139424,-0.08468097013529571,,,,,0.43764557306288077,-0.19047623391692897,-0.18056635532596463,-0.1023675281859473,0.3219957507941852,-0.15494108989866526,-0.22428529335371808,-0.12342879575432322,0.5392560023486817,-0.2043889931206032,-0.13037718275960328,-0.16229119947845227,,,,,-0.16506763605836494,0.45802402530216296,-0.04767417054157507,-0.028476741558026444,,,,,0.4360824451055328,-0.34487727859446965,-0.07522453416999715,0.10024300580178983,,,,,,,,,-0.15649345245696475,0.048005597088642805,0.18300159263852717,0.06197143254028351,,,,,,,,,0.07009572615273088,0.6340660425706113,0.08434707462074315,0.08561385065022115,0.6073264308025028,-0.03866096263934684,-0.018156838472395617,0.04555736307435507,0.7646658167747328,-0.13355342266983006,0.0035465619683770024,0.01586623375676257,0.376210410837361,-0.21048037052009522,0.0003682517822177712,0.028340215053197875,0.10844039529054526,0.09473784530327173,0.0016997531335803287,-0.0729020887684431,,,,,0.553034716777287,-0.1231885533112788,-0.05310909743017747,-0.05106200525565031,,,,,,,,,0.5533305058066642,0.3751383340105692,0.033561547069071905,0.04786302758332394,-0.03661553016086202,-0.30130924557054967,0.04653186146631073,-0.036348703441086844,,,,,,,,,,,,,0.3850125752163255,-0.1188531858569515,0.0439525614558949,0.0008188849205031673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9455479358147496,0.04236604772158961,0.020091771364941044,0.07265537207015124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBep12_d459-N,d,N,0.7841875,109.36574146095968,194.68957054575782,81.41109271554541,0.0,8.444444444444445,4,7.94823098915557,17.41488633249293,6.727458818023463,0.13037570487982947,0.03303158897972875,-0.3496870840098968,-0.32413590676932513,95.32854595802128,66.88535812866901,1.0,2.5504104566828723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5191035863358309,1.0532734827251038,,,,,,,,,0.10856785521567155,-0.5969678786459323,0.06296559982169261,-0.005172836686552376,,,,,,,,,,,,,-0.36119735183897195,0.2722193888748968,0.11285653277470478,0.12066299164682542,,,,,,,,,,,,,,,,,-0.45236515808407546,0.32773653886980236,0.3328429829572089,0.13202527727283078,,,,,,,,,,,,,,,,,,,,,,,,,-0.42498157272179055,0.11897220708298256,-0.11300739683211407,-0.08232351188881123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBep12_c38-N,c,N,8.32175,128.7366873047081,383.8943329492663,84.97666225176803,112.59564064620527,22.957142857142852,25,10.542267174275672,33.27080794019421,8.336229093676302,0.1855954703149988,0.027617898373974104,-0.2154260522660996,-0.5096391650957236,85.56845514963184,66.56963020234775,1.2894736842105263,4.566347222639469,0.3814208495006026,-1.0519365499368791,-1.4628084934900751,0.07392041789067919,0.11674926161722736,-1.1899286712296917,-0.3903192103054299,0.1958196130769026,0.5531760677045449,-0.8577445676935337,-0.5760104883474231,0.21461159954494907,-0.03613392232474135,-0.6354939777335104,-0.2560112916032577,0.12455141991093951,-0.408654110411206,-0.4130159853818188,-0.04404801589635532,-0.12205446673895154,1.6980059477403764,-1.0060004145953865,-0.7884781530756375,0.927805471192116,0.14839832017068716,-0.7317606149274186,-0.3749470879962711,0.5875122601097951,,,,,,,,,,,,,,,,,-0.1344709798916155,,-0.3467990014293108,0.1441514208518379,0.5342920501326774,0.053476100809080544,0.01374135221797288,0.054837672034032815,-0.12964980101918075,-0.09934932293918121,-0.35197308914861675,-0.06819157988309485,-0.2943783311223097,-0.6289410981408792,-0.11048379666183669,-0.08839233224419224,-0.09517881683957044,-0.20887090165796268,0.022682264491949287,-0.03155013680598928,-0.2874066641333086,-0.23720977021735729,-0.28486952587837533,-0.04793532973797771,-0.4415299752716365,0.08120515766828777,0.13789309475562328,0.142548335097402,-0.3748715410496182,-0.15716870791417495,0.22666210477728102,0.2102438521949998,-0.18258466901053366,-0.4734205482203506,0.038815815571998036,0.01172464001124735,,,,,-0.028760892184836708,-0.14035282414859743,0.09762875698185058,0.01568868403714957,,,,,,,,,-0.12484621050766935,-0.22354893602943604,-0.18576693824381427,0.062364108920597,-0.2973495552736652,0.1652684293124137,-0.06733525691042572,0.032301400632472554,-0.36958756075328264,0.1477122808047556,0.04115732753705985,-0.0202587601036011,-0.31580242649741286,-0.24780243525780307,0.10573324891224357,0.01252219770434105,-0.39293445508794284,0.1088626448507686,0.028645602766330394,-0.14694570531471737,,,,,-0.2323389971732453,-0.18804308333483163,-0.28129537843573843,0.29657893536462393,-0.22060342652728385,-0.08876348981112894,0.07535464490498081,-0.017214568149008198,,,,,-0.3956574192488255,0.3965974677251101,-0.17992479132568825,-0.09222159443637894,-0.3029893569638978,0.10269236257107296,0.08150969363463491,0.0338566912929538,,,,,,,,,,,,,0.0417169153747286,-0.09610895440590371,0.0975302819759435,-0.021475331161708154,,,,,-0.019320662343475868,-0.15976969089338824,-0.3777981295753737,-0.038076462969802154,-0.06766376404733922,-0.18772004602802053,-0.20077979914952226,-0.027905028671108494,0.19105268182466204,0.01868817719819177,0.0005976529919681569,0.04757576947754784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6501196135332671,-0.011296331173382777,-0.024649857316261955,0.11006776379550856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027269974193844287,0.02977981906301557,-0.13933508816588874,-0.2622198534842038,,,,,,,,,,,,,,,,,,,,,,,,
SBep7_d539-N,d,N,3.0295625,134.2431028828903,270.59307555540755,98.07304072211308,270.59307555540755,27.13636363636364,12,7.1623241860260975,30.612356182893834,6.731901616577574,0.11756007011088085,0.02771447770654571,-0.28820295377083244,,79.52206308047658,66.6351059202982,2.230769230769231,4.291048625007736,0.9062036509574468,-0.9600734646165151,-1.7946801476741439,-0.003488433784875101,0.37754855977246965,-0.8941437190204653,-0.41704156262836767,0.12762734809507686,,,,,,,,,-0.3862913512732294,-0.2849272068782803,-0.011727333245534188,-0.4480244210653704,1.294180463274036,-0.7447146786935037,-0.4681809143810922,0.6236709440469439,-0.37384739725079696,-0.10822325588559333,0.10641673214134903,-0.37738752930983,0.6613936417311004,-0.9500434658429292,-0.5886797048485578,1.3692480360772128,,,,,,,,,,,,,,0.10175976286960053,-0.6245971272582248,,0.8829947887991962,,-0.16187388340092124,0.1107037698115952,-0.3969825045813312,-0.08480879454134524,0.16652349570645317,-0.18617260081625908,,,,,-0.2726907737257284,-0.4396778466708993,-0.020111156548666513,-0.06091884499000599,,,,,-0.2192291002488766,-0.005054586069740061,0.06486297567839425,-0.1929602453487323,,,,,,,,,,,,,0.518849347469589,-0.029685865960063212,-0.04706942481750046,-0.07921494514346777,,,,,,,,,-0.3600981487193173,0.07961914495946547,0.364812928832402,0.1966666046856245,,,,,-0.3838994212063742,-0.07456278729311072,-0.023470630772108862,0.05296717860435123,-0.13762736819736407,-0.1323753254613438,-0.018870819779376633,-0.08411841321134679,,,,,,,,,,,,,-0.21505983503254017,0.12574835297782183,-0.1365450685026905,-0.07128519700871731,,,,,,,,,-0.42471095482224364,-0.14647992315705527,-0.07749401241493922,-0.05906182850989634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43785918811745694,-0.08244558170775719,-0.054803145768272186,0.0005137154976206087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBep20_c303-I,c,I,2.8625,129.2600233735658,332.7239382068828,125.09572546243872,0.0,10.037735849056604,18,2.854284091881995,18.59408199184841,3.434649892843016,0.1831504231506566,0.03688556597519479,1.6218673696424015,4.026198557768818,62.398475171837,66.69839721499801,0.5,0.6986899563318778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.80581698718967,,,,,,8.073816037885473,1.3188993451326652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47445368674047467,0.11453623799340158,-0.14179679915137547,-0.14038638217492727,,,,,2.124417283128631,0.15111071261227213,0.1813076075835492,0.04925920930415847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBep12_c25-N,c,N,3.1374375,155.7577110726621,275.1648343424373,78.78233719688559,136.15848390170135,39.0,6,13.131679397107632,33.67678899474195,8.531345760078459,0.07312883348036997,0.022971315839680054,0.07059584260398089,-0.6322293738217946,96.740861789335,66.66090544291069,1.3,3.1873144883364213,-0.6514651042680717,0.7705635681196069,1.9037828480004602,-0.6517181446622904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6613147312619355,,0.5766920655154623,2.051070455604891,0.11584876373285798,,0.23489804065896985,0.7226109420985516,,,,,,,,,0.16473400550364362,0.2059966889697135,-0.02752740402140466,-0.06027868261663407,1.748257845371303,-0.07274095765074945,0.4926853393409035,0.12380901911280602,-0.07824059869967051,0.07575281756845682,0.46793591548604413,0.3804138539345931,-0.2887849937456448,-0.3952977849204642,-0.13375121049802915,-0.0385324387237559,,,,,,,,,-0.017993334940112616,-0.13686704689976234,-0.09546292592038517,0.10605347971308457,0.14807293189831733,0.05932251061150557,0.007571063436305184,0.10015662071107834,,,,,-0.09369106681272735,0.3058704639991028,-0.020546057717172512,-0.0033358638613826094,,,,,,,,,1.89785378387583,0.08128872387988706,0.11077378026609863,0.22266438214317233,,,,,,,,,,,,,,,,,,,,,-0.15785758472562184,0.1296099762283722,-0.076523098932458,-0.07278229242158044,-0.2678372487014131,-0.36992548398374825,-0.33446893779623177,-0.06386281440225085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.315235080055276,0.028051689515246076,-0.005706657708553396,-0.03670828886586801,0.06549860748711252,0.05781090283066647,-0.024611366535063912,-0.043949861883027394,,,,,,,,,,,,,,,,,,,,,,,,,0.022979326436382556,0.3121747202064688,-0.08237383074155684,0.024743658703125126,,,,,,,,,,,,,,,,,,,,,,,,
SBep20_d295-I,d,I,3.563125,173.9224576927819,381.4615597119789,100.73348596141004,175.55670387813245,16.70731707317073,15,8.294201776837914,21.739500860079254,6.500544597643772,0.15008895862282945,0.029816191116726107,-0.5252260948995331,0.9954082752524688,53.21473502842787,66.56431867173768,1.5,4.490440273636204,-0.3114009700255617,-1.0245067688889171,0.15558351557075228,0.13162302878836105,,,,,0.581740563697347,-1.0792412457506892,-0.7698261721064311,0.5974730427801768,0.007674200139606567,-0.791295911264378,-0.43862453692270104,0.1730805898311288,,,,,-0.3900565886956498,-0.33027383250443826,-0.003065700121268881,-0.26157651586361824,-0.06061867738074777,-0.5371656519921352,-0.2615366986624736,-0.13231168680024596,-0.4749019790967577,0.7265817548903474,0.5305914946550344,-0.5575952720978439,,,,,,,,,,,,,-0.5484196416825806,0.005954566098330987,-0.5495165527098687,-0.4914882573991844,,-0.40741969329489364,-0.3142935200567425,0.08459204127817932,0.007216142671575644,0.25538494208771856,0.6266046166710479,0.12110140707764042,-0.030886630790748354,0.467793067273961,0.33804621858479117,0.09661362329926179,-0.07265038543530551,0.7579868660942022,0.046408104274515395,0.08669627009256642,,,,,-0.17191402437681239,-0.23911064618037414,0.30414428385910286,-0.07478487538268867,,,,,,,,,,,,,-0.1576636996783892,0.3898840471604548,0.07506426965935892,-0.06425623177007568,-0.045467638698081785,0.03529387853332804,-0.07581358748432221,-0.036522049645391984,,,,,-0.14507670721705226,0.036951884197871133,0.3028331395412607,0.1000064409975603,,,,,-0.24082781413987053,-0.1274858115995281,-0.07052415981679269,-0.12562771369639147,,,,,-0.10601664845866894,-0.34861662606112465,0.12968177651221424,-0.22371733267071617,-0.061135884484152414,0.011320638104860399,0.13330990112759666,0.012169066101802708,-0.1788897799964534,-0.07474386750087364,-0.03607189088567356,0.13150316951456115,,,,,,,,,-0.13354250843195928,-0.026752370644656732,0.4909012727809309,0.11799865426243693,,,,,,,,,,,,,,,,,-0.22747820797066193,-0.3693750852995582,-0.13592870045801375,0.017999541595642838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBep20_d219-I,d,I,1.6969999999999998,240.43461101527728,390.45160439306227,176.5538372330641,178.75294430122727,9.057142857142855,8,13.807848722997653,28.803773375589675,11.482446217730935,0.1079898980169213,0.030431989003914618,0.501631642377147,-0.12030387865213722,68.15830792616848,66.73574405502343,1.5,1.1785503830288744,-0.7102401653892386,-0.41273952604709563,1.340851791041472,-0.0773398155055796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2364580576610844,3.901362507150246,,,,,,,,,,,,,0.283987131857298,-0.011636031174108765,0.34968995778436857,0.1047046416418228,,,,,,,,,-0.24899319167341835,-0.3769556562995071,-0.12090972015819379,-0.0752028589355888,,,,,,,,,,,,,,,,,,,,,,,,,0.16435148166320354,0.03874659607435758,-0.06298383421365801,-0.07818466898240524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7958712441692664,-0.3158472038624995,-0.12126733672664329,0.08596882122221863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBep7_d129-I,d,I,1.1841875,169.7613409252129,364.0589143705722,109.34824250728106,151.78804680253842,14.625,6,7.758534174853014,16.414237911836526,6.3661209887805805,0.15302408636441464,0.03251931759830623,-0.13291611201319573,-0.8068959733626648,80.86419033679374,66.72640322101005,1.75,3.3778434580672405,0.7000450395891968,-1.1825982749049275,-1.644705536066745,0.33104824503804725,,,,,,,,,,,,,,,,,,,,,0.5915484637137369,-0.948590153358544,-0.7078070562030216,0.45347861787361654,,,,,,,,,,,,,,,,,,,-0.32427482906480226,1.0340469704032624,,,0.048904857231883495,0.7221003403500869,-0.18999073851050835,0.1986024934236144,0.32121883866791595,-0.028209590982394357,,,,,,,,,,,,,-0.15854532875733016,-0.34846785903614336,-0.10496581841128337,-0.030387254791648294,,,,,,,,,,,,,,,,,,,,,,,,,-0.130908835111267,-0.035687338821587464,0.4938637374549616,0.14711926911778017,,,,,,,,,-0.31260923807755137,-0.26443786464724095,-0.17384471644285837,-0.1526569337237113,,,,,,,,,,,,,0.049784159034062685,-0.19726088973215417,-0.06044117265072097,-0.021963377111990694,,,,,,,,,,,,,,,,,,,,,,,,,0.5418876610995517,0.7263458997367008,0.030048936386948548,0.17853673745680806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
