fileName,speaker,label,duration,f0globalMean,f0globalRange,f0globalSD,f0globalMedian,sound2silenceRatio,totalPauses,hnrglobalMean,hnrglobalRange,hnrglobalSD,rmsRange,rmsSD,Avg. Word Dur.,Avg. Sil. Dur.,Dynamic Range,Intensity,Consonant Vowel Ratio,SyllPerSecond,Avg. Cons. Dur.,Avg. Voca. Dur.,sonorants_F0,sonorants_F1,sonorants_F2,sonorants_F3,stops_duration,fricatives_CoG,fricatives_Kur,fricatives_Ske,fricatives_Std,stressedVowels_F0,stressedVowels_F1,stressedVowels_F2,stressedVowels_F3,unstressedVowels_F0,unstressedVowels_F1,unstressedVowels_F2,unstressedVowels_F3
SBep4_c781-N,c,N,5.9134375,117.4268756488776,371.1370461409587,64.8420548960186,105.14780457554329,19.982456140350877,17,11.96928854507098,28.483395262770863,8.17489214295319,0.14882796634131612,0.02793100599789151,-0.2516753549145644,-0.4973801442231188,96.32605597786707,66.80721887230747,1.3478260869565215,3.889446705067907,0.013205264776292905,0.3346874077575182,-0.26359480586752626,-0.25453479130411394,-0.17601917393573902,0.012339660338261544,-0.432225546105707,0.02173289614640908,-0.5954804091916406,-0.15928992813882906,0.09800179135590462,-0.21164671843552463,-0.11280176244008618,0.004658494132789843,0.0007078341043621979,-0.27307729548973464,-0.2289512567803183,-0.030980374350545705,0.01531047467195689
SBep14_d135-N,d,N,2.8289999999999997,168.05309423047711,389.37838224019805,104.43956909983929,338.826513665528,12.159090909090908,17,11.393309940454245,40.89786942475561,8.540270849550003,0.08983276959395395,0.02219254197330135,-0.1182770333848471,-0.3563199112088805,65.97977643325277,66.82704848617432,1.4,3.5348179568752207,0.2930465050358565,0.5631372320100784,-0.21103674077499085,-0.3181070145458809,-0.03765951328612673,0.03725967072462714,0.12672248538669068,-0.023480037511403803,-0.7471411934212501,-0.3587318187106575,0.1218560439431342,-0.14788835497345093,-0.19093094560167018,-0.1282857400676405,-0.002619863373937756,0.003160419579349529,-0.4082540152144529,0.018653220535553298,0.05103797843132748
SBep23_c307-I,c,I,3.399375,222.70697162362427,377.0417313481698,109.5398285747708,207.9829225020767,32.0,9,12.471459980517785,27.43308091176425,8.887769306827996,0.13114403231707966,0.028791143163716237,-0.22072275402295272,-0.4789916129142089,280.9197325172329,66.8637753511331,1.4615384615384617,3.8242323956609674,0.10820560246779376,0.18917915135008487,0.4644060554846435,-0.04784469926175086,-0.10670749577010645,-0.033612932613682804,0.30827054816029087,-0.4844781398677185,1.0839311671358864,1.4696926652589979,-0.22577596970384117,0.2824368676157397,-0.04668951842485683,-0.03616801968382344,-0.005491199643482459,0.3094426728187732,-0.10189801238114007,0.023267770648002208,-0.03217701974716032
SBep3_d1258-I,d,I,2.4378125,156.7032226988995,392.2081646020693,109.46922833323593,0.0,20.782608695652176,8,9.11616859667707,25.683380734319787,6.882006574635211,0.1280693407366081,0.026219350933235918,-0.12503353121331565,-0.35631991120888123,66.67446737706557,66.89203952216486,1.5833333333333333,4.922445840276887,0.006072989196098578,-0.2162235630457935,-0.12928850432361494,-0.03568229980667269,0.13609334898682163,-0.011602155940758273,-0.3538143511100149,-0.00891361774847492,-0.28744819854325276,-0.2063216086949406,0.1810237672477384,-0.2648666891969503,-0.30860307693950717,-0.10273953757037524,-0.0901685528132479,-0.08725246256576907,0.03686652625278578,0.04489522611268973,0.0002028463845637164
SBep3_c234-N,c,N,0.41200000000000003,165.3053044550191,360.6431981953223,146.7649657754616,0.0,6.307692307692308,3,5.462223929820732,16.493575116122297,4.960850771268009,0.11327229096425755,0.03163751245484445,-0.19159089436025944,-0.8774097912739314,280.3262671326657,67.47063054001892,2.0,2.4271844660194177,0.6867991352479402,-0.11660977328279422,-0.2312429517702101,0.10162228845749947,0.11151010822606006,0.057886716660121226,,0.6688013712273057,-1.0363523794970468,-2.0075987634788715,0.07024775040830204,-0.4882477831892788,0.12084834729085488,-0.0011821490004503418,-0.0077357323522511,,,,
SBep15_c82-N,c,N,12.8574375,162.0621675095317,380.7002073034162,92.74860522090498,0.0,12.528795811518323,54,12.839308478424313,30.383591066874352,9.560735700836196,0.1853956260154312,0.03161641663337508,-0.3215032415047029,-0.10781570316027707,87.83656528081406,66.79240600937914,1.4791666666666667,3.733247779738381,-0.1840447116527687,0.4976224937315122,0.007152068817086977,-0.1545394661520887,-0.08194688803192553,-0.006511290170674527,0.005027493748075762,-0.38115559249381237,0.12075671676285567,0.15430912429387275,-0.26148899502436007,-0.048528157572764255,-0.0798822458643499,-0.07148578154702756,-0.03178538813004584,-0.1855609842712862,-0.17252593182861878,-0.12414208784734919,-0.10739227476593811
SBep4_c978-N,c,N,5.2054375,132.3620332401447,372.53018664206076,89.25652815185438,0.0,11.255813953488374,26,10.388883042356136,25.098966558461534,8.453280915260947,0.3515624714148453,0.033702462757563154,-0.4915166313420796,-0.7854671347293789,190.74655490273972,66.78908885443096,1.64,4.802670284678282,-0.11191231399057187,-0.1210267244163796,0.15725540364231483,0.07194806155302871,-0.16529180664878954,-0.034023086657034164,0.08967303005429972,-0.28664696250078003,-0.09455151190348468,0.0161474956102035,-0.22584696869763943,-0.2341764940308902,-0.07332585888617857,-0.03108571672354717,0.017091910154652824,-0.3081424253290682,-0.10099415590173969,-0.04327267320346436,-0.029524462722435897
SBep19_d392-I,d,I,3.60575,141.8102536836407,380.7329928900135,89.93544023416395,106.21568432801126,10.12121212121212,15,8.462801346668844,25.68800012742993,6.7901714565832165,0.14675973472391265,0.030299266374379838,-0.3910706332092671,0.6092002219777973,65.04414578907496,66.78463134967795,1.5625,4.43735699923733,-0.022710026123948585,-0.03959788711245185,-0.2646075196672298,-0.27050085510406324,0.09660229142471184,-0.08659955581752787,-0.11285772822639002,-0.36433470646470395,-0.20992069165506178,0.1584994669477206,-0.15628844647735687,-0.3154042616729596,0.3349894401839789,-0.09648915418610426,-0.09926910488177948,0.12924074893932955,0.1966054800544915,0.04475961474046707,0.04733086843407569
SBep28_c92-N,c,N,1.6575625,144.78292554674744,374.6448308267873,106.807228489117,122.72791292831695,4.149253731343284,15,12.503695316796394,24.51055633861904,10.088981891315056,0.13868979670451284,0.03605029528603836,-0.19159089436025944,-0.019278330191450817,66.72942920181255,67.35475862612695,1.1666666666666667,3.6197730100674934,0.2630220125994434,0.32508534007580825,-0.08337060728939755,-0.31556124940451336,-0.025131556667219307,-0.02868173249322513,-0.16311342720035651,-0.3691129378301502,-0.006181299778814819,0.07886204146765091,-0.05844111497930876,-0.24102694375184433,-0.07794652079863462,-0.058429005423683365,0.0036665588933797455,-0.32768501070930545,-0.366186316610035,0.01949759255258336,-0.027289591153623456
SBep2_e368-I,e,I,0.7593125,288.6862318211201,451.8019256791762,190.62024203797424,0.0,32.0,3,9.334759353609595,21.23543957607852,6.584127516077242,0.09399845500067702,0.027056752158804924,0.8147450909240812,-0.475628332063976,63.633670614210175,67.16811115537797,3.0,1.3169808214667875,1.0073585651906898,0.6498004895231118,0.3920719016683264,0.07916925659350377,-0.030446046103833294,-0.08104766216447055,,-0.3044280261178765,-0.5376274464483289,-0.1176224489983636,-0.3657157051225795,0.412272392422842,0.06742337596746606,0.3216515864770051,0.060556311420358576,,,,
